file,difficulty,average_tempo,average_bpm,note_count,tick_count,note_density,tempo_deviation,unique_note_count,total_duration,overlapping_notes,chord_density,duration_per_note,tempo_complexity,notes_per_second,hand_independence,odd_time_signature_count,consecutive_note_std,pitch_range,average_polyphony,tempo_change_count,max_polyphony,note_transitions
Beethoven - Piano Sonata n06.csv,3.0,420494.7367256637,142.68906304799907,7171,685800,0.0104564012831729,106488.1000931531,59,3345720,2302,0.3210152001115604,1.763447030833423e-05,0.253244787134226,2.143335365780759,0.4104365278474661,1,161.10299149688453,60.0,1.7990466633216258,744,8,85836.78095238088
Beethoven - Piano Sonata n07.csv,3.5,607438.7930157146,98.77538393970796,9201,1091274,0.0084314296867697,385650.09278328967,66,5217054,2561,0.2783393109444625,1.2650817875375645e-05,0.6348789330175572,1.7636390192625953,0.4106280193236715,1,183.39279991373792,67.0,1.7779710144927536,1298,9,111143.2999999999
Beethoven - Piano Sonata n09.csv,2.5,369672.52636702906,162.30581317376303,5706,856560,0.0066615298402913,65009.06450218059,63,4239180,1581,0.2770767613038906,1.4861364697889686e-05,0.1758558179615338,1.3460150312088657,0.3800702650910252,1,238.1734861234095,62.0,1.8224209517725969,771,7,64300.490476190535
Beethoven - Piano Sonata n11.csv,3.5,663776.232721344,90.39190775784864,12752,1053240,0.0121074019216892,338935.35963971313,62,6152520,3357,0.2632528230865746,1.007717163048637e-05,0.5106168960737701,2.072646655354229,0.3822604892715593,2,121.24533149234104,63.0,1.7427907612409457,1489,7,139328.86666666705
Beethoven - Piano Sonata n13.csv,4.0,513188.2247945814,116.9161666248612,16694,729840,0.0228735065219774,217552.8960316991,61,3630000,9915,0.5939259614232658,1.6804407713498624e-05,0.4239241773693872,4.598898071625344,0.5033980582524272,4,89.24416309003146,60.0,2.701294498381877,1070,14,101252.7000000001
Beethoven - Piano Sonata n16.csv,4.0,408372.2957104757,146.92475623404752,12239,1383600,0.0088457646718704,103969.63699828873,62,6918000,3605,0.2945502083503554,8.962127782596126e-06,0.2545952261952663,1.7691529343740966,0.3869764773379231,1,172.20303916939832,63.0,1.7554503729202524,1350,7,159651.0333333335
Beethoven - Piano Sonata n17 Tempestat.csv,3.5,641763.9054171653,93.49232559440726,7905,881280,0.0089699074074074,435382.95068309625,64,4405790,1772,0.2241619228336495,1.4526339203638849e-05,0.6784160763919632,1.7942298656994546,0.326490327674694,2,185.8519172054032,65.0,1.5604026845637584,1003,7,96434.9761904762
Beethoven - Piano Sonata n18 The Hunt.csv,4.0,357615.8419292735,167.7778022257368,8972,1268640,0.0070721402446714,109597.34465693448,62,6077280,2780,0.3098528756130183,1.0201932443461549e-05,0.3064666936052843,1.4763183529473711,0.4581557535838822,2,205.17894580357995,62.0,1.7380860131731888,1113,8,89568.92857142855
Beethoven - Piano Sonata n19.csv,2.5,685052.4570110444,87.58453368926854,3362,347040,0.0096876440756108,326395.4324338183,52,1718280,941,0.2798929208804283,3.0262820960495374e-05,0.4764531958003855,1.956607770561259,0.544932079414838,0,122.87693949909826,58.0,1.7565308254963428,310,8,28824.7
Beethoven - Piano Sonata n20.csv,2.0,505882.8230571612,118.60454094370472,2937,409320,0.0071753151568455,104909.8328243276,43,2045775,560,0.1906707524685053,2.1018929256638683e-05,0.2073797093768363,1.4356417494592513,0.3630278063851699,1,137.84833579952368,57.0,1.512358393408857,270,6,23486.200000000008
Mozart - Adagio in B flat.csv,2.0,1652291.108704319,36.31321362435361,6664,206608,0.0322543173546038,88060.80677668074,55,619616,2684,0.4027611044417767,8.87646542374632e-05,0.0532961814735755,10.755048287971906,0.1829362029208301,0,60.00632477672076,58.0,1.7074045605944146,858,5,32628.94999999999
Mozart - Another piece for PianoK.176.csv,2.5,436265.25196850393,137.5310083241094,1139,70908,0.016063067636938,15148.34040920372,38,279900,550,0.4828797190517998,0.0001357627724187,0.0347227755152439,4.069310468024295,0.4156729131175468,1,75.26174238158303,53.0,1.940374787052811,4,5,15564.133333333324
Mozart - Contradance n1.csv,2.0,545454.0,110.00011000011,604,7679,0.0786560750097669,0.0,25,15358,364,0.6026490066225165,0.0016278161218908,0.0,39.32803750488345,0.7142857142857143,0,22.45976637582537,45.0,2.53781512605042,1,5,2432.0
Mozart - Contradance n2.csv,2.0,463772.786407767,129.37369711737608,756,15359,0.0492219545543329,12156.231258043645,25,45838,373,0.4933862433862434,0.0005453990139185,0.0262116096811153,16.492866180897945,0.3060109289617486,0,37.2787576315017,41.0,2.065573770491804,12,7,5941.595238095239
Mozart - Contradance n3.csv,2.0,501231.4553440703,119.7051768405337,1976,38639,0.0511400398561039,9792.972971981637,28,115678,937,0.4741902834008097,0.0002420512111205,0.0195378260234271,17.08189975621985,0.4,0,37.98278036860616,45.0,1.9372549019607843,22,4,9860.333333333334
Mozart - Early Pieces n10 Air.csv,1.0,1038660.7213114754,57.76669779544604,332,4799,0.0691810793915399,111031.40694363808,19,14278,138,0.4156626506024096,0.0013307185880375,0.1068986288452721,23.25255638044544,0.4791666666666667,0,25.70300944794108,31.0,1.7291666666666667,22,3,2723.666666666667
Mozart - Fantasia in C K.475.csv,3.0,500000.0,120.0,3964,698880,0.0056719322344322,0.0,61,698880,166,0.0418768920282542,8.728250915750916e-05,0.0,5.6719322344322345,0.0,0,304.2623989930651,60.0,1.043982091124572,1,3,46185.0
Mozart - Fantasia in D K397.csv,2.5,500000.0,120.0,1675,247296,0.0067732595755693,0.0,54,247296,104,0.0620895522388059,0.0002183618012422,0.0,6.773259575569359,0.0,0,234.03498719369708,56.0,1.0675589547482474,1,5,15571.866666666669
Mozart - K02 Minuet in F.csv,1.0,389610.0,154.000154000154,520,34512,0.0150672229949003,0.0,23,69024,107,0.2057692307692307,0.0003332174316179,0.0,7.533611497450162,0.2621359223300971,1,53.88783835806465,40.0,1.2621359223300972,1,2,3270.0
Mozart - K03 Allegro in Bb.csv,1.0,500000.0,120.0,652,28962,0.0225122574407844,0.0,24,57924,208,0.3190184049079754,0.0004143360265175,0.0,11.25612872039224,0.4324324324324324,0,48.24988306598156,32.0,1.4684684684684686,1,3,2549.0
Mozart - K04 Minuet in F.csv,1.0,574901.9162072768,104.36562882905304,450,34464,0.0130571030640668,20962.988477372764,30,103212,103,0.2288888888888889,0.0002906638762934,0.0364635912429533,4.359958144401814,0.2965116279069767,1,78.65922263637513,48.0,1.308139534883721,6,3,5468.0
Mozart - K279 Piano sonata n01 1mov.csv,3.0,500000.0,120.0,2895,105752,0.0273753687873515,0.0,53,211504,709,0.2449050086355786,0.000250586277328,0.0,13.68768439367577,0.1280403854979348,0,30.797192198847505,57.0,1.3285910968334098,1,6,26693.83333333333
Mozart - K280 Piano sonata n02 1mov.csv,2.5,413793.0,145.00003625000906,2641,143712,0.0183770318414606,0.0,55,184032,776,0.2938280954184021,0.0002988610676404,0.0,14.350765084333158,0.0,2,53.72678313353192,57.0,1.4191295002686728,1,6,26452.33333333333
Mozart - K284 Piano Sonata n06 .csv,3.0,500000.0,120.0,14747,601795,0.0245050224744306,0.0,57,601795,2656,0.1801044280192581,9.471663938716673e-05,0.0,24.505022474430664,0.0,1,62.18062108741153,57.0,1.2223972148541111,1,4,233019.5
Mozart - K309 Piano Sonata n10 1mov.csv,2.5,441176.0,136.0001450668214,4960,477308,0.0103916129626991,0.0,55,954616,1929,0.3889112903225806,5.761478961173917e-05,0.0,5.195806481349569,0.3114645460569913,0,120.27745668504744,58.0,1.6434724983432738,1,6,51788.00000000001
Mozart - K309 Piano Sonata n10 2mov.csv,2.5,1200000.0,50.0,1500,91904,0.0163213788300835,0.0,46,181888,551,0.3673333333333333,0.000252902885292,0.0,8.246833216045038,0.2611940298507462,1,80.78609068737175,56.0,1.5991471215351811,1,5,18257.58333333333
Mozart - K309 Piano Sonata n10 3mov.csv,3.0,698044.8534823498,85.95436195923062,3637,194560,0.0186934621710526,4389.803352888395,55,582656,1320,0.3629364861149299,9.439532073813708e-05,0.0062887124387335,6.242105118629175,0.2010398613518197,0,57.62042120101147,58.0,1.5758232235701906,2,6,47429.43333333335
Mozart - K330 Piano Sonata n10 1mov.csv,3.0,895181.3005805019,67.02552875165237,9544,287760,0.0331665276619405,50948.17443060355,42,863280,5144,0.5389773679798826,4.8651654156241313e-05,0.0569138055023769,11.055509220646837,0.3905919661733615,0,45.24320833929544,46.0,2.522198731501057,1094,8,51140.83333333332
Mozart - K330 Piano Sonata n10 2mov.csv,2.5,1302421.7467682364,46.0680268498902,2968,145440,0.0204070407040704,86012.95025040083,45,434640,1701,0.5731132075471698,0.0001035339591385,0.0660407816928955,6.828639793852384,0.3988165680473373,1,95.9707389504421,49.0,3.5124260355029584,800,12,13460.499999999996
Mozart - K331 Piano sonata n11 3mov.csv,2.0,476190.0,126.000126000126,5642,107280,0.0525913497390007,0.0,44,307192,3664,0.6494151010280043,0.00014323289669,0.0,18.366363707388214,0.6634320735444331,0,31.216123694783533,50.0,2.881511746680286,1,9,43405.1166666667
Mozart - K333 Piano Sonata n13 .csv,2.5,500000.0,120.0,11777,565153,0.0208386047672046,0.0,58,565153,2035,0.1727944298208372,0.0001026270762076,0.0,20.838604767204632,0.0,1,67.10546756305774,60.0,1.2128733264675593,1,4,162779.66666666666
Mozart - K333 Piano Sonata n13 1mov.csv,3.0,521695.62790211255,115.00958948281236,11500,635040,0.0181090954900478,57853.48699548079,52,1905120,6633,0.5767826086956521,2.7294868564709837e-05,0.1108950964916578,6.0363651633492905,0.4360938247965534,0,85.92398850424883,62.0,2.752513164193394,1762,8,66817.79999999997
Mozart - K333 Piano Sonata n13 2mov.csv,2.5,1066630.1642532651,56.2519249978321,5742,234621,0.0244735126011738,58243.38025005808,48,703581,3447,0.6003134796238244,6.822242215182047e-05,0.054605037624108,8.161107249911524,0.382716049382716,1,77.64989806373725,50.0,3.2222222222222223,764,8,31282.99999999999
Mozart - K354 Piano Variations Je Suis Lindor.csv,2.5,810999.2136677116,73.98280909379973,15878,275490,0.0576354858615557,233346.8051506728,57,1375080,6420,0.4043330394256204,4.145213369403962e-05,0.2877275356351718,11.546964540244932,0.2541257685255096,1,27.328974099543867,59.0,1.712652356811563,59,10,102426.49999999988
Mozart - K398 Piano Variations Salve Tu Domine.csv,3.0,624801.5390676297,96.03049328197235,3795,127680,0.0297227443609022,24572.11137920408,58,342585,932,0.2455862977602108,0.0001693010493746,0.0393278662787422,11.07754279959718,0.2967206637692611,3,43.45777954150495,60.0,1.4994073488739628,6,5,40278.4
Mozart - K545 Piano Sonata.csv,2.0,662431.7084223647,90.57537439277311,11196,258480,0.0433147632311977,248140.32022406952,49,516720,7015,0.626563058235084,9.4828920885586e-05,0.3745900401039618,21.66744078030655,0.0,2,41.6837238731466,53.0,2.7050012080212613,24,7,46887.66666666668
Mozart - K570 Piano Sonata 2mov.csv,2.5,909091.0,65.99999340000066,3652,37920,0.0963080168776371,0.0,44,75840,1019,0.2790251916757941,0.0005801687763713,0.0,48.154008438818565,0.1047400611620795,0,15.79690662097881,53.0,1.3960244648318043,1,5,22041.166666666664
Mozart - K573 9 Variations for Piano Uber Duport.csv,3.0,530669.0989772805,113.06480840062775,6934,718440,0.0096514670675352,137723.3204479292,51,4298280,1747,0.2519469281799827,1.1865211200759371e-05,0.2595276806457229,1.613203420903245,0.3021057155135367,2,110.22518040682226,56.0,1.4899011602922216,436,5,73016.56666666667
Mozart - K576 Piano Sonata n19 .csv,4.0,500000.0,120.0,8013,366339,0.0218731830353852,0.0,52,366339,1277,0.1593660302009235,0.0001419450290577,0.0,21.873183035385257,0.0,1,64.50821017575177,56.0,1.1917013682331945,1,3,97496.66666666669
Mozart - K617 Adagio.csv,2.0,857143.0,69.99998833333528,2576,107522,0.023957887688101,0.0,26,215044,617,0.2395186335403726,0.0001209054891092,0.0,11.97894384405052,1.0,0,112.11604922669488,28.0,2.639344262295082,1,12,9468.749999999996
Mozart - Piano Sonata n01 K279.csv,3.0,669910.5318370335,89.56419872287658,5567,509280,0.0109311184417216,361483.5555490947,56,3055680,1228,0.2205855936770253,1.8326526337836424e-05,0.5395997500708518,1.8218530736202745,0.3207941483803553,1,95.32286368301828,57.0,1.4542842215256009,662,4,55000.166666666686
Mozart - Piano Sonata n02 K280.csv,2.5,818406.8997500695,73.31316490406324,4774,526320,0.0090705274357805,632626.4934528024,60,3157920,1115,0.2335567658148303,1.899984800121599e-05,0.7729975072864098,1.5117545726300856,0.2994177137603432,2,130.70537036922028,60.0,1.463070793748085,701,6,44965.91666666667
Mozart - Piano Sonata n03 K281.csv,3.0,530072.5436722984,113.1920540240115,5855,641520,0.0091267614415762,256904.9741502996,55,3849120,1244,0.212467976088813,1.4288980338363054e-05,0.4846600285509665,1.521126906929376,0.3075030750307503,1,138.67336591318,60.0,1.4403444034440345,698,6,63579.06666666663
Mozart - Piano Sonata n04 K282.csv,2.5,625166.7037289988,95.97440113510775,3257,416160,0.0078263168012302,216236.88242964947,47,2496960,900,0.276327909118821,1.882288863257721e-05,0.3458867549084719,1.3043861335383826,0.4160654160654161,1,150.291842739683,50.0,1.5666185666185666,473,4,31655.00000000001
Mozart - Piano Sonata n05 K283.csv,3.0,562796.4135877152,106.61048747185848,4815,524640,0.0091777218664226,263660.0939850524,54,3147375,1364,0.2832814122533749,1.715715477183367e-05,0.4684821857770409,1.5298463004885023,0.4061016949152542,2,127.76283921940376,60.0,1.6322033898305084,539,6,48542.20000000003
Mozart - Piano Sonata n06 K284.csv,3.0,577700.7659457864,103.85999731499513,10585,1095365,0.0096634455181606,216795.41557926164,58,6548120,2899,0.2738781294284365,8.857504138592451e-06,0.3752728546660894,1.6164945052931223,0.376770538243626,2,121.51301002544322,58.0,1.5782018786342626,1193,6,127876.76666666668
Mozart - Piano Sonata n07 K309.csv,3.0,565553.7069215876,106.09072006015306,7577,769440,0.0098474215013516,170667.61033121022,56,4615015,2175,0.2870529233205754,1.213430508893254e-05,0.3017708278497285,1.6418148153364611,0.3981442429354702,1,139.6339568246519,58.0,1.5978490088570223,706,6,90516.08333333334
Mozart - Piano Sonata n08 K311.csv,3.0,525079.7881856016,114.26834806825894,7157,796200,0.0089889475006279,153062.2821625998,57,4740455,2072,0.2895067765823669,1.2024162237591116e-05,0.2915029022379669,1.5097706865691165,0.4156667421326692,0,141.04829355987957,58.0,1.6203305410912383,899,7,80945.03333333334
Mozart - Piano Sonata n09 K310.csv,3.5,534141.5228736212,112.32978046193968,8117,779830,0.0104086788146134,189939.2104873443,59,4597170,2523,0.3108291240606135,1.2833982645845162e-05,0.3555971635859589,1.7656514768868674,0.3882548246524175,1,110.52686533576112,60.0,1.6843743515252128,717,6,99100.09999999998
Mozart - Piano Sonata n10 K330.csv,3.0,697450.4644532916,86.0276149461482,5770,570000,0.0101228070175438,441306.4962651238,52,3419280,1357,0.2351819757365684,1.5207880021525e-05,0.6327424222321644,1.6874897639269084,0.3859508547008547,1,106.97629230959518,54.0,1.5411324786324787,849,8,62212.51666666671
Mozart - Piano Sonata n11 K331.csv,3.0,535429.0635679462,112.05966220842993,9470,1098530,0.0086206111803956,327224.83940550685,55,6587255,2689,0.2839493136219641,8.349456640133105e-06,0.6111450828331471,1.4376246251283729,0.4465192168237853,1,143.39247952143347,56.0,1.716823785351704,1039,8,110190.39523809533
Mozart - Piano Sonata n12 K332.csv,3.0,561893.9849653045,106.78170901527776,13736,837135,0.0164083451295191,317855.4888246306,59,4988370,6021,0.4383372160745486,1.1827510790097768e-05,0.5656858719430097,2.7536048849624226,0.3456239870340356,1,100.32903729993204,59.0,1.8552133981631551,849,10,83833.65476190478
Mozart - Piano Sonata n13 K333.csv,3.0,635578.809472871,94.40214038879316,7496,887425,0.0084469110065639,463497.120663618,57,5316040,1801,0.2402614727854856,1.072226695058728e-05,0.7292520042448046,1.410072158975478,0.3651787517673197,1,124.3239476660265,60.0,1.514037568168047,787,6,88689.83333333331
Mozart - Piano Sonata n14 K457.csv,3.0,570648.8103081463,105.14347689185654,6400,1042080,0.0061415630277905,454071.7910944061,59,6248985,1549,0.24203125,9.441533305008734e-06,0.7957114479029764,1.024166324611117,0.3082758620689655,1,210.68577270986648,60.0,1.471264367816092,698,8,76200.25
Mozart - Piano Sonata n15 K593-494.csv,3.5,497693.4936432756,120.55612694628738,7583,1040602,0.0072871280278146,242840.61588855865,59,6161052,1736,0.2289331399182381,9.57628664715052e-06,0.4879320686129281,1.2307962990736,0.3049808429118774,1,148.20408160817442,60.0,1.4526819923371648,631,6,80093.2666666667
Mozart - Piano Sonata n16 K545.csv,2.0,677828.932503815,88.5179093467839,3628,330240,0.0109859496124031,302533.97026096535,49,1973240,890,0.2453142227122381,2.48322555796558e-05,0.4463279092313791,1.83860047434676,0.4204166666666666,1,105.3739380122114,53.0,1.5116666666666667,252,5,31732.499999999996
Mozart - Piano Sonata n17 K547a.csv,3.0,452155.3202425245,132.69776405111753,3441,356160,0.0096613881401617,57032.87935079083,50,2128430,1106,0.3214181923859343,2.3491493730120325e-05,0.1261355927874516,1.6166845985068807,0.4143968871595331,1,118.18526781378472,60.0,1.67363813229572,296,8,37748.33333333334
Mozart - Piano Sonata n18 K570.csv,2.5,833654.3975659229,71.97227073375497,5917,706320,0.0083772227885377,644660.844844403,54,4200670,1417,0.2394794659455805,1.2855092163869098e-05,0.7732950809432095,1.4085848209928415,0.4324324324324324,1,144.41509840373715,55.0,1.5991891891891892,829,5,53344.89999999996
Mozart - Piano Sonata n19 K576.csv,4.0,578776.6000480038,103.66694160583477,5920,606681,0.009758011211823,151310.732300956,53,1819563,1297,0.2190878378378378,2.912787301126699e-05,0.2614320141629884,3.2535284571075582,0.2935938659411328,1,122.42344864126768,56.0,1.464259213455355,641,5,58273.66666666669
Mozart - Rondo.csv,2.5,333333.0,180.00018000018,9852,256080,0.0384723523898781,0.0,52,557472,4629,0.4698538367844093,9.327822742666897e-05,0.0,17.672636473221974,0.2489435266999616,0,38.89348174637077,56.0,1.8924318094506336,4,7,53094.86666666663
Bach - Bwv772 Invention n01.csv,1.5,776637.9144500359,77.25607890581556,944,11230,0.084060552092609,320381.8893495977,39,32350,548,0.5805084745762712,0.0012055641421947,0.4125241420597798,29.18083462132921,0.3890489913544668,0,20.867819297959404,46.0,2.7204610951008648,136,5,7836.0
Bach - Bwv775 Invention n04.csv,1.5,817625.2916666666,73.38324855105031,1112,9360,0.1188034188034188,127224.3825448228,41,27844,590,0.5305755395683454,0.0014724895848297,0.1556023081006773,39.93679069099267,0.4263392857142857,1,13.334756940242542,46.0,2.482142857142857,3,4,7934.0
Bach - Bwv0934 Little Prelude n2.csv,1.5,476190.0,126.000126000126,1404,46048,0.0304899235580264,0.0,41,126640,797,0.5676638176638177,0.0003237523689197,0.0,11.086544535691724,0.3633333333333333,1,43.35342346720045,44.0,2.34,1,4,11608.0
Bach - Bwv0992 Capriccio.csv,1.5,500000.0,120.0,3083,385536,0.0079966591965471,0.0,47,772608,1287,0.4174505351929938,6.083291915175613e-05,0.0,3.99038063286945,0.0,0,199.1337451904195,48.0,1.7213847012841987,1,9,31399.17182539683
Bach - Minuet in G.csv,1.5,480088.5098901099,124.97695479888434,414,11521,0.0359343806961201,218241.76483309173,25,34441,100,0.2415458937198067,0.0007258790395168,0.4545865196462342,12.020556894399116,0.1061093247588424,1,38.21783891288106,40.0,1.3311897106109325,483,5,2088.5
Chopin - Prelude n04 op28 Suffocation.csv,1.5,947346.792508918,63.33477927454447,1208,51840,0.0233024691358024,103129.03191126416,37,152933,761,0.6299668874172185,0.0002419360111944,0.1088609078816228,7.898883824942949,0.2465753424657534,0,112.81483993446516,56.0,5.5159817351598175,335,13,3097.4999999999995
Chopin - Prelude n05 op28 Uncertainty.csv,1.5,521190.029972752,115.1211584057677,920,28080,0.0327635327635327,19410.443147117272,37,83248,559,0.6076086956521739,0.0004444551220449,0.0372425450044239,11.0513165481453,0.9466192170818504,1,51.95199713787892,52.0,3.274021352313168,386,7,4288.833333333333
Scarlatti - K032.csv,1.5,500000.0,120.0,220,32256,0.0068204365079365,0.0,32,32256,96,0.4363636363636363,0.0009920634920634,0.0,6.820436507936508,0.0,0,141.75805054909537,44.0,1.7741935483870968,1,5,2117.45
Scarlatti - K034.csv,1.5,500000.0,120.0,227,35328,0.0064254981884057,0.0,34,35328,71,0.3127753303964757,0.0009624094202898,0.0,6.425498188405797,0.0,0,112.76727708306,44.0,1.455128205128205,1,3,3713.0
Scarlatti - K034.csv,1.5,500000.0,120.0,227,35328,0.0064254981884057,0.0,34,35328,71,0.3127753303964757,0.0009624094202898,0.0,6.425498188405797,0.0,0,112.76727708306,44.0,1.455128205128205,1,3,3713.0
Scarlatti - K040.csv,1.5,500000.0,120.0,303,38400,0.007890625,0.0,29,38400,120,0.396039603960396,0.0007552083333333,0.0,7.890625,0.0,0,116.15035546047947,39.0,1.6557377049180328,1,3,5320.666666666667
Scarlatti - K042.csv,1.5,500000.0,120.0,255,33792,0.0075461647727272,0.0,27,33792,84,0.3294117647058823,0.0007990056818181,0.0,7.546164772727272,0.0,0,122.74395279007186,41.0,1.4912280701754386,1,5,4220.383333333333
Scarlatti - K078.csv,1.5,500000.0,120.0,710,69120,0.0102719907407407,0.0,38,69120,362,0.5098591549295775,0.0005497685185185,0.0,10.27199074074074,0.0,0,140.5632198051918,48.0,2.164634146341464,1,6,7331.866666666669
Scarlatti - K078.csv,1.5,500000.0,120.0,710,69120,0.0102719907407407,0.0,38,69120,362,0.5098591549295775,0.0005497685185185,0.0,10.27199074074074,0.0,0,140.5632198051918,48.0,2.164634146341464,1,6,7331.866666666669
Scarlatti - K080.csv,1.5,500000.0,120.0,293,44544,0.0065777658045977,0.0,36,133632,148,0.5051194539249146,0.0002693965517241,0.0,2.192588601532567,0.3863636363636363,0,169.88423706651477,46.0,2.2196969696969697,1,5,1930.3166666666664
Scarlatti - K083.csv,1.5,500000.0,120.0,794,72192,0.0109984485815602,0.0,41,72192,347,0.4370277078085642,0.000567929964539,0.0,10.998448581560284,0.0,0,87.7236921296174,47.0,1.7762863534675617,1,3,7298.000000000004
Scarlatti - K088.csv,1.5,500000.0,120.0,2660,313344,0.0084890727124183,0.0,46,313344,1451,0.5454887218045112,0.0001468035130718,0.0,8.4890727124183,0.0,0,179.39518338294386,48.0,2.2334172963895886,1,8,26873.609523809497
Scarlatti - K088.csv,1.5,500000.0,120.0,2660,313344,0.0084890727124183,0.0,46,313344,1451,0.5454887218045112,0.0001468035130718,0.0,8.4890727124183,0.0,0,179.39518338294386,48.0,2.2334172963895886,1,8,26873.609523809497
Scarlatti - K090.csv,1.5,500000.0,120.0,2983,337920,0.0088275331439393,0.0,42,337920,1402,0.4699966476701307,0.0001242897727272,0.0,8.827533143939393,0.0,0,157.36813367408263,46.0,1.956065573770492,1,6,34683.59999999999
Scarlatti - K091.csv,1.5,500000.0,120.0,2434,294912,0.0082533094618055,0.0,43,294912,1325,0.5443714050944947,0.0001458062065972,0.0,8.253309461805555,0.0,0,179.38328720983563,45.0,2.249537892791128,1,6,21702.16666666664
Scarlatti - K163.csv,1.5,500000.0,120.0,438,46080,0.0095052083333333,0.0,30,46080,152,0.3470319634703196,0.0006510416666666,0.0,9.505208333333334,0.0,0,89.62005879714056,46.0,1.5314685314685317,1,3,4630.666666666666
Scarlatti - K164.csv,1.5,500000.0,120.0,908,76800,0.0118229166666666,0.0,38,76800,278,0.3061674008810572,0.0004947916666666,0.0,11.822916666666668,0.0,0,95.29408667020876,48.0,1.8269617706237424,1,5,6882.166666666664
Scarlatti - K165.csv,1.5,500000.0,120.0,710,76800,0.0092447916666666,0.0,41,76800,201,0.2830985915492958,0.0005338541666666,0.0,9.244791666666668,0.0,0,96.8739529927486,50.0,1.3948919449901769,1,3,9958.0
Scarlatti - K185.csv,1.5,500000.0,120.0,567,59904,0.0094651442307692,0.0,40,59904,154,0.2716049382716049,0.000667735042735,0.0,9.46514423076923,0.0,0,80.187439445484,45.0,1.3728813559322033,1,4,8673.666666666668
Scarlatti - K274.csv,1.5,500000.0,120.0,652,58368,0.0111705043859649,0.0,39,58368,276,0.4233128834355828,0.0006681743421052,0.0,11.170504385964913,0.0,0,88.84768331630657,48.0,1.7340425531914894,1,4,5240.666666666671
Scarlatti - K291.csv,1.5,500000.0,120.0,700,84480,0.0082859848484848,0.0,42,84480,147,0.21,0.000497159090909,0.0,8.285984848484848,0.0,0,101.65711290180847,48.0,1.2681159420289856,1,3,8097.0
Scarlatti - K308.csv,1.5,500000.0,120.0,865,125952,0.0068676956300813,0.0,38,125952,294,0.3398843930635838,0.0003017022357723,0.0,6.867695630081301,0.0,0,164.96373406123783,48.0,1.5309734513274336,1,4,11744.666666666666
Scarlatti - K310.csv,1.5,500000.0,120.0,885,112128,0.0078927654109589,0.0,41,112128,172,0.1943502824858757,0.0003656535388127,0.0,7.892765410958904,0.0,0,120.936426305117,50.0,1.241234221598878,1,2,9869.0
Scarlatti - K322.csv,1.5,500000.0,120.0,547,76800,0.0071223958333333,0.0,42,76800,125,0.2285191956124314,0.000546875,0.0,7.122395833333334,0.0,0,105.2482897096662,46.0,1.2962085308056872,1,3,8865.0
Scarlatti - K335.csv,1.5,500000.0,120.0,765,82944,0.0092230902777777,0.0,42,82944,159,0.2078431372549019,0.0005063657407407,0.0,9.223090277777777,0.0,0,94.659814610076,48.0,1.2623762376237624,1,2,11045.0
Scarlatti - K374.csv,1.5,500000.0,120.0,856,89088,0.0096084770114942,0.0,44,89088,198,0.2313084112149532,0.0004938936781609,0.0,9.608477011494251,0.0,0,92.84340921446471,48.0,1.3009118541033435,1,3,8622.666666666666
Scarlatti - K389.csv,1.5,500000.0,120.0,628,64512,0.009734623015873,0.0,34,64512,188,0.2993630573248407,0.0005270337301587,0.0,9.734623015873016,0.0,0,92.3248946177852,55.0,1.4272727272727272,1,4,11216.666666666664
Scarlatti - K391.csv,1.5,500000.0,120.0,523,58368,0.0089603892543859,0.0,34,58368,126,0.2409177820267686,0.0005825109649122,0.0,8.960389254385964,0.0,0,123.47600648564264,55.0,1.3173803526448362,1,3,7182.666666666666
Scarlatti - K415.csv,1.5,500000.0,120.0,461,49152,0.0093790690104166,0.0,36,49152,109,0.2364425162689804,0.000732421875,0.0,9.379069010416666,0.0,0,58.218721653852974,53.0,1.3171428571428572,1,3,11935.0
Scarlatti - K431.csv,1.5,500000.0,120.0,379,35328,0.0107280344202898,0.0,32,35328,93,0.2453825857519788,0.0009057971014492,0.0,10.728034420289854,0.0,0,55.15263758349985,55.0,1.3251748251748252,1,7,5230.142857142857
Scarlatti - K453.csv,1.5,500000.0,120.0,433,87552,0.0049456323099415,0.0,35,87552,122,0.2817551963048499,0.0003997624269005,0.0,4.94563230994152,0.0,0,182.28043286197288,46.0,1.392282958199357,1,3,4699.0
Scarlatti - K472.csv,1.5,500000.0,120.0,608,66048,0.0092054263565891,0.0,38,66048,148,0.2434210526315789,0.0005753391472868,0.0,9.205426356589149,0.0,0,65.5110206797552,52.0,1.3217391304347823,1,4,8602.0
Scarlatti - K073.csv,1.0,500000.0,120.0,1363,155136,0.0087858395214521,0.0,45,155136,662,0.4856933235509905,0.0002900680693069,0.0,8.785839521452145,0.0,0,154.67614576395937,48.0,2.0192592592592598,1,6,13161.116666666658
Scarlatti - K078.csv,1.0,500000.0,120.0,710,69120,0.0102719907407407,0.0,38,69120,362,0.5098591549295775,0.0005497685185185,0.0,10.27199074074074,0.0,0,140.5632198051918,48.0,2.164634146341464,1,6,7331.866666666669
Scarlatti - K078.csv,1.0,500000.0,120.0,710,69120,0.0102719907407407,0.0,38,69120,362,0.5098591549295775,0.0005497685185185,0.0,10.27199074074074,0.0,0,140.5632198051918,48.0,2.164634146341464,1,6,7331.866666666669
