tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
32270,note_off,,,,,110,0,2,,,1,,,38,64
32271,note_off,,,,,1,0,2,,,1,,,50,64
32310,note_off,,,,,0,0,1,,,0,,,67,64
32310,note_off,,,,,70,0,1,,,0,,,55,64
32320,note_on,,,,,0,0,1,,,0,,,55,98
32320,note_on,,,,,10,0,1,,,0,,,67,100
32391,note_off,,,,,71,0,1,,,0,,,55,64
32393,note_off,,,,,2,0,1,,,0,,,67,64
32400,note_on,,,,,7,0,1,,,0,,,67,101
32400,note_on,,,,,0,0,1,,,0,,,55,104
32400,note_on,,,,,0,0,2,,,1,,,46,104
32400,note_on,,,,,129,0,2,,,1,,,34,96
32471,note_off,,,,,71,0,1,,,0,,,67,64
32473,note_off,,,,,2,0,1,,,0,,,55,64
32480,note_on,,,,,0,0,1,,,0,,,55,103
32480,note_on,,,,,7,0,1,,,0,,,67,103
32511,note_off,,,,,111,0,2,,,1,,,34,64
32514,note_off,,,,,3,0,2,,,1,,,46,64
32552,note_off,,,,,72,0,1,,,0,,,55,64
32552,note_off,,,,,0,0,1,,,0,,,67,64
32560,note_on,,,,,0,0,1,,,0,,,67,102
32560,note_on,,,,,8,0,1,,,0,,,55,99
32631,note_off,,,,,71,0,1,,,0,,,55,64
32633,note_off,,,,,2,0,1,,,0,,,67,64
32640,note_on,,,,,0,0,1,,,0,,,55,103
32640,note_on,,,,,126,0,2,,,1,,,31,100
32640,note_on,,,,,0,0,2,,,1,,,43,102
32640,note_on,,,,,7,0,1,,,0,,,67,100
32710,note_off,,,,,70,0,1,,,0,,,67,64
32712,note_off,,,,,2,0,1,,,0,,,55,64
32720,note_on,,,,,8,0,1,,,0,,,67,103
32720,note_on,,,,,0,0,1,,,0,,,55,102
32751,note_off,,,,,111,0,2,,,1,,,43,64
32754,note_off,,,,,3,0,2,,,1,,,31,64
32792,note_off,,,,,72,0,1,,,0,,,67,64
32794,note_off,,,,,2,0,1,,,0,,,55,64
32800,note_on,,,,,0,0,1,,,0,,,55,97
32800,note_on,,,,,6,0,1,,,0,,,67,98
32870,note_off,,,,,70,0,1,,,0,,,55,64
32872,note_off,,,,,2,0,1,,,0,,,67,64
32880,note_on,,,,,0,0,1,,,0,,,67,97
32880,note_on,,,,,8,0,1,,,0,,,55,104
32951,note_off,,,,,71,0,1,,,0,,,67,64
32951,note_off,,,,,0,0,1,,,0,,,55,64
32960,note_on,,,,,9,0,1,,,0,,,55,96
32960,note_on,,,,,0,0,1,,,0,,,67,101
33030,note_off,,,,,70,0,1,,,0,,,55,64
33034,note_off,,,,,4,0,1,,,0,,,67,64
33040,note_on,,,,,6,0,1,,,0,,,67,101
33040,note_on,,,,,0,0,1,,,0,,,55,101
33113,note_off,,,,,73,0,1,,,0,,,67,64
33114,note_off,,,,,1,0,1,,,0,,,55,64
33120,note_on,,,,,6,0,1,,,0,,,67,100
33120,note_on,,,,,0,0,1,,,0,,,55,103
33193,note_off,,,,,0,0,1,,,0,,,67,64
33193,note_off,,,,,73,0,1,,,0,,,55,64
33200,note_on,,,,,0,0,1,,,0,,,67,104
33200,note_on,,,,,7,0,1,,,0,,,55,103
33272,note_off,,,,,72,0,1,,,0,,,55,64
33273,note_off,,,,,1,0,1,,,0,,,67,64
33280,note_on,,,,,0,0,1,,,0,,,67,99
33280,note_on,,,,,7,0,1,,,0,,,55,97
33353,note_off,,,,,73,0,1,,,0,,,55,64
33354,note_off,,,,,1,0,1,,,0,,,67,64
33360,note_on,,,,,6,0,1,,,0,,,67,104
33360,note_on,,,,,0,0,1,,,0,,,55,100
33431,note_off,,,,,71,0,1,,,0,,,55,64
33432,note_off,,,,,1,0,1,,,0,,,67,64
33440,note_on,,,,,8,0,1,,,0,,,67,97
33440,note_on,,,,,0,0,1,,,0,,,55,100
33510,note_off,,,,,70,0,1,,,0,,,67,64
33514,note_off,,,,,4,0,1,,,0,,,55,64
33520,note_on,,,,,0,0,1,,,0,,,67,104
33520,note_on,,,,,6,0,1,,,0,,,55,102
33592,note_off,,,,,72,0,1,,,0,,,67,64
33594,note_off,,,,,2,0,1,,,0,,,55,64
33600,note_on,,,,,6,0,1,,,0,,,67,74
33600,control_change,,,,,846,0,2,,,1,7,127,,
33600,note_on,,,,,0,0,2,,,1,,,31,79
33600,control_change,,,,,0,0,1,,,0,7,127,,
33600,note_on,,,,,0,0,1,,,0,,,55,71
33670,note_off,,,,,70,0,1,,,0,,,67,64
33671,note_off,,,,,71,0,2,,,1,,,31,64
33674,note_off,,,,,4,0,1,,,0,,,55,64
33680,note_on,,,,,6,0,1,,,0,,,55,75
33680,note_on,,,,,0,0,1,,,0,,,67,74
33680,note_on,,,,,9,0,2,,,1,,,33,72
33750,note_off,,,,,70,0,1,,,0,,,67,64
33753,note_off,,,,,3,0,1,,,0,,,55,64
33754,note_off,,,,,74,0,2,,,1,,,33,64
33760,note_on,,,,,7,0,1,,,0,,,55,68
33760,note_on,,,,,6,0,2,,,1,,,34,67
33760,note_on,,,,,0,0,1,,,0,,,67,73
33832,note_off,,,,,72,0,2,,,1,,,34,64
33832,note_off,,,,,72,0,1,,,0,,,55,64
33834,note_off,,,,,2,0,1,,,0,,,67,64
33840,note_on,,,,,8,0,2,,,1,,,36,72
33840,note_on,,,,,0,0,1,,,0,,,67,71
33840,note_on,,,,,6,0,1,,,0,,,55,70
33910,note_off,,,,,0,0,1,,,0,,,55,64
33910,note_off,,,,,70,0,1,,,0,,,67,64
33911,note_off,,,,,71,0,2,,,1,,,36,64
33920,note_on,,,,,0,0,1,,,0,,,67,69
33920,note_on,,,,,10,0,1,,,0,,,55,72
33920,note_on,,,,,9,0,2,,,1,,,38,71
33990,note_off,,,,,70,0,1,,,0,,,67,64
33991,note_off,,,,,1,0,1,,,0,,,55,64
33994,note_off,,,,,74,0,2,,,1,,,38,64
34000,note_on,,,,,9,0,1,,,0,,,55,67
34000,note_on,,,,,6,0,2,,,1,,,39,75
34000,note_on,,,,,0,0,1,,,0,,,67,74
34070,note_off,,,,,70,0,1,,,0,,,67,64
34072,note_off,,,,,2,0,1,,,0,,,55,64
34073,note_off,,,,,73,0,2,,,1,,,39,64
34080,note_on,,,,,7,0,2,,,1,,,38,74
34080,note_on,,,,,8,0,1,,,0,,,67,72
34080,note_on,,,,,0,0,1,,,0,,,55,69
34152,note_off,,,,,72,0,1,,,0,,,55,64
34153,note_off,,,,,1,0,1,,,0,,,67,64
34160,note_on,,,,,7,0,1,,,0,,,67,69
34160,note_on,,,,,0,0,1,,,0,,,55,68
34191,note_off,,,,,111,0,2,,,1,,,38,64
34233,note_off,,,,,0,0,1,,,0,,,67,64
34233,note_off,,,,,73,0,1,,,0,,,55,64
34240,note_on,,,,,7,0,1,,,0,,,55,71
34240,note_on,,,,,0,0,1,,,0,,,67,71
34313,note_off,,,,,73,0,1,,,0,,,67,64
34314,note_off,,,,,1,0,1,,,0,,,55,64
34320,note_on,,,,,0,0,1,,,0,,,67,73
34320,note_on,,,,,6,0,1,,,0,,,55,70
34320,note_on,,,,,129,0,2,,,1,,,34,68
34391,note_off,,,,,71,0,1,,,0,,,55,64
34394,note_off,,,,,3,0,1,,,0,,,67,64
34400,note_on,,,,,0,0,1,,,0,,,55,68
34400,note_on,,,,,6,0,1,,,0,,,67,71
34431,note_off,,,,,111,0,2,,,1,,,34,64
34471,note_off,,,,,71,0,1,,,0,,,67,64
34474,note_off,,,,,3,0,1,,,0,,,55,64
34480,note_on,,,,,6,0,1,,,0,,,55,72
34480,note_on,,,,,0,0,1,,,0,,,67,74
34551,note_off,,,,,71,0,1,,,0,,,67,64
34553,note_off,,,,,2,0,1,,,0,,,55,64
34560,note_on,,,,,7,0,1,,,0,,,55,73
34560,note_on,,,,,0,0,1,,,0,,,67,77
34560,note_on,,,,,129,0,2,,,1,,,31,74
34630,note_off,,,,,70,0,1,,,0,,,55,64
34631,note_off,,,,,1,0,1,,,0,,,67,64
34640,note_on,,,,,0,0,1,,,0,,,55,74
34640,note_on,,,,,9,0,1,,,0,,,67,75
34672,note_off,,,,,112,0,2,,,1,,,31,64
34710,note_off,,,,,70,0,1,,,0,,,67,64
34712,note_off,,,,,2,0,1,,,0,,,55,64
34720,note_on,,,,,0,0,1,,,0,,,55,73
34720,note_on,,,,,8,0,1,,,0,,,67,74
34790,note_off,,,,,70,0,1,,,0,,,67,64
34794,note_off,,,,,4,0,1,,,0,,,55,64
34800,note_on,,,,,0,0,1,,,0,,,55,67
34800,note_on,,,,,6,0,1,,,0,,,67,71
34870,note_off,,,,,70,0,1,,,0,,,67,64
34871,note_off,,,,,1,0,1,,,0,,,55,64
34880,note_on,,,,,0,0,1,,,0,,,55,70
34880,note_on,,,,,9,0,1,,,0,,,67,72
34950,note_off,,,,,70,0,1,,,0,,,55,64
34951,note_off,,,,,1,0,1,,,0,,,67,64
34960,note_on,,,,,0,0,1,,,0,,,67,67
34960,note_on,,,,,9,0,1,,,0,,,55,72
35030,note_off,,,,,70,0,1,,,0,,,67,64
35030,note_off,,,,,0,0,1,,,0,,,55,64
35040,note_on,,,,,10,0,1,,,0,,,55,69
35040,note_on,,,,,0,0,1,,,0,,,67,74
35113,note_off,,,,,0,0,1,,,0,,,55,64
35113,note_off,,,,,73,0,1,,,0,,,67,64
35120,note_on,,,,,7,0,1,,,0,,,67,73
35120,note_on,,,,,0,0,1,,,0,,,55,73
35190,note_off,,,,,70,0,1,,,0,,,55,64
35194,note_off,,,,,4,0,1,,,0,,,67,64
35200,note_on,,,,,6,0,1,,,0,,,67,74
35200,note_on,,,,,0,0,1,,,0,,,55,75
35272,note_off,,,,,0,0,1,,,0,,,67,64
35272,note_off,,,,,72,0,1,,,0,,,55,64
35280,note_on,,,,,8,0,1,,,0,,,67,74
35280,note_on,,,,,608,0,2,,,1,,,50,69
35280,note_on,,,,,0,0,1,,,0,,,55,68
35352,note_off,,,,,72,0,1,,,0,,,55,64
35354,note_off,,,,,2,0,1,,,0,,,67,64
35360,note_on,,,,,0,0,1,,,0,,,55,67
35360,note_on,,,,,6,0,1,,,0,,,67,73
35432,note_off,,,,,72,0,1,,,0,,,67,64
35433,note_off,,,,,1,0,1,,,0,,,55,64
35440,note_on,,,,,0,0,1,,,0,,,55,75
35440,note_on,,,,,7,0,1,,,0,,,67,73
35511,note_off,,,,,71,0,1,,,0,,,67,64
35512,note_off,,,,,1,0,1,,,0,,,55,64
35513,note_off,,,,,233,0,2,,,1,,,50,64
35520,note_on,,,,,7,0,2,,,1,,,55,72
35600,note_on,,,,,0,0,1,,,0,,,67,74
35600,note_on,,,,,88,0,1,,,0,,,55,75
35670,note_off,,,,,70,0,1,,,0,,,55,64
35674,note_off,,,,,4,0,1,,,0,,,67,64
35680,note_on,,,,,6,0,1,,,0,,,55,68
35680,note_on,,,,,0,0,1,,,0,,,67,68
35754,note_off,,,,,0,0,1,,,0,,,55,64
35754,note_off,,,,,74,0,1,,,0,,,67,64
35760,note_on,,,,,6,0,1,,,0,,,67,75
35760,note_on,,,,,0,0,1,,,0,,,55,72
35830,note_off,,,,,70,0,1,,,0,,,67,64
35832,note_off,,,,,2,0,1,,,0,,,55,64
35840,note_on,,,,,0,0,1,,,0,,,67,75
35840,note_on,,,,,8,0,1,,,0,,,55,68
35913,note_off,,,,,73,0,1,,,0,,,67,64
35913,note_off,,,,,0,0,1,,,0,,,55,64
35920,note_on,,,,,0,0,1,,,0,,,67,73
35920,note_on,,,,,7,0,1,,,0,,,55,69
35991,note_off,,,,,71,0,1,,,0,,,67,64
35993,note_off,,,,,2,0,1,,,0,,,55,64
35994,note_off,,,,,474,0,2,,,1,,,55,64
36000,note_on,,,,,7,0,1,,,0,,,67,74
36000,note_on,,,,,0,0,1,,,0,,,55,70
36073,note_off,,,,,73,0,1,,,0,,,55,64
36074,note_off,,,,,1,0,1,,,0,,,67,64
36080,note_on,,,,,6,0,1,,,0,,,67,72
36080,note_on,,,,,0,0,1,,,0,,,55,74
36150,note_off,,,,,70,0,1,,,0,,,67,64
36152,note_off,,,,,2,0,1,,,0,,,55,64
36160,note_on,,,,,8,0,1,,,0,,,55,69
36160,note_on,,,,,0,0,1,,,0,,,67,71
36230,note_off,,,,,70,0,1,,,0,,,55,64
36232,note_off,,,,,2,0,1,,,0,,,67,64
36240,note_on,,,,,246,0,2,,,1,,,50,75
36240,note_on,,,,,8,0,1,,,0,,,67,70
36240,note_on,,,,,0,0,1,,,0,,,55,72
36313,note_off,,,,,73,0,1,,,0,,,55,64
36313,note_off,,,,,0,0,1,,,0,,,67,64
36320,note_on,,,,,7,0,1,,,0,,,55,70
36320,note_on,,,,,0,0,1,,,0,,,67,68
36390,note_off,,,,,70,0,1,,,0,,,55,64
36393,note_off,,,,,3,0,1,,,0,,,67,64
36400,note_on,,,,,7,0,1,,,0,,,55,68
36400,note_on,,,,,0,0,1,,,0,,,67,75
36472,note_off,,,,,72,0,1,,,0,,,55,64
36473,note_off,,,,,233,0,2,,,1,,,50,64
36474,note_off,,,,,2,0,1,,,0,,,67,64
36480,note_on,,,,,7,0,2,,,1,,,55,75
36560,note_on,,,,,0,0,1,,,0,,,67,73
36560,note_on,,,,,86,0,1,,,0,,,55,68
36633,note_off,,,,,73,0,1,,,0,,,67,64
36634,note_off,,,,,1,0,1,,,0,,,55,64
36640,note_on,,,,,6,0,1,,,0,,,55,69
36640,note_on,,,,,0,0,1,,,0,,,67,67
36711,note_off,,,,,71,0,1,,,0,,,67,64
36711,note_off,,,,,0,0,1,,,0,,,55,64
36720,note_on,,,,,9,0,1,,,0,,,67,74
36720,note_on,,,,,0,0,1,,,0,,,55,69
36790,note_off,,,,,70,0,1,,,0,,,55,64
36792,note_off,,,,,2,0,1,,,0,,,67,64
36800,note_on,,,,,8,0,1,,,0,,,67,72
36800,note_on,,,,,0,0,1,,,0,,,55,72
36870,note_off,,,,,70,0,1,,,0,,,55,64
36873,note_off,,,,,3,0,1,,,0,,,67,64
36880,note_on,,,,,7,0,1,,,0,,,55,71
36880,note_on,,,,,0,0,1,,,0,,,67,73
36953,note_off,,,,,73,0,1,,,0,,,67,64
36953,note_off,,,,,0,0,1,,,0,,,55,64
36953,note_off,,,,,473,0,2,,,1,,,55,64
36960,note_on,,,,,7,0,2,,,1,,,57,69
37040,note_on,,,,,87,0,1,,,0,,,69,73
37040,note_on,,,,,0,0,1,,,0,,,67,74
37040,note_on,,,,,0,0,1,,,0,,,57,69
37110,note_off,,,,,0,0,1,,,0,,,57,64
37110,note_off,,,,,70,0,1,,,0,,,67,64
37111,note_off,,,,,1,0,1,,,0,,,69,64
37120,note_on,,,,,0,0,1,,,0,,,67,70
37120,note_on,,,,,0,0,1,,,0,,,57,69
37120,note_on,,,,,9,0,1,,,0,,,69,71
37190,note_off,,,,,70,0,1,,,0,,,67,64
37191,note_off,,,,,1,0,1,,,0,,,57,64
37193,note_off,,,,,2,0,1,,,0,,,69,64
37200,note_on,,,,,0,0,1,,,0,,,67,73
37200,note_on,,,,,0,0,1,,,0,,,57,69
37200,note_on,,,,,7,0,1,,,0,,,69,72
37272,note_off,,,,,72,0,1,,,0,,,57,64
37273,note_off,,,,,1,0,1,,,0,,,67,64
37273,note_off,,,,,0,0,1,,,0,,,69,64
37280,note_on,,,,,0,0,1,,,0,,,67,67
37280,note_on,,,,,0,0,1,,,0,,,57,73
37280,note_on,,,,,7,0,1,,,0,,,69,71
37311,note_off,,,,,351,0,2,,,1,,,57,64
37320,note_on,,,,,9,0,2,,,1,,,57,73
37351,note_off,,,,,71,0,1,,,0,,,57,64
37353,note_off,,,,,2,0,1,,,0,,,67,64
37354,note_off,,,,,1,0,1,,,0,,,69,64
37360,note_on,,,,,0,0,1,,,0,,,69,71
37360,note_on,,,,,6,0,1,,,0,,,67,74
37360,note_on,,,,,0,0,1,,,0,,,57,72
37430,note_off,,,,,70,0,1,,,0,,,57,64
37432,note_off,,,,,112,0,2,,,1,,,57,64
37432,note_off,,,,,2,0,1,,,0,,,67,64
37434,note_off,,,,,2,0,1,,,0,,,69,64
37440,note_on,,,,,0,0,2,,,1,,,58,76
37440,control_change,,,,,6,0,1,,,0,7,100,,
37440,control_change,,,,,8,0,2,,,1,7,100,,
37520,note_on,,,,,80,0,1,,,0,,,67,70
37520,note_on,,,,,0,0,1,,,0,,,58,74
37520,note_on,,,,,0,0,1,,,0,,,70,74
37590,note_off,,,,,70,0,1,,,0,,,58,64
37590,note_off,,,,,0,0,1,,,0,,,67,64
37590,note_off,,,,,0,0,1,,,0,,,70,64
37600,note_on,,,,,0,0,1,,,0,,,70,73
37600,note_on,,,,,0,0,1,,,0,,,67,69
37600,note_on,,,,,10,0,1,,,0,,,58,69
37671,note_off,,,,,0,0,1,,,0,,,67,64
37671,note_off,,,,,71,0,1,,,0,,,70,64
37674,note_off,,,,,3,0,1,,,0,,,58,64
37680,note_on,,,,,0,0,1,,,0,,,67,71
37680,note_on,,,,,6,0,1,,,0,,,70,74
37680,note_on,,,,,0,0,1,,,0,,,58,70
37750,note_off,,,,,70,0,1,,,0,,,58,64
37754,note_off,,,,,4,0,1,,,0,,,67,64
37754,note_off,,,,,0,0,1,,,0,,,70,64
37760,note_on,,,,,0,0,1,,,0,,,58,75
37760,note_on,,,,,0,0,1,,,0,,,67,67
37760,note_on,,,,,6,0,1,,,0,,,70,72
37831,note_off,,,,,0,0,1,,,0,,,70,64
37831,note_off,,,,,71,0,1,,,0,,,67,64
37834,note_off,,,,,3,0,1,,,0,,,58,64
37840,note_on,,,,,0,0,1,,,0,,,70,73
37840,note_on,,,,,6,0,1,,,0,,,58,68
37840,note_on,,,,,0,0,1,,,0,,,67,74
37911,note_off,,,,,0,0,1,,,0,,,67,64
37911,note_off,,,,,0,0,1,,,0,,,58,64
37911,note_off,,,,,71,0,1,,,0,,,70,64
37914,note_off,,,,,474,0,2,,,1,,,58,64
37920,note_on,,,,,0,0,2,,,1,,,59,76
37920,note_on,,,,,6,0,2,,,1,,,43,75
38000,note_on,,,,,0,0,1,,,0,,,68,75
38000,note_on,,,,,89,0,1,,,0,,,71,67
38000,note_on,,,,,0,0,1,,,0,,,65,67
38000,note_on,,,,,0,0,1,,,0,,,62,73
38074,note_off,,,,,0,0,1,,,0,,,71,64
38074,note_off,,,,,0,0,1,,,0,,,65,64
38074,note_off,,,,,0,0,1,,,0,,,62,64
38074,note_off,,,,,74,0,1,,,0,,,68,64
38080,note_on,,,,,0,0,1,,,0,,,71,68
38080,note_on,,,,,0,0,1,,,0,,,68,67
38080,note_on,,,,,6,0,1,,,0,,,62,73
38080,note_on,,,,,0,0,1,,,0,,,65,73
38150,note_off,,,,,70,0,1,,,0,,,68,64
38150,note_off,,,,,0,0,1,,,0,,,65,64
38150,note_off,,,,,0,0,1,,,0,,,71,64
38153,note_off,,,,,3,0,1,,,0,,,62,64
38160,note_on,,,,,0,0,1,,,0,,,68,72
38160,note_on,,,,,0,0,1,,,0,,,71,67
38160,note_on,,,,,0,0,1,,,0,,,65,67
38160,note_on,,,,,7,0,1,,,0,,,62,68
38230,note_off,,,,,70,0,1,,,0,,,68,64
38231,note_off,,,,,1,0,1,,,0,,,62,64
38232,note_off,,,,,1,0,1,,,0,,,71,64
38234,note_off,,,,,2,0,1,,,0,,,65,64
38240,note_on,,,,,0,0,1,,,0,,,62,68
38240,note_on,,,,,0,0,1,,,0,,,65,67
38240,note_on,,,,,6,0,1,,,0,,,71,70
38240,note_on,,,,,0,0,1,,,0,,,68,67
38271,note_off,,,,,351,0,2,,,1,,,59,64
38280,note_on,,,,,9,0,2,,,1,,,59,72
38312,note_off,,,,,0,0,1,,,0,,,62,64
38312,note_off,,,,,72,0,1,,,0,,,68,64
38313,note_off,,,,,1,0,1,,,0,,,71,64
38314,note_off,,,,,1,0,1,,,0,,,65,64
38320,note_on,,,,,0,0,1,,,0,,,62,75
38320,note_on,,,,,0,0,1,,,0,,,68,68
38320,note_on,,,,,6,0,1,,,0,,,65,72
38320,note_on,,,,,0,0,1,,,0,,,71,73
38392,note_off,,,,,112,0,2,,,1,,,59,64
38393,note_off,,,,,1,0,2,,,1,,,43,64
38393,note_off,,,,,73,0,1,,,0,,,65,64
38394,note_off,,,,,0,0,1,,,0,,,71,64
38394,note_off,,,,,1,0,1,,,0,,,62,64
38394,note_off,,,,,0,0,1,,,0,,,68,64
38400,note_on,,,,,6,0,1,,,0,,,67,78
38400,note_on,,,,,0,0,1,,,0,,,72,78
38400,note_on,,,,,0,0,1,,,0,,,60,72
38400,note_on,,,,,0,0,1,,,0,,,63,77
38400,note_on,,,,,7,0,2,,,1,,,36,71
38470,note_off,,,,,70,0,1,,,0,,,63,64
38471,note_off,,,,,0,0,1,,,0,,,72,64
38471,note_off,,,,,1,0,1,,,0,,,60,64
38473,note_off,,,,,73,0,2,,,1,,,36,64
38474,note_off,,,,,3,0,1,,,0,,,67,64
38480,note_on,,,,,7,0,2,,,1,,,39,74
38480,note_on,,,,,0,0,1,,,0,,,60,74
38480,note_on,,,,,0,0,1,,,0,,,67,70
38480,note_on,,,,,6,0,1,,,0,,,63,67
38480,note_on,,,,,0,0,1,,,0,,,72,71
38550,note_off,,,,,70,0,1,,,0,,,63,64
38553,note_off,,,,,73,0,2,,,1,,,39,64
38553,note_off,,,,,3,0,1,,,0,,,72,64
38553,note_off,,,,,0,0,1,,,0,,,60,64
38554,note_off,,,,,1,0,1,,,0,,,67,64
38560,note_on,,,,,0,0,1,,,0,,,67,75
38560,note_on,,,,,6,0,1,,,0,,,60,69
38560,note_on,,,,,0,0,1,,,0,,,72,67
38560,note_on,,,,,7,0,2,,,1,,,41,73
38560,note_on,,,,,0,0,1,,,0,,,63,69
38630,note_off,,,,,70,0,1,,,0,,,60,64
38632,note_off,,,,,72,0,2,,,1,,,41,64
38633,note_off,,,,,3,0,1,,,0,,,67,64
38633,note_off,,,,,0,0,1,,,0,,,72,64
38634,note_off,,,,,1,0,1,,,0,,,63,64
38640,note_on,,,,,0,0,1,,,0,,,60,75
38640,note_on,,,,,6,0,1,,,0,,,63,72
38640,note_on,,,,,0,0,1,,,0,,,72,74
38640,note_on,,,,,0,0,1,,,0,,,67,70
38640,note_on,,,,,8,0,2,,,1,,,43,72
38710,note_off,,,,,70,0,1,,,0,,,67,64
38711,note_off,,,,,1,0,1,,,0,,,60,64
38713,note_off,,,,,73,0,2,,,1,,,43,64
38713,note_off,,,,,2,0,1,,,0,,,72,64
38714,note_off,,,,,1,0,1,,,0,,,63,64
38720,note_on,,,,,7,0,2,,,1,,,45,71
38720,note_on,,,,,6,0,1,,,0,,,60,73
38720,note_on,,,,,0,0,1,,,0,,,63,74
38720,note_on,,,,,0,0,1,,,0,,,67,71
38720,note_on,,,,,0,0,1,,,0,,,72,70
38790,note_off,,,,,70,0,1,,,0,,,63,64
38791,note_off,,,,,71,0,2,,,1,,,45,64
38793,note_off,,,,,3,0,1,,,0,,,60,64
38794,note_off,,,,,1,0,1,,,0,,,72,64
38794,note_off,,,,,0,0,1,,,0,,,67,64
38800,note_on,,,,,9,0,2,,,1,,,47,69
38800,note_on,,,,,6,0,1,,,0,,,67,67
38800,note_on,,,,,0,0,1,,,0,,,60,75
38800,note_on,,,,,0,0,1,,,0,,,63,74
38800,note_on,,,,,0,0,1,,,0,,,72,70
38870,note_off,,,,,70,0,2,,,1,,,47,64
38870,note_off,,,,,70,0,1,,,0,,,60,64
38871,note_off,,,,,1,0,1,,,0,,,63,64
38872,note_off,,,,,1,0,1,,,0,,,72,64
38873,note_off,,,,,1,0,1,,,0,,,67,64
38880,note_on,,,,,10,0,2,,,1,,,48,77
38880,note_on,,,,,7,0,1,,,0,,,67,76
38880,note_on,,,,,0,0,1,,,0,,,60,73
38880,note_on,,,,,0,0,1,,,0,,,63,71
38880,note_on,,,,,0,0,1,,,0,,,72,72
38950,note_off,,,,,70,0,1,,,0,,,60,64
38952,note_off,,,,,0,0,1,,,0,,,67,64
38952,note_off,,,,,2,0,1,,,0,,,72,64
38954,note_off,,,,,2,0,1,,,0,,,63,64
38960,note_on,,,,,0,0,1,,,0,,,60,69
38960,note_on,,,,,6,0,1,,,0,,,67,74
38960,note_on,,,,,0,0,1,,,0,,,63,73
38960,note_on,,,,,0,0,1,,,0,,,72,74
39031,note_off,,,,,71,0,1,,,0,,,60,64
39031,note_off,,,,,0,0,1,,,0,,,67,64
39033,note_off,,,,,2,0,1,,,0,,,72,64
39034,note_off,,,,,1,0,1,,,0,,,63,64
39040,note_on,,,,,6,0,1,,,0,,,63,70
39040,note_on,,,,,0,0,1,,,0,,,67,68
39040,note_on,,,,,0,0,1,,,0,,,72,71
39040,note_on,,,,,0,0,1,,,0,,,60,72
39110,note_off,,,,,70,0,1,,,0,,,63,64
39111,note_off,,,,,1,0,1,,,0,,,60,64
39112,note_off,,,,,1,0,1,,,0,,,72,64
39113,note_off,,,,,1,0,1,,,0,,,67,64
39120,note_on,,,,,0,0,1,,,0,,,67,68
39120,note_on,,,,,0,0,1,,,0,,,63,68
39120,note_on,,,,,7,0,1,,,0,,,60,75
39120,note_on,,,,,0,0,1,,,0,,,72,70
39191,note_off,,,,,71,0,1,,,0,,,67,64
39192,note_off,,,,,1,0,1,,,0,,,72,64
39194,note_off,,,,,2,0,1,,,0,,,63,64
39194,note_off,,,,,0,0,1,,,0,,,60,64
39200,note_on,,,,,6,0,1,,,0,,,60,70
39200,note_on,,,,,0,0,1,,,0,,,72,67
39200,note_on,,,,,0,0,1,,,0,,,63,74
39200,note_on,,,,,0,0,1,,,0,,,67,71
39271,note_off,,,,,71,0,1,,,0,,,67,64
39273,note_off,,,,,2,0,1,,,0,,,72,64
39274,note_off,,,,,0,0,1,,,0,,,60,64
39274,note_off,,,,,1,0,1,,,0,,,63,64
39280,note_on,,,,,6,0,1,,,0,,,60,72
39280,note_on,,,,,0,0,1,,,0,,,72,72
39280,note_on,,,,,0,0,1,,,0,,,63,75
39280,note_on,,,,,0,0,1,,,0,,,67,70
39350,note_off,,,,,70,0,1,,,0,,,67,64
39350,note_off,,,,,470,0,2,,,1,,,48,64
39351,note_off,,,,,0,0,1,,,0,,,72,64
39351,note_off,,,,,1,0,1,,,0,,,63,64
39354,note_off,,,,,3,0,1,,,0,,,60,64
39360,note_on,,,,,10,0,2,,,1,,,38,71
39360,note_on,,,,,0,0,1,,,0,,,63,78
39360,note_on,,,,,0,0,1,,,0,,,72,77
39360,note_on,,,,,6,0,1,,,0,,,60,73
39360,note_on,,,,,0,0,1,,,0,,,67,76
39430,note_off,,,,,70,0,2,,,1,,,38,64
39430,note_off,,,,,70,0,1,,,0,,,63,64
39431,note_off,,,,,0,0,1,,,0,,,67,64
39431,note_off,,,,,1,0,1,,,0,,,72,64
39432,note_off,,,,,1,0,1,,,0,,,60,64
39440,note_on,,,,,0,0,1,,,0,,,67,67
39440,note_on,,,,,0,0,1,,,0,,,72,68
39440,note_on,,,,,10,0,2,,,1,,,39,71
39440,note_on,,,,,0,0,1,,,0,,,63,67
39440,note_on,,,,,8,0,1,,,0,,,60,72
39510,note_off,,,,,70,0,1,,,0,,,63,64
39511,note_off,,,,,1,0,1,,,0,,,67,64
39512,note_off,,,,,72,0,2,,,1,,,39,64
39514,note_off,,,,,3,0,1,,,0,,,72,64
39514,note_off,,,,,0,0,1,,,0,,,60,64
39520,note_on,,,,,6,0,1,,,0,,,67,70
39520,note_on,,,,,8,0,2,,,1,,,41,70
39520,note_on,,,,,0,0,1,,,0,,,60,69
39520,note_on,,,,,0,0,1,,,0,,,63,68
39520,note_on,,,,,0,0,1,,,0,,,72,70
39590,note_off,,,,,70,0,2,,,1,,,41,64
39591,note_off,,,,,71,0,1,,,0,,,63,64
39592,note_off,,,,,1,0,1,,,0,,,72,64
