tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,control,value,channel,program,note,velocity
13046,note_on,,,,,12,0,1,,,,,,0,,90,0
13052,note_on,,,,,6,0,1,,,,,,0,,59,52
13069,note_on,,,,,17,0,1,,,,,,0,,51,0
13072,note_on,,,,,3,0,1,,,,,,0,,59,0
13076,note_on,,,,,4,0,1,,,,,,0,,63,52
13093,note_on,,,,,17,0,1,,,,,,0,,87,82
13099,control_change,,,,,6,0,1,,,,64,0,0,,,
13107,note_on,,,,,8,0,1,,,,,,0,,63,0
13115,note_on,,,,,8,0,1,,,,,,0,,57,68
13120,note_on,,,,,5,0,1,,,,,,0,,85,57
13121,note_on,,,,,1,0,1,,,,,,0,,73,76
13126,note_on,,,,,5,0,1,,,,,,0,,87,0
13132,control_change,,,,,6,0,1,,,,64,127,0,,,
13147,note_on,,,,,15,0,1,,,,,,0,,73,0
13148,note_on,,,,,1,0,1,,,,,,0,,66,52
13158,note_on,,,,,10,0,1,,,,,,0,,85,0
13171,note_on,,,,,13,0,1,,,,,,0,,66,0
13176,note_on,,,,,5,0,1,,,,,,0,,63,56
13178,note_on,,,,,2,0,1,,,,,,0,,57,0
13185,control_change,,,,,7,0,1,,,,64,0,0,,,
13195,note_on,,,,,10,0,1,,,,,,0,,63,0
13196,note_on,,,,,1,0,1,,,,,,0,,83,69
13197,note_on,,,,,1,0,1,,,,,,0,,71,71
13200,note_on,,,,,3,0,1,,,,,,0,,59,64
13202,control_change,,,,,2,0,1,,,,64,127,0,,,
13216,note_on,,,,,14,0,1,,,,,,0,,71,0
13225,note_on,,,,,9,0,1,,,,,,0,,83,0
13228,note_on,,,,,3,0,1,,,,,,0,,68,76
13249,note_on,,,,,21,0,1,,,,,,0,,59,0
13250,note_on,,,,,1,0,1,,,,,,0,,68,0
13252,note_on,,,,,2,0,1,,,,,,0,,64,59
13264,note_on,,,,,12,0,1,,,,,,0,,64,0
13272,control_change,,,,,8,0,1,,,,64,0,0,,,
13278,note_on,,,,,6,0,1,,,,,,0,,57,74
13278,note_on,,,,,0,0,1,,,,,,0,,88,77
13279,note_on,,,,,1,0,1,,,,,,0,,76,68
13291,control_change,,,,,12,0,1,,,,64,127,0,,,
13298,note_on,,,,,7,0,1,,,,,,0,,76,0
13308,note_on,,,,,10,0,1,,,,,,0,,88,0
13312,note_on,,,,,4,0,1,,,,,,0,,66,74
13322,note_on,,,,,10,0,1,,,,,,0,,57,0
13337,note_on,,,,,15,0,1,,,,,,0,,66,0
13338,note_on,,,,,1,0,1,,,,,,0,,61,57
13351,control_change,,,,,13,0,1,,,,64,0,0,,,
13353,note_on,,,,,2,0,1,,,,,,0,,61,0
13357,note_on,,,,,4,0,1,,,,,,0,,92,83
13358,note_on,,,,,1,0,1,,,,,,0,,56,79
13359,note_on,,,,,1,0,1,,,,,,0,,80,71
13376,control_change,,,,,17,0,1,,,,64,127,0,,,
13389,note_on,,,,,0,0,1,,,,,,0,,64,66
13389,note_on,,,,,13,0,1,,,,,,0,,80,0
13398,note_on,,,,,9,0,1,,,,,,0,,92,0
13405,note_on,,,,,7,0,1,,,,,,0,,56,0
13408,note_on,,,,,3,0,1,,,,,,0,,59,58
13421,note_on,,,,,13,0,1,,,,,,0,,64,0
13439,note_on,,,,,18,0,1,,,,,,0,,55,72
13440,note_on,,,,,1,0,1,,,,,,0,,59,0
13443,control_change,,,,,3,0,1,,,,64,0,0,,,
13448,note_on,,,,,5,0,1,,,,,,0,,94,97
13449,note_on,,,,,1,0,1,,,,,,0,,82,89
13480,note_on,,,,,31,0,1,,,,,,0,,63,68
13484,control_change,,,,,4,0,1,,,,64,127,0,,,
13502,note_on,,,,,18,0,1,,,,,,0,,61,72
13504,note_on,,,,,2,0,1,,,,,,0,,55,0
13509,note_on,,,,,5,0,1,,,,,,0,,63,0
13524,control_change,,,,,15,0,1,,,,64,0,0,,,
13532,note_on,,,,,8,0,1,,,,,,0,,61,0
13532,note_on,,,,,0,0,1,,,,,,0,,56,67
13546,control_change,,,,,14,0,1,,,,64,127,0,,,
13563,note_on,,,,,17,0,1,,,,,,0,,64,64
13589,note_on,,,,,26,0,1,,,,,,0,,59,54
13594,note_on,,,,,5,0,1,,,,,,0,,64,0
13597,note_on,,,,,3,0,1,,,,,,0,,82,0
13598,note_on,,,,,1,0,1,,,,,,0,,94,0
13604,control_change,,,,,6,0,1,,,,64,0,0,,,
13605,note_on,,,,,1,0,1,,,,,,0,,56,0
13613,note_on,,,,,8,0,1,,,,,,0,,59,0
13620,note_on,,,,,7,0,1,,,,,,0,,54,56
13623,note_on,,,,,3,0,1,,,,,,0,,83,66
13626,note_on,,,,,3,0,1,,,,,,0,,95,65
13628,control_change,,,,,2,0,1,,,,64,127,0,,,
13643,note_on,,,,,15,0,1,,,,,,0,,95,0
13645,note_on,,,,,2,0,1,,,,,,0,,83,0
13652,note_on,,,,,7,0,1,,,,,,0,,63,59
13656,note_on,,,,,4,0,1,,,,,,0,,54,0
13680,note_on,,,,,0,0,1,,,,,,0,,59,56
13680,note_on,,,,,24,0,1,,,,,,0,,63,0
13688,control_change,,,,,8,0,1,,,,64,0,0,,,
13702,note_on,,,,,14,0,1,,,,,,0,,59,0
13706,note_on,,,,,4,0,1,,,,,,0,,52,55
13707,note_on,,,,,1,0,1,,,,,,0,,92,70
13709,note_on,,,,,2,0,1,,,,,,0,,80,62
13711,control_change,,,,,2,0,1,,,,64,127,0,,,
13728,note_on,,,,,17,0,1,,,,,,0,,92,0
13730,note_on,,,,,2,0,1,,,,,,0,,80,0
13736,note_on,,,,,6,0,1,,,,,,0,,59,60
13760,note_on,,,,,24,0,1,,,,,,0,,52,0
13764,note_on,,,,,4,0,1,,,,,,0,,64,71
13765,note_on,,,,,1,0,1,,,,,,0,,59,0
13769,note_on,,,,,4,0,1,,,,,,0,,88,75
13779,note_on,,,,,10,0,1,,,,,,0,,64,0
13790,control_change,,,,,11,0,1,,,,64,0,0,,,
13802,note_on,,,,,12,0,1,,,,,,0,,87,89
13807,note_on,,,,,5,0,1,,,,,,0,,88,0
13808,note_on,,,,,1,0,1,,,,,,0,,75,72
13810,note_on,,,,,2,0,1,,,,,,0,,59,66
13815,control_change,,,,,5,0,1,,,,64,127,0,,,
13832,note_on,,,,,17,0,1,,,,,,0,,68,72
13840,note_on,,,,,8,0,1,,,,,,0,,75,0
13845,note_on,,,,,5,0,1,,,,,,0,,87,0
13857,note_on,,,,,12,0,1,,,,,,0,,68,0
13864,note_on,,,,,7,0,1,,,,,,0,,64,65
13869,note_on,,,,,5,0,1,,,,,,0,,59,0
13871,control_change,,,,,2,0,1,,,,64,0,0,,,
13888,note_on,,,,,0,0,1,,,,,,0,,73,72
13888,note_on,,,,,17,0,1,,,,,,0,,85,81
13890,note_on,,,,,2,0,1,,,,,,0,,64,0
13895,control_change,,,,,5,0,1,,,,64,127,0,,,
13896,note_on,,,,,1,0,1,,,,,,0,,61,66
13916,note_on,,,,,20,0,1,,,,,,0,,69,63
13917,note_on,,,,,1,0,1,,,,,,0,,73,0
13928,note_on,,,,,11,0,1,,,,,,0,,85,0
13943,note_on,,,,,15,0,1,,,,,,0,,69,0
13945,note_on,,,,,2,0,1,,,,,,0,,61,0
13948,note_on,,,,,3,0,1,,,,,,0,,64,64
13968,control_change,,,,,0,0,1,,,,64,0,0,,,
13968,note_on,,,,,20,0,1,,,,,,0,,64,0
13976,note_on,,,,,8,0,1,,,,,,0,,88,77
13978,note_on,,,,,2,0,1,,,,,,0,,76,69
13980,note_on,,,,,2,0,1,,,,,,0,,59,61
13987,control_change,,,,,7,0,1,,,,64,127,0,,,
13996,note_on,,,,,9,0,1,,,,,,0,,76,0
14004,note_on,,,,,8,0,1,,,,,,0,,68,74
14006,note_on,,,,,2,0,1,,,,,,0,,88,0
14031,note_on,,,,,25,0,1,,,,,,0,,68,0
14036,note_on,,,,,5,0,1,,,,,,0,,63,60
14045,note_on,,,,,9,0,1,,,,,,0,,59,0
14054,note_on,,,,,9,0,1,,,,,,0,,63,0
14054,control_change,,,,,0,0,1,,,,64,0,0,,,
14056,note_on,,,,,2,0,1,,,,,,0,,93,82
14058,note_on,,,,,2,0,1,,,,,,0,,81,72
14065,note_on,,,,,7,0,1,,,,,,0,,57,73
14072,control_change,,,,,7,0,1,,,,64,127,0,,,
14082,note_on,,,,,10,0,1,,,,,,0,,81,0
14088,note_on,,,,,6,0,1,,,,,,0,,93,0
14088,note_on,,,,,0,0,1,,,,,,0,,66,62
14107,note_on,,,,,19,0,1,,,,,,0,,57,0
14117,note_on,,,,,10,0,1,,,,,,0,,66,0
14120,note_on,,,,,3,0,1,,,,,,0,,61,57
14148,note_on,,,,,28,0,1,,,,,,0,,61,0
14150,note_on,,,,,2,0,1,,,,,,0,,84,77
14150,note_on,,,,,0,0,1,,,,,,0,,96,84
14152,control_change,,,,,2,0,1,,,,64,0,0,,,
14153,note_on,,,,,1,0,1,,,,,,0,,54,75
14182,note_on,,,,,29,0,1,,,,,,0,,63,67
14186,control_change,,,,,4,0,1,,,,64,127,0,,,
14208,note_on,,,,,22,0,1,,,,,,0,,54,0
14211,note_on,,,,,3,0,1,,,,,,0,,57,65
14220,note_on,,,,,9,0,1,,,,,,0,,63,0
14228,control_change,,,,,8,0,1,,,,64,0,0,,,
14241,note_on,,,,,13,0,1,,,,,,0,,56,84
14243,note_on,,,,,2,0,1,,,,,,0,,57,0
14251,control_change,,,,,8,0,1,,,,64,127,0,,,
14258,note_on,,,,,7,0,1,,,,,,0,,84,0
14268,note_on,,,,,10,0,1,,,,,,0,,64,56
14297,note_on,,,,,29,0,1,,,,,,0,,59,61
14300,note_on,,,,,3,0,1,,,,,,0,,64,0
14304,note_on,,,,,4,0,1,,,,,,0,,56,0
14318,note_on,,,,,14,0,1,,,,,,0,,96,0
14322,control_change,,,,,4,0,1,,,,64,0,0,,,
14327,note_on,,,,,5,0,1,,,,,,0,,54,67
14328,note_on,,,,,1,0,1,,,,,,0,,59,0
14335,note_on,,,,,7,0,1,,,,,,0,,97,70
14336,note_on,,,,,1,0,1,,,,,,0,,85,61
14350,control_change,,,,,14,0,1,,,,64,127,0,,,
14364,note_on,,,,,14,0,1,,,,,,0,,63,61
14378,note_on,,,,,14,0,1,,,,,,0,,54,0
14398,note_on,,,,,20,0,1,,,,,,0,,57,40
14403,note_on,,,,,5,0,1,,,,,,0,,63,0
14418,control_change,,,,,15,0,1,,,,64,0,0,,,
14422,note_on,,,,,4,0,1,,,,,,0,,57,0
14424,note_on,,,,,2,0,1,,,,,,0,,52,63
14440,control_change,,,,,16,0,1,,,,64,127,0,,,
14462,note_on,,,,,22,0,1,,,,,,0,,61,57
14483,note_on,,,,,21,0,1,,,,,,0,,52,0
14497,note_on,,,,,14,0,1,,,,,,0,,61,0
14498,note_on,,,,,1,0,1,,,,,,0,,57,56
14512,control_change,,,,,14,0,1,,,,64,0,0,,,
14523,note_on,,,,,11,0,1,,,,,,0,,57,0
14526,note_on,,,,,3,0,1,,,,,,0,,51,68
14531,note_on,,,,,5,0,1,,,,,,0,,97,0
14539,note_on,,,,,8,0,1,,,,,,0,,85,0
14544,control_change,,,,,5,0,1,,,,64,127,0,,,
14561,note_on,,,,,17,0,1,,,,,,0,,60,46
14583,note_on,,,,,22,0,1,,,,,,0,,51,0
14591,note_on,,,,,8,0,1,,,,,,0,,60,0
14596,note_on,,,,,5,0,1,,,,,,0,,57,59
14623,note_on,,,,,27,0,1,,,,,,0,,57,0
14628,note_on,,,,,0,0,1,,,,,,0,,66,70
14628,note_on,,,,,5,0,1,,,,,,0,,81,81
14657,note_on,,,,,29,0,1,,,,,,0,,66,0
14660,note_on,,,,,3,0,1,,,,,,0,,60,58
14684,note_on,,,,,24,0,1,,,,,,0,,57,69
14685,note_on,,,,,1,0,1,,,,,,0,,60,0
14713,note_on,,,,,28,0,1,,,,,,0,,57,0
14715,note_on,,,,,2,0,1,,,,,,0,,52,64
14720,control_change,,,,,5,0,1,,,,64,0,0,,,
14744,note_on,,,,,24,0,1,,,,,,0,,61,62
14744,control_change,,,,,0,0,1,,,,64,127,0,,,
14752,note_on,,,,,8,0,1,,,,,,0,,52,0
14772,note_on,,,,,20,0,1,,,,,,0,,57,58
14773,note_on,,,,,1,0,1,,,,,,0,,61,0
14797,note_on,,,,,24,0,1,,,,,,0,,57,0
14800,note_on,,,,,3,0,1,,,,,,0,,68,70
14811,note_on,,,,,11,0,1,,,,,,0,,80,80
14822,note_on,,,,,11,0,1,,,,,,0,,81,0
14828,note_on,,,,,6,0,1,,,,,,0,,61,53
14834,note_on,,,,,6,0,1,,,,,,0,,68,0
14850,note_on,,,,,16,0,1,,,,,,0,,61,0
14857,note_on,,,,,7,0,1,,,,,,0,,57,58
14887,note_on,,,,,30,0,1,,,,,,0,,51,81
14889,control_change,,,,,2,0,1,,,,64,0,0,,,
14890,note_on,,,,,1,0,1,,,,,,0,,57,0
14892,note_on,,,,,2,0,1,,,,,,0,,77,74
14901,note_on,,,,,9,0,1,,,,,,0,,80,0
14916,control_change,,,,,15,0,1,,,,64,127,0,,,
14926,note_on,,,,,10,0,1,,,,,,0,,60,60
14940,note_on,,,,,14,0,1,,,,,,0,,51,0
14946,note_on,,,,,6,0,1,,,,,,0,,77,0
14951,note_on,,,,,5,0,1,,,,,,0,,57,54
14954,note_on,,,,,3,0,1,,,,,,0,,60,0
14973,note_on,,,,,19,0,1,,,,,,0,,57,0
14975,note_on,,,,,2,0,1,,,,,,0,,66,50
14982,note_on,,,,,7,0,1,,,,,,0,,78,67
15002,note_on,,,,,20,0,1,,,,,,0,,60,50
15003,note_on,,,,,1,0,1,,,,,,0,,66,0
15026,note_on,,,,,23,0,1,,,,,,0,,60,0
15031,note_on,,,,,5,0,1,,,,,,0,,57,60
15048,note_on,,,,,0,0,1,,,,,,0,,78,0
15048,note_on,,,,,17,0,1,,,,,,0,,57,0
15072,note_on,,,,,24,0,1,,,,,,0,,49,75
15072,note_on,,,,,0,0,1,,,,,,0,,80,70
15078,control_change,,,,,6,0,1,,,,64,0,0,,,
15098,note_on,,,,,20,0,1,,,,,,0,,80,0
15100,note_on,,,,,2,0,1,,,,,,0,,57,65
15104,control_change,,,,,4,0,1,,,,64,127,0,,,
15112,note_on,,,,,8,0,1,,,,,,0,,49,0
15124,note_on,,,,,12,0,1,,,,,,0,,57,0
15136,note_on,,,,,12,0,1,,,,,,0,,54,65
15160,note_on,,,,,24,0,1,,,,,,0,,81,77
15162,note_on,,,,,2,0,1,,,,,,0,,64,61
15169,note_on,,,,,7,0,1,,,,,,0,,54,0
15185,note_on,,,,,16,0,1,,,,,,0,,64,0
15196,set_tempo,,,,,3196,1,0,,472441,,,,,,,
15198,note_on,,,,,13,0,1,,,,,,0,,57,47
15217,note_on,,,,,19,0,1,,,,,,0,,54,59
15224,note_on,,,,,7,0,1,,,,,,0,,57,0
15240,set_tempo,,,,,44,1,0,,476190,,,,,,,
15253,note_on,,,,,29,0,1,,,,,,0,,48,70
15254,note_on,,,,,1,0,1,,,,,,0,,54,0
15255,control_change,,,,,1,0,1,,,,64,0,0,,,
15271,note_on,,,,,16,0,1,,,,,,0,,81,0
15283,control_change,,,,,12,0,1,,,,64,127,0,,,
15284,set_tempo,,,,,44,1,0,,480000,,,,,,,
15286,note_on,,,,,3,0,1,,,,,,0,,57,49
15287,note_on,,,,,1,0,1,,,,,,0,,48,0
15306,note_on,,,,,19,0,1,,,,,,0,,81,71
15316,note_on,,,,,10,0,1,,,,,,0,,81,0
15320,note_on,,,,,4,0,1,,,,,,0,,57,0
15321,note_on,,,,,1,0,1,,,,,,0,,54,51
15328,set_tempo,,,,,44,1,0,,483871,,,,,,,
15337,note_on,,,,,16,0,1,,,,,,0,,81,71
15349,note_on,,,,,12,0,1,,,,,,0,,54,0
15354,note_on,,,,,5,0,1,,,,,,0,,63,41
15372,set_tempo,,,,,44,1,0,,487805,,,,,,,
15376,note_on,,,,,22,0,1,,,,,,0,,57,55
15377,note_on,,,,,1,0,1,,,,,,0,,93,91
15381,note_on,,,,,4,0,1,,,,,,0,,63,0
15400,note_on,,,,,19,0,1,,,,,,0,,54,53
15402,note_on,,,,,2,0,1,,,,,,0,,57,0
15416,set_tempo,,,,,44,1,0,,491803,,,,,,,
15419,note_on,,,,,17,0,1,,,,,,0,,54,0
15427,note_on,,,,,8,0,1,,,,,,0,,49,75
15449,control_change,,,,,22,0,1,,,,64,0,0,,,
15458,set_tempo,,,,,42,1,0,,495868,,,,,,,
15464,note_on,,,,,15,0,1,,,,,,0,,57,73
15470,note_on,,,,,6,0,1,,,,,,0,,81,0
15471,note_on,,,,,1,0,1,,,,,,0,,49,0
15472,control_change,,,,,1,0,1,,,,64,127,0,,,
15488,note_on,,,,,16,0,1,,,,,,0,,54,68
15494,note_on,,,,,6,0,1,,,,,,0,,57,0
15502,set_tempo,,,,,44,1,0,,500000,,,,,,,
15512,note_on,,,,,0,0,1,,,,,,0,,64,58
15512,note_on,,,,,18,0,1,,,,,,0,,54,0
15517,note_on,,,,,5,0,1,,,,,,0,,92,86
15518,note_on,,,,,1,0,1,,,,,,0,,80,68
15521,note_on,,,,,3,0,1,,,,,,0,,93,0
15542,note_on,,,,,21,0,1,,,,,,0,,64,0
15543,note_on,,,,,1,0,1,,,,,,0,,57,62
15544,note_on,,,,,1,0,1,,,,,,0,,80,0
15546,set_tempo,,,,,44,1,0,,504202,,,,,,,
15548,note_on,,,,,4,0,1,,,,,,0,,92,0
15569,note_on,,,,,21,0,1,,,,,,0,,54,65
15577,note_on,,,,,8,0,1,,,,,,0,,57,0
15590,set_tempo,,,,,44,1,0,,508475,,,,,,,
15598,note_on,,,,,0,0,1,,,,,,0,,48,71
15598,note_on,,,,,21,0,1,,,,,,0,,54,0
15602,control_change,,,,,4,0,1,,,,64,0,0,,,
15606,note_on,,,,,4,0,1,,,,,,0,,89,78
15607,note_on,,,,,1,0,1,,,,,,0,,77,75
15629,control_change,,,,,22,0,1,,,,64,127,0,,,
15630,note_on,,,,,1,0,1,,,,,,0,,77,0
15634,set_tempo,,,,,44,1,0,,512821,,,,,,,
15634,note_on,,,,,4,0,1,,,,,,0,,57,55
15636,note_on,,,,,2,0,1,,,,,,0,,48,0
15646,note_on,,,,,10,0,1,,,,,,0,,89,0
15665,note_on,,,,,19,0,1,,,,,,0,,57,0
15666,note_on,,,,,1,0,1,,,,,,0,,54,52
15678,set_tempo,,,,,44,1,0,,517241,,,,,,,
15692,note_on,,,,,26,0,1,,,,,,0,,78,65
15693,note_on,,,,,1,0,1,,,,,,0,,90,70
15694,note_on,,,,,1,0,1,,,,,,0,,63,51
15695,note_on,,,,,1,0,1,,,,,,0,,54,0
15719,note_on,,,,,24,0,1,,,,,,0,,63,0
15720,set_tempo,,,,,42,1,0,,521739,,,,,,,
15728,note_on,,,,,9,0,1,,,,,,0,,57,54
15730,note_on,,,,,2,0,1,,,,,,0,,78,0
15749,note_on,,,,,19,0,1,,,,,,0,,57,0
15750,note_on,,,,,1,0,1,,,,,,0,,54,61
15762,note_on,,,,,12,0,1,,,,,,0,,90,0
15768,set_tempo,,,,,48,1,0,,517241,,,,,,,
15781,control_change,,,,,19,0,1,,,,64,0,0,,,
15782,note_on,,,,,1,0,1,,,,,,0,,54,0
15783,note_on,,,,,1,0,1,,,,,,0,,47,76
15787,note_on,,,,,4,0,1,,,,,,0,,92,72
15789,note_on,,,,,2,0,1,,,,,,0,,80,67
15792,set_tempo,,,,,24,1,0,,521739,,,,,,,
15796,set_tempo,,,,,4,1,0,,517241,,,,,,,
15800,set_tempo,,,,,4,1,0,,512821,,,,,,,
15804,set_tempo,,,,,4,1,0,,508475,,,,,,,
15807,control_change,,,,,18,0,1,,,,64,127,0,,,
15808,set_tempo,,,,,4,1,0,,504202,,,,,,,
15812,set_tempo,,,,,4,1,0,,500000,,,,,,,
15812,note_on,,,,,5,0,1,,,,,,0,,92,0
15812,note_on,,,,,0,0,1,,,,,,0,,47,0
15812,note_on,,,,,0,0,1,,,,,,0,,57,67
15814,set_tempo,,,,,2,1,0,,495868,,,,,,,
15818,set_tempo,,,,,4,1,0,,491803,,,,,,,
15822,set_tempo,,,,,4,1,0,,487805,,,,,,,
15826,set_tempo,,,,,4,1,0,,483871,,,,,,,
15830,set_tempo,,,,,4,1,0,,480000,,,,,,,
15834,set_tempo,,,,,4,1,0,,476190,,,,,,,
15836,set_tempo,,,,,2,1,0,,472441,,,,,,,
15845,note_on,,,,,33,0,1,,,,,,0,,80,0
15848,note_on,,,,,3,0,1,,,,,,0,,54,52
15850,note_on,,,,,2,0,1,,,,,,0,,57,0
15864,set_tempo,,,,,28,1,0,,508475,,,,,,,
15883,note_on,,,,,33,0,1,,,,,,0,,54,0
15883,note_on,,,,,0,0,1,,,,,,0,,63,53
15889,note_on,,,,,6,0,1,,,,,,0,,81,60
15890,note_on,,,,,1,0,1,,,,,,0,,93,63
15912,set_tempo,,,,,48,1,0,,504202,,,,,,,
15914,note_on,,,,,24,0,1,,,,,,0,,63,0
15923,note_on,,,,,9,0,1,,,,,,0,,57,49
15952,note_on,,,,,29,0,1,,,,,,0,,57,0
15953,note_on,,,,,1,0,1,,,,,,0,,54,58
15960,set_tempo,,,,,48,1,0,,500000,,,,,,,
15987,note_on,,,,,34,0,1,,,,,,0,,54,0
15989,note_on,,,,,2,0,1,,,,,,0,,46,77
15990,note_on,,,,,1,0,1,,,,,,0,,81,0
15993,control_change,,,,,3,0,1,,,,64,0,0,,,
16008,set_tempo,,,,,48,1,0,,495868,,,,,,,
16013,note_on,,,,,20,0,1,,,,,,0,,93,0
16018,control_change,,,,,5,0,1,,,,64,127,0,,,
16023,note_on,,,,,5,0,1,,,,,,0,,54,68
16025,note_on,,,,,2,0,1,,,,,,0,,46,0
16034,set_tempo,,,,,26,1,0,,500000,,,,,,,
16044,set_tempo,,,,,10,1,0,,495868,,,,,,,
16054,note_on,,,,,29,0,1,,,,,,0,,57,69
16054,set_tempo,,,,,10,1,0,,491803,,,,,,,
16061,note_on,,,,,7,0,1,,,,,,0,,54,0
16062,set_tempo,,,,,8,1,0,,487805,,,,,,,
16072,set_tempo,,,,,10,1,0,,483871,,,,,,,
16076,note_on,,,,,15,0,1,,,,,,0,,57,0
16081,note_on,,,,,5,0,1,,,,,,0,,62,54
16082,set_tempo,,,,,10,1,0,,480000,,,,,,,
16087,note_on,,,,,6,0,1,,,,,,0,,94,84
16088,note_on,,,,,1,0,1,,,,,,0,,82,65
16090,set_tempo,,,,,8,1,0,,476190,,,,,,,
16099,note_on,,,,,11,0,1,,,,,,0,,62,0
16100,set_tempo,,,,,10,1,0,,472441,,,,,,,
16110,set_tempo,,,,,10,1,0,,468750,,,,,,,
16110,note_on,,,,,11,0,1,,,,,,0,,66,67
16118,set_tempo,,,,,8,1,0,,465116,,,,,,,
16128,set_tempo,,,,,10,1,0,,461538,,,,,,,
16138,set_tempo,,,,,10,1,0,,458015,,,,,,,
16144,note_on,,,,,0,0,1,,,,,,0,,69,66
16144,note_on,,,,,34,0,1,,,,,,0,,66,0
16146,set_tempo,,,,,8,1,0,,454545,,,,,,,
16150,set_tempo,,,,,4,1,0,,454545,,,,,,,
16169,note_on,,,,,25,0,1,,,,,,0,,69,0
16174,note_on,,,,,5,0,1,,,,,,0,,74,76
16176,set_tempo,,,,,26,1,0,,458015,,,,,,,
16198,note_on,,,,,24,0,1,,,,,,0,,94,0
16200,set_tempo,,,,,24,1,0,,461538,,,,,,,
16202,note_on,,,,,4,0,1,,,,,,0,,74,0
16206,note_on,,,,,4,0,1,,,,,,0,,69,64
16209,note_on,,,,,3,0,1,,,,,,0,,82,0
16224,note_on,,,,,15,0,1,,,,,,0,,69,0
16224,set_tempo,,,,,24,1,0,,465116,,,,,,,
16228,note_on,,,,,4,0,1,,,,,,0,,66,57
16237,note_on,,,,,9,0,1,,,,,,0,,66,0
16248,set_tempo,,,,,24,1,0,,468750,,,,,,,
16257,note_on,,,,,20,0,1,,,,,,0,,62,74
16260,note_on,,,,,3,0,1,,,,,,0,,93,77
16261,note_on,,,,,1,0,1,,,,,,0,,81,65
16272,set_tempo,,,,,24,1,0,,472441,,,,,,,
16276,note_on,,,,,15,0,1,,,,,,0,,93,0
16278,note_on,,,,,2,0,1,,,,,,0,,81,0
16282,note_on,,,,,4,0,1,,,,,,0,,62,0
16295,note_on,,,,,13,0,1,,,,,,0,,57,56
16296,set_tempo,,,,,24,1,0,,476190,,,,,,,
16312,note_on,,,,,17,0,1,,,,,,0,,57,0
16316,note_on,,,,,4,0,1,,,,,,0,,54,60
16320,set_tempo,,,,,24,1,0,,480000,,,,,,,
16342,control_change,,,,,26,0,1,,,,64,0,0,,,
16346,note_on,,,,,0,0,1,,,,,,0,,78,74
16346,note_on,,,,,4,0,1,,,,,,0,,90,72
16352,note_on,,,,,6,0,1,,,,,,0,,54,0
16353,note_on,,,,,1,0,1,,,,,,0,,46,61
16365,note_on,,,,,12,0,1,,,,,,0,,78,0
16366,control_change,,,,,0,0,1,,,,64,127,0,,,
16366,note_on,,,,,1,0,1,,,,,,0,,90,0
16383,note_on,,,,,17,0,1,,,,,,0,,46,0
16392,note_on,,,,,9,0,1,,,,,,0,,54,69
16401,note_on,,,,,9,0,1,,,,,,0,,54,0
16416,note_on,,,,,15,0,1,,,,,,0,,58,60
16435,note_on,,,,,19,0,1,,,,,,0,,62,58
16436,note_on,,,,,1,0,1,,,,,,0,,58,0
16445,note_on,,,,,9,0,1,,,,,,0,,93,74
16446,note_on,,,,,1,0,1,,,,,,0,,81,69
16450,note_on,,,,,4,0,1,,,,,,0,,62,0
16464,note_on,,,,,14,0,1,,,,,,0,,93,0
16466,note_on,,,,,2,0,1,,,,,,0,,67,59
16467,note_on,,,,,1,0,1,,,,,,0,,81,0
16494,note_on,,,,,27,0,1,,,,,,0,,70,57
16496,note_on,,,,,2,0,1,,,,,,0,,67,0
16521,note_on,,,,,25,0,1,,,,,,0,,70,0
16528,note_on,,,,,7,0,1,,,,,,0,,74,71
16534,note_on,,,,,6,0,1,,,,,,0,,91,79
16536,control_change,,,,,2,0,1,,,,64,0,0,,,
16537,note_on,,,,,1,0,1,,,,,,0,,79,66
16549,control_change,,,,,12,0,1,,,,64,127,0,,,
16560,note_on,,,,,11,0,1,,,,,,0,,70,56
16563,note_on,,,,,3,0,1,,,,,,0,,91,0
16572,note_on,,,,,9,0,1,,,,,,0,,74,0
16573,note_on,,,,,1,0,1,,,,,,0,,79,0
16589,note_on,,,,,16,0,1,,,,,,0,,70,0
16592,note_on,,,,,3,0,1,,,,,,0,,67,58
16601,note_on,,,,,9,0,1,,,,,,0,,67,0
16619,note_on,,,,,18,0,1,,,,,,0,,76,56
16620,note_on,,,,,1,0,1,,,,,,0,,88,54
16631,note_on,,,,,11,0,1,,,,,,0,,62,48
16636,note_on,,,,,5,0,1,,,,,,0,,76,0
16637,note_on,,,,,1,0,1,,,,,,0,,88,0
16657,note_on,,,,,20,0,1,,,,,,0,,58,59
16668,note_on,,,,,11,0,1,,,,,,0,,62,0
16687,note_on,,,,,19,0,1,,,,,,0,,58,0
16689,note_on,,,,,2,0,1,,,,,,0,,55,61
16698,note_on,,,,,9,0,1,,,,,,0,,55,0
16711,note_on,,,,,13,0,1,,,,,,0,,85,79
16712,note_on,,,,,1,0,1,,,,,,0,,73,71
16714,control_change,,,,,2,0,1,,,,64,0,0,,,
16720,note_on,,,,,6,0,1,,,,,,0,,46,77
16736,note_on,,,,,16,0,1,,,,,,0,,73,0
16737,control_change,,,,,1,0,1,,,,64,127,0,,,
16739,note_on,,,,,2,0,1,,,,,,0,,85,0
16761,note_on,,,,,22,0,1,,,,,,0,,55,54
