tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity
100324,note_off,,,,,34,0,1,,,,0,72,64
100368,note_on,,,,,44,0,1,,,,0,61,76
100372,note_on,,,,,4,0,1,,,,0,59,82
100374,note_on,,,,,2,0,1,,,,0,47,85
100406,note_off,,,,,32,0,1,,,,0,59,64
100408,note_off,,,,,2,0,1,,,,0,47,64
100428,note_on,,,,,20,0,1,,,,0,73,52
100430,note_off,,,,,2,0,1,,,,0,61,64
100478,note_off,,,,,48,0,1,,,,0,73,64
100496,note_on,,,,,18,0,1,,,,0,48,82
100500,note_on,,,,,4,0,1,,,,0,60,77
100544,note_off,,,,,44,0,1,,,,0,48,64
100552,note_off,,,,,8,0,1,,,,0,60,64
100554,note_on,,,,,2,0,1,,,,0,72,51
100584,note_off,,,,,30,0,1,,,,0,72,64
100622,note_on,,,,,38,0,1,,,,0,49,80
100624,note_on,,,,,2,0,1,,,,0,61,82
100670,note_off,,,,,46,0,1,,,,0,49,64
100680,note_off,,,,,10,0,1,,,,0,61,64
100686,note_on,,,,,6,0,1,,,,0,73,53
100746,note_off,,,,,60,0,1,,,,0,73,64
100750,note_on,,,,,4,0,1,,,,0,52,72
100752,note_on,,,,,2,0,1,,,,0,60,76
100784,note_off,,,,,32,0,1,,,,0,52,64
100812,note_off,,,,,28,0,1,,,,0,60,64
100822,note_on,,,,,10,0,1,,,,0,72,46
100890,note_on,,,,,0,0,1,,,,0,53,81
100890,note_off,,,,,68,0,1,,,,0,72,64
100892,note_on,,,,,2,0,1,,,,0,41,88
100896,note_on,,,,,4,0,1,,,,0,68,75
100896,note_on,,,,,0,0,1,,,,0,61,69
100942,note_off,,,,,46,0,1,,,,0,61,64
100972,note_off,,,,,30,0,1,,,,0,68,64
100976,note_on,,,,,4,0,1,,,,0,73,67
101020,note_off,,,,,44,0,1,,,,0,73,64
101040,note_on,,,,,20,0,1,,,,0,60,77
101082,note_off,,,,,42,0,1,,,,0,60,64
101104,note_on,,,,,22,0,1,,,,0,72,55
101130,note_off,,,,,26,0,1,,,,0,72,64
101156,control_change,,,,,26,0,1,,64,127,0,,
101160,note_on,,,,,4,0,1,,,,0,61,77
101184,note_off,,,,,24,0,1,,,,0,53,64
101188,note_off,,,,,4,0,1,,,,0,41,64
101210,note_off,,,,,22,0,1,,,,0,61,64
101224,note_on,,,,,14,0,1,,,,0,73,74
101256,note_off,,,,,32,0,1,,,,0,73,64
101296,note_on,,,,,40,0,1,,,,0,54,82
101298,note_on,,,,,2,0,1,,,,0,42,79
101300,note_on,,,,,2,0,1,,,,0,69,77
101304,note_on,,,,,4,0,1,,,,0,60,67
101314,control_change,,,,,10,0,1,,64,0,0,,
101336,note_off,,,,,22,0,1,,,,0,60,64
101360,note_off,,,,,24,0,1,,,,0,69,64
101364,note_on,,,,,4,0,1,,,,0,72,72
101392,note_off,,,,,28,0,1,,,,0,72,64
101412,control_change,,,,,20,0,1,,64,127,0,,
101432,note_on,,,,,20,0,1,,,,0,61,74
101464,note_off,,,,,32,0,1,,,,0,61,64
101470,note_off,,,,,6,0,1,,,,0,54,64
101490,note_off,,,,,20,0,1,,,,0,42,64
101494,control_change,,,,,4,0,1,,64,0,0,,
101504,control_change,,,,,10,0,1,,64,127,0,,
101508,note_on,,,,,4,0,1,,,,0,73,76
101512,set_tempo,,,,,2196,1,0,292683,,,,,
101544,note_off,,,,,36,0,1,,,,0,73,64
101560,set_tempo,,,,,48,1,0,291262,,,,,
101576,note_on,,,,,32,0,1,,,,0,62,73
101608,set_tempo,,,,,48,1,0,289855,,,,,
101614,note_off,,,,,38,0,1,,,,0,62,64
101642,note_on,,,,,28,0,1,,,,0,74,66
101656,set_tempo,,,,,48,1,0,288462,,,,,
101680,note_off,,,,,38,0,1,,,,0,74,64
101704,set_tempo,,,,,48,1,0,285714,,,,,
101714,control_change,,,,,34,0,1,,64,0,0,,
101728,note_on,,,,,0,0,1,,,,0,43,74
101728,note_on,,,,,14,0,1,,,,0,55,80
101734,note_on,,,,,6,0,1,,,,0,73,69
101740,note_on,,,,,6,0,1,,,,0,63,73
101752,set_tempo,,,,,48,1,0,284360,,,,,
101774,note_off,,,,,34,0,1,,,,0,63,64
101780,note_off,,,,,6,0,1,,,,0,73,64
101798,note_on,,,,,18,0,1,,,,0,75,74
101800,set_tempo,,,,,48,1,0,283019,,,,,
101848,set_tempo,,,,,48,1,0,281690,,,,,
101854,note_off,,,,,56,0,1,,,,0,75,64
101888,control_change,,,,,34,0,1,,64,127,0,,
101890,note_on,,,,,2,0,1,,,,0,64,77
101892,note_on,,,,,2,0,1,,,,0,73,81
101896,set_tempo,,,,,48,1,0,279070,,,,,
101896,note_off,,,,,4,0,1,,,,0,55,64
101904,note_off,,,,,8,0,1,,,,0,43,64
101920,note_off,,,,,16,0,1,,,,0,64,64
101944,set_tempo,,,,,48,1,0,277778,,,,,
101948,note_off,,,,,28,0,1,,,,0,73,64
101956,note_on,,,,,8,0,1,,,,0,76,66
101980,control_change,,,,,24,0,1,,64,0,0,,
101992,set_tempo,,,,,48,1,0,276498,,,,,
101998,note_off,,,,,18,0,1,,,,0,76,64
102040,note_on,,,,,42,0,1,,,,0,65,74
102040,set_tempo,,,,,48,1,0,275229,,,,,
102040,note_on,,,,,0,0,1,,,,0,56,86
102042,note_on,,,,,2,0,1,,,,0,44,77
102044,note_on,,,,,2,0,1,,,,0,73,82
102078,note_off,,,,,34,0,1,,,,0,65,64
102080,control_change,,,,,2,0,1,,64,127,0,,
102088,set_tempo,,,,,48,1,0,272727,,,,,
102106,note_off,,,,,26,0,1,,,,0,56,64
102108,note_on,,,,,2,0,1,,,,0,77,61
102110,note_off,,,,,2,0,1,,,,0,73,64
102112,note_off,,,,,2,0,1,,,,0,44,64
102136,set_tempo,,,,,48,1,0,271493,,,,,
102144,note_off,,,,,32,0,1,,,,0,77,64
102178,control_change,,,,,34,0,1,,64,0,0,,
102180,set_tempo,,,,,44,1,0,270270,,,,,
102206,note_on,,,,,28,0,1,,,,0,66,74
102212,note_on,,,,,0,0,1,,,,0,57,78
102212,note_on,,,,,6,0,1,,,,0,73,74
102218,note_on,,,,,6,0,1,,,,0,45,83
102224,note_off,,,,,6,0,1,,,,0,73,64
102228,set_tempo,,,,,48,1,0,269058,,,,,
102260,note_off,,,,,36,0,1,,,,0,66,64
102264,note_off,,,,,4,0,1,,,,0,45,64
102268,control_change,,,,,4,0,1,,64,127,0,,
102270,note_off,,,,,2,0,1,,,,0,57,64
102276,set_tempo,,,,,48,1,0,266667,,,,,
102298,note_on,,,,,28,0,1,,,,0,78,82
102324,set_tempo,,,,,48,1,0,265487,,,,,
102344,note_off,,,,,46,0,1,,,,0,78,64
102372,set_tempo,,,,,48,1,0,264317,,,,,
102388,control_change,,,,,44,0,1,,64,0,0,,
102390,note_on,,,,,2,0,1,,,,0,56,85
102396,note_on,,,,,0,0,1,,,,0,44,82
102396,note_on,,,,,6,0,1,,,,0,68,83
102400,note_on,,,,,4,0,1,,,,0,73,72
102420,set_tempo,,,,,48,1,0,263158,,,,,
102438,note_off,,,,,38,0,1,,,,0,68,64
102444,note_off,,,,,6,0,1,,,,0,56,64
102456,note_off,,,,,12,0,1,,,,0,44,64
102460,control_change,,,,,4,0,1,,64,127,0,,
102468,set_tempo,,,,,48,1,0,260870,,,,,
102486,note_on,,,,,26,0,1,,,,0,80,76
102492,note_off,,,,,6,0,1,,,,0,73,64
102516,set_tempo,,,,,48,1,0,259740,,,,,
102536,note_off,,,,,44,0,1,,,,0,80,64
102564,set_tempo,,,,,48,1,0,258621,,,,,
102596,control_change,,,,,60,0,1,,64,0,0,,
102598,note_on,,,,,0,0,1,,,,0,42,79
102598,note_on,,,,,2,0,1,,,,0,69,68
102600,note_on,,,,,0,0,1,,,,0,54,87
102600,note_on,,,,,2,0,1,,,,0,73,79
102612,set_tempo,,,,,48,1,0,257511,,,,,
102642,note_off,,,,,42,0,1,,,,0,69,64
102660,set_tempo,,,,,48,1,0,255319,,,,,
102670,control_change,,,,,28,0,1,,64,127,0,,
102680,note_off,,,,,10,0,1,,,,0,73,64
102698,note_on,,,,,18,0,1,,,,0,81,76
102708,note_off,,,,,10,0,1,,,,0,42,64
102708,set_tempo,,,,,48,1,0,254237,,,,,
102710,note_off,,,,,2,0,1,,,,0,54,64
102724,note_off,,,,,14,0,1,,,,0,81,64
102756,set_tempo,,,,,48,1,0,253165,,,,,
102800,set_tempo,,,,,44,1,0,252101,,,,,
102804,set_tempo,,,,,4,1,0,248963,,,,,
102808,set_tempo,,,,,4,1,0,250000,,,,,
102812,set_tempo,,,,,4,1,0,252101,,,,,
102820,set_tempo,,,,,8,1,0,253165,,,,,
102824,set_tempo,,,,,4,1,0,254237,,,,,
102826,control_change,,,,,102,0,1,,64,0,0,,
102828,set_tempo,,,,,4,1,0,255319,,,,,
102832,set_tempo,,,,,4,1,0,257511,,,,,
102836,set_tempo,,,,,4,1,0,258621,,,,,
102844,set_tempo,,,,,8,1,0,259740,,,,,
102844,note_on,,,,,18,0,1,,,,0,73,87
102844,note_on,,,,,0,0,1,,,,0,49,84
102846,note_on,,,,,0,0,1,,,,0,37,80
102846,note_on,,,,,2,0,1,,,,0,85,93
102848,set_tempo,,,,,4,1,0,260870,,,,,
102852,set_tempo,,,,,4,1,0,263158,,,,,
102856,set_tempo,,,,,4,1,0,264317,,,,,
102860,set_tempo,,,,,4,1,0,265487,,,,,
102864,set_tempo,,,,,4,1,0,266667,,,,,
102872,set_tempo,,,,,8,1,0,269058,,,,,
102876,set_tempo,,,,,4,1,0,270270,,,,,
102880,set_tempo,,,,,4,1,0,271493,,,,,
102884,set_tempo,,,,,4,1,0,272727,,,,,
102888,set_tempo,,,,,4,1,0,275229,,,,,
102896,set_tempo,,,,,8,1,0,276498,,,,,
102900,set_tempo,,,,,4,1,0,277778,,,,,
102904,set_tempo,,,,,4,1,0,279070,,,,,
102906,note_off,,,,,60,0,1,,,,0,37,64
102908,set_tempo,,,,,4,1,0,281690,,,,,
102910,control_change,,,,,0,0,1,,64,127,0,,
102910,note_off,,,,,4,0,1,,,,0,49,64
102912,set_tempo,,,,,4,1,0,283019,,,,,
102916,set_tempo,,,,,4,1,0,284360,,,,,
102920,set_tempo,,,,,4,1,0,269058,,,,,
102924,set_tempo,,,,,4,1,0,270270,,,,,
102928,set_tempo,,,,,4,1,0,271493,,,,,
102932,set_tempo,,,,,4,1,0,272727,,,,,
102936,set_tempo,,,,,4,1,0,275229,,,,,
102940,set_tempo,,,,,4,1,0,276498,,,,,
102944,set_tempo,,,,,4,1,0,277778,,,,,
102948,set_tempo,,,,,4,1,0,279070,,,,,
102952,set_tempo,,,,,4,1,0,281690,,,,,
102956,set_tempo,,,,,4,1,0,283019,,,,,
102960,set_tempo,,,,,4,1,0,284360,,,,,
103076,control_change,,,,,166,0,1,,64,0,0,,
103078,note_on,,,,,2,0,1,,,,0,49,79
103140,control_change,,,,,62,0,1,,64,127,0,,
103148,note_on,,,,,8,0,1,,,,0,61,67
103172,note_off,,,,,24,0,1,,,,0,49,64
103196,note_off,,,,,24,0,1,,,,0,61,64
103224,note_on,,,,,28,0,1,,,,0,48,85
103230,note_off,,,,,6,0,1,,,,0,85,64
103248,note_off,,,,,18,0,1,,,,0,73,64
103254,control_change,,,,,6,0,1,,64,0,0,,
103298,note_on,,,,,0,0,1,,,,0,60,77
103298,note_off,,,,,44,0,1,,,,0,48,64
103308,control_change,,,,,10,0,1,,64,127,0,,
103336,note_off,,,,,28,0,1,,,,0,60,64
103368,note_on,,,,,32,0,1,,,,0,49,71
103386,control_change,,,,,18,0,1,,64,0,0,,
103422,control_change,,,,,36,0,1,,64,127,0,,
103440,note_on,,,,,18,0,1,,,,0,61,70
103448,note_off,,,,,8,0,1,,,,0,49,64
103484,note_off,,,,,36,0,1,,,,0,61,64
103512,note_on,,,,,0,0,1,,,,0,48,83
103512,note_on,,,,,28,0,1,,,,0,84,74
103516,note_on,,,,,4,0,1,,,,0,72,70
103542,control_change,,,,,26,0,1,,64,0,0,,
103548,note_off,,,,,6,0,1,,,,0,72,64
103560,note_off,,,,,12,0,1,,,,0,84,64
103574,note_off,,,,,14,0,1,,,,0,48,64
103588,note_on,,,,,14,0,1,,,,0,60,72
103592,control_change,,,,,4,0,1,,64,127,0,,
103624,note_off,,,,,32,0,1,,,,0,60,64
103654,control_change,,,,,30,0,1,,64,0,0,,
103664,note_on,,,,,10,0,1,,,,0,49,74
103672,note_on,,,,,8,0,1,,,,0,85,80
103674,note_on,,,,,2,0,1,,,,0,73,78
103692,control_change,,,,,18,0,1,,64,127,0,,
103704,note_off,,,,,12,0,1,,,,0,73,64
103716,note_off,,,,,12,0,1,,,,0,85,64
103744,note_on,,,,,28,0,1,,,,0,61,71
103746,note_off,,,,,2,0,1,,,,0,49,64
103780,note_off,,,,,34,0,1,,,,0,61,64
103800,control_change,,,,,20,0,1,,64,0,0,,
103808,set_tempo,,,,,848,1,0,283019,,,,,
103812,set_tempo,,,,,4,1,0,281690,,,,,
103816,set_tempo,,,,,4,1,0,279070,,,,,
103820,set_tempo,,,,,4,1,0,277778,,,,,
103824,set_tempo,,,,,4,1,0,276498,,,,,
103828,note_on,,,,,0,0,1,,,,0,38,89
103828,set_tempo,,,,,4,1,0,275229,,,,,
103828,note_on,,,,,28,0,1,,,,0,86,89
103830,note_on,,,,,2,0,1,,,,0,78,89
103832,note_on,,,,,2,0,1,,,,0,74,89
103836,note_on,,,,,4,0,1,,,,0,50,89
103858,control_change,,,,,22,0,1,,64,127,0,,
103860,note_off,,,,,2,0,1,,,,0,74,64
103872,note_off,,,,,12,0,1,,,,0,78,64
103876,note_off,,,,,4,0,1,,,,0,86,64
103980,control_change,,,,,104,0,1,,64,0,0,,
103986,note_off,,,,,6,0,1,,,,0,50,64
104002,note_off,,,,,16,0,1,,,,0,38,64
104008,note_on,,,,,6,0,1,,,,0,49,82
104010,note_on,,,,,2,0,1,,,,0,78,75
104012,note_on,,,,,2,0,1,,,,0,90,86
104036,control_change,,,,,24,0,1,,64,127,0,,
104050,note_off,,,,,14,0,1,,,,0,78,64
104062,note_off,,,,,12,0,1,,,,0,90,64
104084,note_off,,,,,22,0,1,,,,0,49,64
104096,note_on,,,,,12,0,1,,,,0,61,70
104140,note_off,,,,,44,0,1,,,,0,61,64
104148,note_on,,,,,8,0,1,,,,0,95,81
104148,note_on,,,,,0,0,1,,,,0,83,74
104152,control_change,,,,,4,0,1,,64,0,0,,
104160,note_on,,,,,8,0,1,,,,0,48,80
104192,control_change,,,,,32,0,1,,64,127,0,,
104194,note_off,,,,,2,0,1,,,,0,83,64
104198,note_off,,,,,4,0,1,,,,0,95,64
104228,note_off,,,,,30,0,1,,,,0,48,64
104236,note_on,,,,,8,0,1,,,,0,60,74
104270,note_off,,,,,34,0,1,,,,0,60,64
104282,control_change,,,,,12,0,1,,64,0,0,,
104306,note_on,,,,,24,0,1,,,,0,49,80
104318,note_on,,,,,12,0,1,,,,0,96,85
104318,note_on,,,,,0,0,1,,,,0,84,79
104328,control_change,,,,,10,0,1,,64,127,0,,
104350,note_off,,,,,22,0,1,,,,0,84,64
104360,note_off,,,,,10,0,1,,,,0,96,64
104380,note_off,,,,,20,0,1,,,,0,49,64
104388,note_on,,,,,8,0,1,,,,0,61,69
104426,control_change,,,,,38,0,1,,64,0,0,,
104432,note_off,,,,,6,0,1,,,,0,61,64
104456,control_change,,,,,24,0,1,,64,127,0,,
104460,note_on,,,,,4,0,1,,,,0,48,71
104466,note_on,,,,,6,0,1,,,,0,97,89
104466,note_on,,,,,0,0,1,,,,0,85,82
104500,note_off,,,,,34,0,1,,,,0,85,64
104518,note_off,,,,,18,0,1,,,,0,97,64
104532,note_off,,,,,14,0,1,,,,0,48,64
104542,note_on,,,,,10,0,1,,,,0,60,74
104576,note_off,,,,,34,0,1,,,,0,60,64
104594,control_change,,,,,18,0,1,,64,0,0,,
104616,note_on,,,,,22,0,1,,,,0,49,78
104630,note_on,,,,,0,0,1,,,,0,86,80
104630,note_on,,,,,14,0,1,,,,0,98,83
104638,control_change,,,,,8,0,1,,64,127,0,,
104648,set_tempo,,,,,820,1,0,283019,,,,,
104652,set_tempo,,,,,4,1,0,281690,,,,,
104656,set_tempo,,,,,4,1,0,277778,,,,,
104660,set_tempo,,,,,4,1,0,275229,,,,,
104664,set_tempo,,,,,4,1,0,271493,,,,,
104668,note_off,,,,,30,0,1,,,,0,86,64
104668,set_tempo,,,,,4,1,0,269058,,,,,
104672,set_tempo,,,,,4,1,0,265487,,,,,
104674,note_off,,,,,6,0,1,,,,0,98,64
104676,set_tempo,,,,,4,1,0,264317,,,,,
104680,set_tempo,,,,,4,1,0,260870,,,,,
104684,set_tempo,,,,,4,1,0,258621,,,,,
104688,set_tempo,,,,,4,1,0,255319,,,,,
104692,set_tempo,,,,,4,1,0,253165,,,,,
104696,set_tempo,,,,,4,1,0,250000,,,,,
104700,set_tempo,,,,,4,1,0,247934,,,,,
104704,set_tempo,,,,,4,1,0,246914,,,,,
104708,set_tempo,,,,,4,1,0,243902,,,,,
104712,set_tempo,,,,,4,1,0,241935,,,,,
104716,note_on,,,,,42,0,1,,,,0,61,83
104716,set_tempo,,,,,4,1,0,239044,,,,,
104720,set_tempo,,,,,4,1,0,237154,,,,,
104724,set_tempo,,,,,4,1,0,234375,,,,,
104728,set_tempo,,,,,4,1,0,233463,,,,,
104732,set_tempo,,,,,4,1,0,230769,,,,,
104736,set_tempo,,,,,4,1,0,229008,,,,,
104740,set_tempo,,,,,4,1,0,226415,,,,,
104744,set_tempo,,,,,4,1,0,224719,,,,,
104748,set_tempo,,,,,4,1,0,223881,,,,,
104752,set_tempo,,,,,4,1,0,219780,,,,,
104756,set_tempo,,,,,4,1,0,215827,,,,,
104760,set_tempo,,,,,4,1,0,210526,,,,,
104764,set_tempo,,,,,4,1,0,206897,,,,,
104768,set_tempo,,,,,4,1,0,202703,,,,,
104778,note_off,,,,,62,0,1,,,,0,61,64
104790,note_off,,,,,12,0,1,,,,0,49,64
104824,set_tempo,,,,,56,1,0,218182,,,,,
104828,set_tempo,,,,,4,1,0,222222,,,,,
104832,set_tempo,,,,,4,1,0,228137,,,,,
104836,set_tempo,,,,,4,1,0,232558,,,,,
104840,note_on,,,,,50,0,1,,,,0,51,92
104840,set_tempo,,,,,4,1,0,238095,,,,,
104842,note_on,,,,,2,0,1,,,,0,61,92
104844,note_on,,,,,2,0,1,,,,0,55,93
104844,set_tempo,,,,,4,1,0,242915,,,,,
104844,note_on,,,,,0,0,1,,,,0,39,93
104846,note_on,,,,,2,0,1,,,,0,63,93
104848,set_tempo,,,,,4,1,0,248963,,,,,
104852,set_tempo,,,,,4,1,0,254237,,,,,
104856,set_tempo,,,,,4,1,0,260870,,,,,
104860,set_tempo,,,,,4,1,0,266667,,,,,
104864,set_tempo,,,,,4,1,0,275229,,,,,
104868,set_tempo,,,,,4,1,0,283019,,,,,
104884,note_off,,,,,38,0,1,,,,0,39,64
104888,control_change,,,,,4,0,1,,64,127,0,,
104890,note_off,,,,,2,0,1,,,,0,51,64
104912,note_off,,,,,22,0,1,,,,0,55,64
104928,note_off,,,,,16,0,1,,,,0,61,64
104930,note_off,,,,,2,0,1,,,,0,63,64
105044,note_on,,,,,114,0,1,,,,0,49,76
105120,note_on,,,,,76,0,1,,,,0,61,73
105136,note_off,,,,,16,0,1,,,,0,49,64
105150,control_change,,,,,14,0,1,,64,0,0,,
105164,note_off,,,,,14,0,1,,,,0,61,64
105186,control_change,,,,,22,0,1,,64,127,0,,
105204,note_on,,,,,18,0,1,,,,0,48,82
105266,control_change,,,,,0,0,1,,64,0,0,,
105266,note_on,,,,,62,0,1,,,,0,60,66
105276,note_off,,,,,10,0,1,,,,0,48,64
105294,control_change,,,,,18,0,1,,64,127,0,,
105308,note_off,,,,,14,0,1,,,,0,60,64
105334,note_on,,,,,26,0,1,,,,0,49,77
105412,note_on,,,,,78,0,1,,,,0,61,69
105422,note_off,,,,,10,0,1,,,,0,49,64
105454,note_off,,,,,32,0,1,,,,0,61,64
105454,control_change,,,,,0,0,1,,64,0,0,,
105476,control_change,,,,,22,0,1,,64,127,0,,
105478,note_on,,,,,2,0,1,,,,0,86,82
105478,note_on,,,,,0,0,1,,,,0,74,77
105480,note_on,,,,,2,0,1,,,,0,48,78
105512,note_off,,,,,32,0,1,,,,0,74,64
105516,note_off,,,,,4,0,1,,,,0,86,64
105544,control_change,,,,,28,0,1,,64,0,0,,
105546,note_off,,,,,2,0,1,,,,0,48,64
105550,note_on,,,,,4,0,1,,,,0,60,71
105566,control_change,,,,,16,0,1,,64,127,0,,
105588,note_off,,,,,22,0,1,,,,0,60,64
105618,control_change,,,,,30,0,1,,64,0,0,,
105628,note_on,,,,,10,0,1,,,,0,49,67
105630,control_change,,,,,2,0,1,,64,127,0,,
105632,note_on,,,,,2,0,1,,,,0,75,73
105634,note_on,,,,,2,0,1,,,,0,87,82
105666,note_off,,,,,32,0,1,,,,0,75,64
105672,note_off,,,,,6,0,1,,,,0,87,64
105686,note_on,,,,,14,0,1,,,,0,61,79
105740,note_off,,,,,54,0,1,,,,0,49,64
105748,note_off,,,,,8,0,1,,,,0,61,64
105796,control_change,,,,,48,0,1,,64,0,0,,
105798,note_on,,,,,2,0,1,,,,0,88,90
105800,note_on,,,,,0,0,1,,,,0,76,90
105800,note_on,,,,,2,0,1,,,,0,80,90
105804,note_on,,,,,4,0,1,,,,0,52,89
105804,note_on,,,,,0,0,1,,,,0,40,90
105822,note_off,,,,,18,0,1,,,,0,76,64
105830,note_off,,,,,8,0,1,,,,0,80,64
105836,control_change,,,,,6,0,1,,64,127,0,,
105838,note_off,,,,,2,0,1,,,,0,88,64
105874,note_off,,,,,36,0,1,,,,0,52,64
105898,note_off,,,,,24,0,1,,,,0,40,64
105938,control_change,,,,,40,0,1,,64,0,0,,
105958,note_on,,,,,20,0,1,,,,0,80,72
105958,note_on,,,,,0,0,1,,,,0,49,84
105960,note_on,,,,,2,0,1,,,,0,92,93
105964,control_change,,,,,4,0,1,,64,127,0,,
105990,note_off,,,,,26,0,1,,,,0,80,64
106000,note_off,,,,,10,0,1,,,,0,92,64
106030,note_on,,,,,30,0,1,,,,0,61,75
106044,note_off,,,,,14,0,1,,,,0,49,64
106074,note_off,,,,,30,0,1,,,,0,61,64
106080,control_change,,,,,6,0,1,,64,0,0,,
106110,control_change,,,,,30,0,1,,64,127,0,,
106112,note_on,,,,,2,0,1,,,,0,48,86
106120,note_on,,,,,0,0,1,,,,0,83,78
106120,note_on,,,,,8,0,1,,,,0,95,78
106152,note_off,,,,,32,0,1,,,,0,83,64
106160,note_off,,,,,8,0,1,,,,0,95,64
106172,note_off,,,,,12,0,1,,,,0,48,64
106188,note_on,,,,,16,0,1,,,,0,60,75
106224,note_off,,,,,36,0,1,,,,0,60,64
106234,control_change,,,,,10,0,1,,64,0,0,,
106262,note_on,,,,,0,0,1,,,,0,84,77
106262,note_on,,,,,28,0,1,,,,0,96,82
106268,control_change,,,,,0,0,1,,64,127,0,,
106268,note_on,,,,,6,0,1,,,,0,49,80
106296,note_off,,,,,28,0,1,,,,0,96,64
106298,note_off,,,,,2,0,1,,,,0,84,64
106338,note_off,,,,,40,0,1,,,,0,49,64
106344,note_on,,,,,6,0,1,,,,0,61,79
106382,note_off,,,,,38,0,1,,,,0,61,64
106404,control_change,,,,,22,0,1,,64,0,0,,
106420,note_on,,,,,16,0,1,,,,0,48,80
106428,note_on,,,,,0,0,1,,,,0,85,82
106428,note_on,,,,,8,0,1,,,,0,97,86
106434,control_change,,,,,6,0,1,,64,127,0,,
106458,note_off,,,,,24,0,1,,,,0,85,64
106462,note_off,,,,,4,0,1,,,,0,97,64
106488,note_off,,,,,26,0,1,,,,0,48,64
106506,note_on,,,,,18,0,1,,,,0,60,64
106540,note_off,,,,,34,0,1,,,,0,60,64
106566,control_change,,,,,26,0,1,,64,0,0,,
106590,note_on,,,,,24,0,1,,,,0,49,81
106596,note_on,,,,,0,0,1,,,,0,88,77
106596,note_on,,,,,6,0,1,,,,0,100,88
106602,control_change,,,,,6,0,1,,64,127,0,,
106620,note_off,,,,,18,0,1,,,,0,100,64
106624,note_off,,,,,4,0,1,,,,0,88,64
106680,note_on,,,,,56,0,1,,,,0,61,82
106702,note_off,,,,,22,0,1,,,,0,49,64
106706,note_off,,,,,4,0,1,,,,0,61,64
106778,control_change,,,,,72,0,1,,64,0,0,,
106792,note_on,,,,,0,0,1,,,,0,53,87
106792,note_on,,,,,14,0,1,,,,0,68,91
106794,note_on,,,,,0,0,1,,,,0,65,93
106794,note_on,,,,,2,0,1,,,,0,77,72
106796,note_on,,,,,2,0,1,,,,0,73,76
106796,note_on,,,,,0,0,1,,,,0,41,92
106852,control_change,,,,,56,0,1,,64,127,0,,
106858,note_off,,,,,6,0,1,,,,0,53,64
106866,note_off,,,,,8,0,1,,,,0,41,64
106920,control_change,,,,,54,0,1,,64,0,0,,
106982,note_on,,,,,62,0,1,,,,0,62,80
106984,note_on,,,,,2,0,1,,,,0,50,81
106998,control_change,,,,,14,0,1,,64,127,0,,
107014,note_off,,,,,16,0,1,,,,0,50,64
107016,note_off,,,,,2,0,1,,,,0,62,64
107044,control_change,,,,,28,0,1,,64,0,0,,
107134,note_off,,,,,90,0,1,,,,0,65,64
107138,note_off,,,,,4,0,1,,,,0,77,64
107140,note_on,,,,,2,0,1,,,,0,61,85
107144,note_on,,,,,4,0,1,,,,0,49,80
107146,note_off,,,,,2,0,1,,,,0,73,64
107148,control_change,,,,,0,0,1,,64,127,0,,
107148,note_off,,,,,2,0,1,,,,0,68,64
107170,note_off,,,,,0,0,1,,,,0,61,64
107170,note_off,,,,,22,0,1,,,,0,49,64
107278,control_change,,,,,108,0,1,,64,0,0,,
107306,note_on,,,,,0,0,1,,,,0,66,78
107306,note_on,,,,,28,0,1,,,,0,73,76
107308,note_on,,,,,0,0,1,,,,0,69,72
107308,note_on,,,,,2,0,1,,,,0,78,76
107312,note_on,,,,,4,0,1,,,,0,42,77
107314,note_on,,,,,2,0,1,,,,0,54,89
107336,control_change,,,,,22,0,1,,64,127,0,,
107346,note_off,,,,,10,0,1,,,,0,54,64
107348,note_off,,,,,2,0,1,,,,0,42,64
107402,control_change,,,,,54,0,1,,64,0,0,,
107478,note_on,,,,,76,0,1,,,,0,60,78
107480,note_on,,,,,2,0,1,,,,0,48,87
107500,control_change,,,,,20,0,1,,64,127,0,,
107508,note_off,,,,,8,0,1,,,,0,60,64
107512,note_off,,,,,4,0,1,,,,0,48,64
107578,control_change,,,,,66,0,1,,64,0,0,,
107604,note_off,,,,,26,0,1,,,,0,69,64
107620,note_off,,,,,16,0,1,,,,0,66,64
107628,note_off,,,,,8,0,1,,,,0,73,64
107640,note_off,,,,,12,0,1,,,,0,78,64
107644,control_change,,,,,4,0,1,,64,127,0,,
107646,note_on,,,,,2,0,1,,,,0,61,84
107648,note_on,,,,,2,0,1,,,,0,49,82
107678,note_off,,,,,30,0,1,,,,0,61,64
107680,note_off,,,,,2,0,1,,,,0,49,64
107804,control_change,,,,,124,0,1,,64,0,0,,
107832,note_on,,,,,28,0,1,,,,0,73,87
107834,note_on,,,,,2,0,1,,,,0,79,80
107836,note_on,,,,,2,0,1,,,,0,67,86
107838,note_on,,,,,2,0,1,,,,0,43,85
107840,note_on,,,,,2,0,1,,,,0,55,78
107876,control_change,,,,,36,0,1,,64,127,0,,
107892,note_off,,,,,16,0,1,,,,0,43,64
107902,note_off,,,,,10,0,1,,,,0,55,64
108010,control_change,,,,,108,0,1,,64,0,0,,
108016,note_on,,,,,6,0,1,,,,0,63,92
