tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,key,program,channel,control,value,note,velocity
106560,note_off,,,,,0,0,2,,,,1,,,52,64
106560,note_off,,,,,0,0,2,,,,1,,,57,64
106560,note_off,,,,,120,0,1,,,,0,,,73,64
106560,note_on,,,,,0,0,1,,,,0,,,68,86
106560,note_off,,,,,0,0,1,,,,0,,,69,64
106680,note_off,,,,,0,0,1,,,,0,,,71,64
106680,note_off,,,,,120,0,1,,,,0,,,68,64
106800,note_off,,,,,240,0,2,,,,1,,,40,64
107040,note_on,,,,,0,0,2,,,,1,,,52,53
107040,note_on,,,,,360,0,1,,,,0,,,71,92
107040,note_on,,,,,0,0,2,,,,1,,,56,71
107040,note_on,,,,,240,0,2,,,,1,,,59,67
107070,note_on,,,,,0,0,1,,,,0,,,73,84
107070,note_off,,,,,30,0,1,,,,0,,,71,64
107100,note_off,,,,,30,0,1,,,,0,,,73,64
107100,note_on,,,,,0,0,1,,,,0,,,68,80
107100,note_on,,,,,0,0,1,,,,0,,,71,76
107400,note_on,,,,,0,0,1,,,,0,,,67,72
107400,note_off,,,,,300,0,1,,,,0,,,68,64
107400,note_on,,,,,0,0,1,,,,0,,,70,72
107400,note_off,,,,,0,0,1,,,,0,,,71,64
107520,note_on,,,,,0,0,1,,,,0,,,71,86
107520,note_on,,,,,0,0,1,,,,0,,,68,86
107520,note_off,,,,,0,0,1,,,,0,,,70,64
107520,note_off,,,,,120,0,1,,,,0,,,67,64
107520,note_off,,,,,480,0,2,,,,1,,,59,64
107520,note_off,,,,,0,0,2,,,,1,,,56,64
107520,note_off,,,,,0,0,2,,,,1,,,52,64
107640,note_off,,,,,120,0,1,,,,0,,,68,64
107640,note_off,,,,,0,0,1,,,,0,,,71,64
108000,note_on,,,,,480,0,2,,,,1,,,41,75
108000,note_on,,,,,0,0,2,,,,1,,,49,77
108000,note_on,,,,,0,0,2,,,,1,,,56,93
108000,note_on,,,,,0,0,1,,,,0,,,68,86
108000,note_on,,,,,360,0,1,,,,0,,,61,70
108000,note_on,,,,,0,0,1,,,,0,,,73,70
108480,note_off,,,,,0,0,2,,,,1,,,56,64
108480,note_on,,,,,0,0,1,,,,0,,,69,78
108480,note_off,,,,,480,0,2,,,,1,,,41,64
108480,note_off,,,,,0,0,1,,,,0,,,73,64
108480,note_off,,,,,0,0,2,,,,1,,,49,64
108480,note_off,,,,,0,0,1,,,,0,,,68,64
108480,note_on,,,,,0,0,2,,,,1,,,42,87
108480,note_off,,,,,480,0,1,,,,0,,,61,64
108480,note_on,,,,,0,0,1,,,,0,,,66,70
108480,note_on,,,,,0,0,1,,,,0,,,61,76
108600,note_off,,,,,0,0,1,,,,0,,,69,64
108600,note_off,,,,,0,0,1,,,,0,,,66,64
108600,note_off,,,,,120,0,1,,,,0,,,61,64
108600,note_off,,,,,120,0,2,,,,1,,,42,64
108960,note_on,,,,,0,0,2,,,,1,,,54,71
108960,note_on,,,,,360,0,2,,,,1,,,57,83
108960,note_on,,,,,360,0,1,,,,0,,,61,72
108960,note_on,,,,,0,0,1,,,,0,,,66,78
108960,note_on,,,,,0,0,2,,,,1,,,49,73
108960,note_on,,,,,0,0,1,,,,0,,,69,86
109440,note_off,,,,,0,0,2,,,,1,,,49,64
109440,note_off,,,,,0,0,2,,,,1,,,54,64
109440,note_on,,,,,0,0,2,,,,1,,,45,71
109440,note_off,,,,,480,0,2,,,,1,,,57,64
109559,note_off,,,,,0,0,1,,,,0,,,66,64
109559,note_off,,,,,0,0,1,,,,0,,,69,64
109559,note_off,,,,,599,0,1,,,,0,,,61,64
109560,note_on,,,,,1,0,1,,,,0,,,65,78
109560,note_on,,,,,0,0,1,,,,0,,,68,84
109680,note_off,,,,,240,0,2,,,,1,,,45,64
109680,note_off,,,,,120,0,1,,,,0,,,65,64
109680,note_off,,,,,0,0,1,,,,0,,,68,64
109680,note_on,,,,,0,0,1,,,,0,,,66,58
109680,note_on,,,,,0,0,1,,,,0,,,69,84
109800,note_on,,,,,0,0,1,,,,0,,,68,74
109800,note_on,,,,,0,0,1,,,,0,,,71,80
109800,note_off,,,,,0,0,1,,,,0,,,69,64
109800,note_off,,,,,120,0,1,,,,0,,,66,64
109920,note_off,,,,,0,0,1,,,,0,,,71,64
109920,note_on,,,,,240,0,2,,,,1,,,57,77
109920,note_on,,,,,0,0,1,,,,0,,,66,70
109920,note_on,,,,,0,0,1,,,,0,,,69,80
109920,note_on,,,,,0,0,2,,,,1,,,49,69
109920,note_on,,,,,0,0,2,,,,1,,,54,75
109920,note_off,,,,,120,0,1,,,,0,,,68,64
109950,note_on,,,,,0,0,1,,,,0,,,68,80
109950,note_off,,,,,0,0,1,,,,0,,,69,64
109950,note_on,,,,,0,0,1,,,,0,,,71,84
109950,note_off,,,,,30,0,1,,,,0,,,66,64
109980,note_off,,,,,0,0,1,,,,0,,,71,64
109980,note_on,,,,,0,0,1,,,,0,,,69,76
109980,note_on,,,,,0,0,1,,,,0,,,73,78
109980,note_off,,,,,30,0,1,,,,0,,,68,64
110040,note_on,,,,,0,0,1,,,,0,,,66,82
110040,note_off,,,,,0,0,1,,,,0,,,73,64
110040,note_on,,,,,0,0,1,,,,0,,,61,86
110040,note_off,,,,,60,0,1,,,,0,,,69,64
110160,note_off,,,,,120,0,1,,,,0,,,61,64
110160,note_off,,,,,0,0,1,,,,0,,,66,64
110160,note_on,,,,,0,0,1,,,,0,,,71,66
110160,note_on,,,,,0,0,1,,,,0,,,68,80
110280,note_on,,,,,0,0,1,,,,0,,,66,84
110280,note_off,,,,,120,0,1,,,,0,,,68,64
110280,note_on,,,,,0,0,1,,,,0,,,69,92
110280,note_off,,,,,0,0,1,,,,0,,,71,64
110400,note_off,,,,,480,0,2,,,,1,,,57,64
110400,note_off,,,,,0,0,1,,,,0,,,69,64
110400,note_on,,,,,0,0,1,,,,0,,,64,82
110400,note_off,,,,,0,0,2,,,,1,,,49,64
110400,note_off,,,,,0,0,2,,,,1,,,54,64
110400,note_on,,,,,0,0,2,,,,1,,,37,79
110400,note_off,,,,,120,0,1,,,,0,,,66,64
110400,note_on,,,,,0,0,1,,,,0,,,68,76
110520,note_off,,,,,120,0,1,,,,0,,,64,64
110520,note_off,,,,,0,0,1,,,,0,,,68,64
110640,note_off,,,,,240,0,2,,,,1,,,37,64
110880,note_on,,,,,0,0,2,,,,1,,,52,77
110880,note_on,,,,,360,0,1,,,,0,,,68,82
110880,note_on,,,,,240,0,2,,,,1,,,56,83
110880,note_on,,,,,0,0,2,,,,1,,,49,61
110910,note_on,,,,,0,0,1,,,,0,,,69,82
110910,note_off,,,,,30,0,1,,,,0,,,68,64
110940,note_on,,,,,0,0,1,,,,0,,,68,82
110940,note_off,,,,,30,0,1,,,,0,,,69,64
110940,note_on,,,,,0,0,1,,,,0,,,64,76
111240,note_on,,,,,0,0,1,,,,0,,,63,88
111240,note_off,,,,,300,0,1,,,,0,,,64,64
111240,note_on,,,,,0,0,1,,,,0,,,67,86
111240,note_on,,,,,0,0,1,,,,0,,,68,10
111360,note_off,,,,,120,0,1,,,,0,,,67,64
111360,note_off,,,,,0,0,2,,,,1,,,49,64
111360,note_on,,,,,0,0,1,,,,0,,,68,84
111360,note_off,,,,,0,0,1,,,,0,,,63,64
111360,note_off,,,,,0,0,2,,,,1,,,52,64
111360,note_off,,,,,480,0,2,,,,1,,,56,64
111360,note_on,,,,,0,0,1,,,,0,,,64,74
112079,note_off,,,,,719,0,1,,,,0,,,68,64
112080,note_off,,,,,1,0,1,,,,0,,,64,64
112140,note_on,,,,,780,0,2,,,,1,,,37,75
112200,note_on,,,,,0,0,2,,,,1,,,39,79
112200,note_off,,,,,60,0,2,,,,1,,,37,64
112260,note_off,,,,,60,0,2,,,,1,,,39,64
112260,note_on,,,,,0,0,2,,,,1,,,40,83
112320,note_off,,,,,60,0,2,,,,1,,,40,64
112320,note_on,,,,,0,0,2,,,,1,,,30,83
112440,note_off,,,,,120,0,2,,,,1,,,30,64
112800,note_on,,,,,0,0,2,,,,1,,,50,73
112800,note_on,,,,,0,0,2,,,,1,,,54,27
112800,note_on,,,,,360,0,2,,,,1,,,42,69
112800,note_on,,,,,720,0,1,,,,0,,,57,70
112800,note_on,,,,,0,0,2,,,,1,,,45,73
112830,note_on,,,,,0,0,1,,,,0,,,62,92
112830,note_off,,,,,30,0,1,,,,0,,,57,64
112860,note_off,,,,,30,0,1,,,,0,,,62,64
112860,note_on,,,,,0,0,1,,,,0,,,68,84
112890,note_off,,,,,30,0,1,,,,0,,,68,64
112890,note_on,,,,,0,0,1,,,,0,,,62,86
112890,note_on,,,,,0,0,1,,,,0,,,57,72
112890,note_on,,,,,0,0,1,,,,0,,,66,82
113160,note_off,,,,,0,0,1,,,,0,,,66,64
113160,note_on,,,,,0,0,1,,,,0,,,61,82
113160,note_off,,,,,270,0,1,,,,0,,,62,64
113160,note_on,,,,,0,0,1,,,,0,,,65,86
113280,note_off,,,,,0,0,1,,,,0,,,65,64
113280,note_on,,,,,0,0,1,,,,0,,,66,60
113280,note_off,,,,,120,0,1,,,,0,,,57,64
113280,note_on,,,,,0,0,1,,,,0,,,57,52
113280,note_on,,,,,0,0,1,,,,0,,,62,88
113280,note_off,,,,,0,0,1,,,,0,,,61,64
113519,note_off,,,,,0,0,2,,,,1,,,50,64
113519,note_off,,,,,0,0,2,,,,1,,,54,64
113519,note_off,,,,,0,0,2,,,,1,,,45,64
113519,note_off,,,,,719,0,2,,,,1,,,42,64
113520,note_off,,,,,0,0,1,,,,0,,,62,64
113520,note_off,,,,,0,0,1,,,,0,,,57,64
113520,note_off,,,,,240,0,1,,,,0,,,66,64
114060,note_on,,,,,541,0,2,,,,1,,,38,73
114120,note_on,,,,,0,0,2,,,,1,,,40,73
114120,note_off,,,,,60,0,2,,,,1,,,38,64
114180,note_on,,,,,0,0,2,,,,1,,,42,69
114180,note_off,,,,,60,0,2,,,,1,,,40,64
114240,note_off,,,,,60,0,2,,,,1,,,42,64
114240,note_on,,,,,0,0,2,,,,1,,,32,77
114360,note_off,,,,,120,0,2,,,,1,,,32,64
114720,note_on,,,,,0,0,2,,,,1,,,45,73
114720,note_on,,,,,0,0,2,,,,1,,,48,75
114720,note_on,,,,,360,0,2,,,,1,,,42,77
114720,note_on,,,,,0,0,2,,,,1,,,50,61
114720,note_on,,,,,1200,0,1,,,,0,,,57,64
114720,note_on,,,,,0,0,1,,,,0,,,54,86
115080,note_on,,,,,0,0,1,,,,0,,,53,78
115080,note_off,,,,,0,0,1,,,,0,,,54,64
115080,note_off,,,,,360,0,1,,,,0,,,57,64
115080,note_on,,,,,0,0,1,,,,0,,,56,88
115200,note_off,,,,,120,0,1,,,,0,,,56,64
115200,note_on,,,,,0,0,1,,,,0,,,57,86
115200,note_on,,,,,0,0,1,,,,0,,,54,82
115200,note_off,,,,,0,0,1,,,,0,,,53,64
116159,note_off,,,,,0,0,2,,,,1,,,50,64
116159,note_off,,,,,1439,0,2,,,,1,,,42,64
116159,note_off,,,,,0,0,2,,,,1,,,48,64
116159,note_off,,,,,0,0,2,,,,1,,,45,64
116639,note_off,,,,,0,0,1,,,,0,,,54,64
116639,note_off,,,,,1439,0,1,,,,0,,,57,64
116640,note_on,,,,,0,0,1,,,,0,,,48,92
116640,note_on,,,,,0,0,1,,,,0,,,50,76
116640,note_on,,,,,0,0,1,,,,0,,,54,80
116640,note_on,,,,,1,0,1,,,,0,,,56,68
116940,note_on,,,,,781,0,2,,,,1,,,32,75
117000,note_on,,,,,0,0,2,,,,1,,,33,75
117000,note_off,,,,,60,0,2,,,,1,,,32,64
117060,note_on,,,,,0,0,2,,,,1,,,36,77
117060,note_off,,,,,60,0,2,,,,1,,,33,64
117120,note_off,,,,,60,0,2,,,,1,,,36,64
117120,note_off,,,,,0,0,1,,,,0,,,50,64
117120,note_off,,,,,480,0,1,,,,0,,,56,64
117120,note_off,,,,,0,0,1,,,,0,,,48,64
117120,note_on,,,,,0,0,2,,,,1,,,37,83
117120,note_off,,,,,0,0,1,,,,0,,,54,64
117580,set_tempo,,,,,12740,1,0,769230,,,,,,,
117600,note_on,,,,,480,0,1,,,,0,,,56,74
117600,note_on,,,,,0,0,1,,,,0,,,53,78
117600,note_on,,,,,0,0,1,,,,0,,,49,80
118080,note_off,,,,,960,0,2,,,,1,,,37,64
118080,note_on,,,,,0,0,2,,,,1,,,37,87
118080,note_off,,,,,480,0,1,,,,0,,,56,64
118080,note_off,,,,,0,0,1,,,,0,,,53,64
118080,note_off,,,,,0,0,1,,,,0,,,49,64
118140,note_on,,,,,0,0,2,,,,1,,,35,83
118140,note_off,,,,,60,0,2,,,,1,,,37,64
118200,note_off,,,,,60,0,2,,,,1,,,35,64
118200,note_on,,,,,0,0,2,,,,1,,,37,83
118260,note_off,,,,,60,0,2,,,,1,,,37,64
118260,note_on,,,,,0,0,2,,,,1,,,35,79
118330,set_tempo,,,,,750,1,0,779220,,,,,,,
118560,note_on,,,,,0,0,1,,,,0,,,50,86
118560,note_on,,,,,480,0,1,,,,0,,,56,56
118560,note_on,,,,,0,0,1,,,,0,,,54,92
118800,note_on,,,,,0,0,2,,,,1,,,37,77
118800,note_off,,,,,540,0,2,,,,1,,,35,64
118860,note_off,,,,,60,0,2,,,,1,,,37,64
118860,note_on,,,,,0,0,2,,,,1,,,40,83
118920,note_off,,,,,60,0,2,,,,1,,,40,64
118920,note_on,,,,,0,0,2,,,,1,,,38,79
118980,note_off,,,,,60,0,2,,,,1,,,38,64
118980,note_on,,,,,0,0,2,,,,1,,,37,87
119040,note_off,,,,,0,0,1,,,,0,,,54,64
119040,note_off,,,,,0,0,1,,,,0,,,50,64
119040,note_off,,,,,480,0,1,,,,0,,,56,64
119090,set_tempo,,,,,760,1,0,789473,,,,,,,
119520,note_on,,,,,0,0,1,,,,0,,,49,82
119520,note_on,,,,,0,0,1,,,,0,,,53,96
119520,note_on,,,,,480,0,1,,,,0,,,56,72
120000,note_off,,,,,0,0,1,,,,0,,,53,64
120000,note_off,,,,,0,0,1,,,,0,,,49,64
120000,note_on,,,,,0,0,2,,,,1,,,37,69
120000,note_off,,,,,1020,0,2,,,,1,,,37,64
120000,note_off,,,,,480,0,1,,,,0,,,56,64
120060,note_on,,,,,0,0,2,,,,1,,,35,73
120060,note_off,,,,,60,0,2,,,,1,,,37,64
120120,note_on,,,,,0,0,2,,,,1,,,37,75
120120,note_off,,,,,60,0,2,,,,1,,,35,64
120180,note_off,,,,,60,0,2,,,,1,,,37,64
120180,note_on,,,,,0,0,2,,,,1,,,35,83
120480,note_on,,,,,0,0,1,,,,0,,,50,82
120480,note_on,,,,,480,0,1,,,,0,,,56,48
120480,note_on,,,,,0,0,1,,,,0,,,54,74
120560,set_tempo,,,,,1470,1,0,800000,,,,,,,
120660,note_off,,,,,480,0,2,,,,1,,,35,64
120660,note_on,,,,,0,0,2,,,,1,,,33,73
120720,note_off,,,,,60,0,2,,,,1,,,33,64
120720,note_on,,,,,0,0,2,,,,1,,,32,79
120780,note_on,,,,,0,0,2,,,,1,,,35,73
120780,note_off,,,,,60,0,2,,,,1,,,32,64
120840,note_on,,,,,0,0,2,,,,1,,,33,73
120840,note_off,,,,,60,0,2,,,,1,,,35,64
120900,note_off,,,,,60,0,2,,,,1,,,33,64
120900,note_on,,,,,0,0,2,,,,1,,,32,71
120960,note_off,,,,,480,0,1,,,,0,,,56,64
120960,note_on,,,,,0,0,2,,,,1,,,32,87
120960,note_off,,,,,0,0,1,,,,0,,,54,64
120960,note_off,,,,,60,0,2,,,,1,,,32,64
120960,note_off,,,,,0,0,1,,,,0,,,50,64
121440,note_on,,,,,0,0,1,,,,0,,,53,84
121440,note_on,,,,,0,0,1,,,,0,,,49,36
121440,note_on,,,,,480,0,1,,,,0,,,56,46
121920,note_off,,,,,0,0,1,,,,0,,,49,64
121920,note_off,,,,,480,0,1,,,,0,,,56,64
121920,note_on,,,,,0,0,2,,,,1,,,32,79
121920,note_off,,,,,960,0,2,,,,1,,,32,64
121920,note_off,,,,,0,0,1,,,,0,,,53,64
122020,set_tempo,,,,,1460,1,0,821917,,,,,,,
122160,set_tempo,,,,,140,1,0,833333,,,,,,,
122400,note_on,,,,,480,0,1,,,,0,,,56,48
122400,note_on,,,,,0,0,1,,,,0,,,54,86
122400,note_on,,,,,0,0,1,,,,0,,,51,82
122400,note_on,,,,,0,0,1,,,,0,,,48,86
122610,set_tempo,,,,,450,1,0,845070,,,,,,,
122860,set_tempo,,,,,250,1,0,869565,,,,,,,
122880,note_off,,,,,0,0,1,,,,0,,,48,64
122880,note_on,,,,,0,0,1,,,,0,,,44,75
122880,note_on,,,,,0,0,1,,,,0,,,53,91
122880,note_off,,,,,960,0,2,,,,1,,,32,64
122880,note_on,,,,,0,0,2,,,,1,,,37,77
122880,note_off,,,,,480,0,1,,,,0,,,56,64
122880,note_on,,,,,0,0,1,,,,0,,,56,11
122880,note_off,,,,,0,0,1,,,,0,,,54,64
122880,note_off,,,,,0,0,1,,,,0,,,51,64
122880,note_on,,,,,0,0,2,,,,1,,,25,97
122880,note_on,,,,,0,0,1,,,,0,,,49,77
124319,note_off,,,,,1439,0,2,,,,1,,,25,64
124319,note_off,,,,,0,0,1,,,,0,,,53,64
124319,note_off,,,,,0,0,1,,,,0,,,49,64
124319,note_off,,,,,0,0,2,,,,1,,,37,64
124319,note_off,,,,,0,0,1,,,,0,,,44,64
124319,note_off,,,,,1439,0,1,,,,0,,,56,64
124739,note_off,,,,,420,0,1,,,,0,,,68,64
124799,note_off,,,,,0,0,2,,,,1,,,73,64
124799,note_off,,,,,480,0,2,,,,1,,,73,64
124799,note_off,,,,,60,0,1,,,,0,,,68,64
124800,note_on,,,,,71530,0,3,,,,2,,,80,91
124800,set_tempo,,,,,1940,1,0,413793,,,,,,,
124800,note_on,,,,,1,0,1,,,,0,,,73,69
124830,note_on,,,,,0,0,1,,,,0,,,80,83
124830,note_off,,,,,30,0,1,,,,0,,,73,64
124860,note_off,,,,,30,0,1,,,,0,,,80,64
124860,note_on,,,,,0,0,1,,,,0,,,85,83
125160,note_off,,,,,360,0,3,,,,2,,,80,64
125160,note_on,,,,,0,0,3,,,,2,,,73,77
125280,note_off,,,,,120,0,3,,,,2,,,73,64
125280,note_on,,,,,0,0,3,,,,2,,,80,83
125640,note_off,,,,,360,0,3,,,,2,,,80,64
125640,note_on,,,,,0,0,3,,,,2,,,81,91
125699,note_off,,,,,839,0,1,,,,0,,,85,64
125760,note_off,,,,,120,0,3,,,,2,,,81,64
125760,note_on,,,,,61,0,1,,,,0,,,73,59
125760,note_on,,,,,0,0,3,,,,2,,,80,91
125790,note_off,,,,,30,0,1,,,,0,,,73,64
125790,note_on,,,,,0,0,1,,,,0,,,80,63
125820,note_on,,,,,0,0,1,,,,0,,,85,93
125820,note_off,,,,,30,0,1,,,,0,,,80,64
126120,note_on,,,,,0,0,3,,,,2,,,83,93
126120,note_off,,,,,360,0,3,,,,2,,,80,64
126240,note_off,,,,,120,0,3,,,,2,,,83,64
126240,note_on,,,,,0,0,3,,,,2,,,81,103
126600,note_off,,,,,360,0,3,,,,2,,,81,64
126600,note_on,,,,,0,0,3,,,,2,,,80,91
126659,note_off,,,,,839,0,1,,,,0,,,85,64
126720,note_on,,,,,61,0,1,,,,0,,,73,57
126720,note_on,,,,,0,0,3,,,,2,,,78,91
126720,note_off,,,,,120,0,3,,,,2,,,80,64
126750,note_on,,,,,0,0,1,,,,0,,,78,73
126750,note_off,,,,,30,0,1,,,,0,,,73,64
126780,note_on,,,,,0,0,1,,,,0,,,85,73
126780,note_off,,,,,30,0,1,,,,0,,,78,64
126840,note_off,,,,,60,0,1,,,,0,,,85,64
127080,note_off,,,,,360,0,3,,,,2,,,78,64
127080,note_on,,,,,0,0,3,,,,2,,,73,83
127200,note_off,,,,,120,0,3,,,,2,,,73,64
127200,note_on,,,,,0,0,3,,,,2,,,78,87
127560,note_on,,,,,0,0,3,,,,2,,,80,83
127560,note_off,,,,,360,0,3,,,,2,,,78,64
127680,note_on,,,,,840,0,1,,,,0,,,73,43
127680,note_off,,,,,120,0,3,,,,2,,,80,64
127680,note_on,,,,,0,0,3,,,,2,,,81,93
127710,note_on,,,,,0,0,1,,,,0,,,81,67
127710,note_off,,,,,30,0,1,,,,0,,,73,64
127740,note_off,,,,,30,0,1,,,,0,,,81,64
127740,note_on,,,,,0,0,1,,,,0,,,85,79
128040,note_on,,,,,0,0,3,,,,2,,,85,91
128040,note_off,,,,,360,0,3,,,,2,,,81,64
128160,note_off,,,,,120,0,3,,,,2,,,85,64
128160,note_on,,,,,0,0,3,,,,2,,,83,97
128520,note_on,,,,,0,0,3,,,,2,,,81,97
128520,note_off,,,,,360,0,3,,,,2,,,83,64
128579,note_off,,,,,839,0,1,,,,0,,,85,64
128640,note_off,,,,,120,0,3,,,,2,,,81,64
128640,note_on,,,,,61,0,1,,,,0,,,73,65
128640,note_on,,,,,0,0,3,,,,2,,,80,91
128670,note_off,,,,,30,0,1,,,,0,,,73,64
128670,note_on,,,,,0,0,1,,,,0,,,80,65
128700,note_off,,,,,30,0,1,,,,0,,,80,64
128700,note_on,,,,,0,0,1,,,,0,,,85,75
129000,note_on,,,,,0,0,3,,,,2,,,73,87
129000,note_off,,,,,360,0,3,,,,2,,,80,64
129120,note_on,,,,,0,0,3,,,,2,,,80,93
129120,note_off,,,,,120,0,3,,,,2,,,73,64
129480,note_off,,,,,360,0,3,,,,2,,,80,64
129480,note_on,,,,,0,0,3,,,,2,,,81,97
129539,note_off,,,,,839,0,1,,,,0,,,85,64
129600,note_on,,,,,61,0,1,,,,0,,,73,51
129600,note_off,,,,,120,0,3,,,,2,,,81,64
129600,note_on,,,,,0,0,3,,,,2,,,80,103
129630,note_on,,,,,0,0,1,,,,0,,,80,75
129630,note_off,,,,,30,0,1,,,,0,,,73,64
129660,note_off,,,,,30,0,1,,,,0,,,80,64
129660,note_on,,,,,0,0,1,,,,0,,,85,77
129960,note_on,,,,,0,0,3,,,,2,,,83,97
129960,note_off,,,,,360,0,3,,,,2,,,80,64
130080,note_off,,,,,120,0,3,,,,2,,,83,64
130080,note_on,,,,,0,0,3,,,,2,,,81,107
130440,note_on,,,,,0,0,3,,,,2,,,80,97
130440,note_off,,,,,360,0,3,,,,2,,,81,64
130499,note_off,,,,,839,0,1,,,,0,,,85,64
130560,note_off,,,,,120,0,3,,,,2,,,80,64
130560,note_on,,,,,0,0,3,,,,2,,,78,93
130560,note_on,,,,,61,0,1,,,,0,,,73,49
130590,note_on,,,,,0,0,1,,,,0,,,78,59
130590,note_off,,,,,30,0,1,,,,0,,,73,64
130620,note_on,,,,,0,0,1,,,,0,,,85,75
130620,note_off,,,,,30,0,1,,,,0,,,78,64
130920,note_on,,,,,0,0,3,,,,2,,,73,75
130920,note_off,,,,,360,0,3,,,,2,,,78,64
131040,note_off,,,,,120,0,3,,,,2,,,73,64
131040,note_on,,,,,0,0,3,,,,2,,,78,97
131400,note_on,,,,,0,0,3,,,,2,,,80,91
131400,note_off,,,,,360,0,3,,,,2,,,78,64
131459,note_off,,,,,839,0,1,,,,0,,,85,64
131520,note_on,,,,,0,0,3,,,,2,,,78,93
131520,note_off,,,,,120,0,3,,,,2,,,80,64
131520,note_on,,,,,61,0,1,,,,0,,,73,65
131550,note_on,,,,,0,0,1,,,,0,,,78,63
131550,note_off,,,,,30,0,1,,,,0,,,73,64
131580,note_off,,,,,30,0,1,,,,0,,,78,64
131580,note_on,,,,,0,0,1,,,,0,,,85,69
131880,note_off,,,,,360,0,3,,,,2,,,78,64
131880,note_on,,,,,0,0,3,,,,2,,,73,79
132000,note_off,,,,,120,0,3,,,,2,,,73,64
132000,note_on,,,,,0,0,3,,,,2,,,81,103
132360,note_off,,,,,360,0,3,,,,2,,,81,64
132360,note_on,,,,,0,0,3,,,,2,,,73,87
132419,note_off,,,,,839,0,1,,,,0,,,85,64
132470,note_off,,,,,110,0,3,,,,2,,,73,64
132480,control_change,,,,,7681,0,2,,,,1,0,0,,
132480,control_change,,,,,61,0,1,,,,0,0,0,,
132480,control_change,,,,,10,0,3,,,,2,0,0,,
132480,note_on,,,,,0,0,1,,,,0,,,73,69
132480,note_on,,,,,0,0,3,,,,2,,,80,91
132510,note_off,,,,,30,0,1,,,,0,,,73,64
132510,note_on,,,,,0,0,1,,,,0,,,80,83
132540,note_off,,,,,30,0,1,,,,0,,,80,64
132540,note_on,,,,,0,0,1,,,,0,,,85,83
132840,note_on,,,,,0,0,3,,,,2,,,73,77
132840,note_off,,,,,360,0,3,,,,2,,,80,64
132960,note_on,,,,,0,0,3,,,,2,,,80,83
132960,note_off,,,,,120,0,3,,,,2,,,73,64
132960,note_on,,,,,65770,0,4,,,,3,,,68,79
132990,note_on,,,,,0,0,4,,,,3,,,77,63
132990,note_off,,,,,30,0,4,,,,3,,,68,64
133020,note_on,,,,,0,0,4,,,,3,,,68,77
133020,note_off,,,,,30,0,4,,,,3,,,77,64
133320,note_off,,,,,360,0,3,,,,2,,,80,64
133320,note_on,,,,,0,0,3,,,,2,,,81,91
133379,note_off,,,,,839,0,1,,,,0,,,85,64
133440,note_on,,,,,0,0,3,,,,2,,,80,91
133440,note_off,,,,,420,0,4,,,,3,,,68,64
133440,note_on,,,,,61,0,1,,,,0,,,73,59
133440,note_off,,,,,120,0,3,,,,2,,,81,64
133470,note_on,,,,,0,0,1,,,,0,,,80,63
133470,note_off,,,,,30,0,1,,,,0,,,73,64
133500,note_off,,,,,30,0,1,,,,0,,,80,64
133500,note_on,,,,,0,0,1,,,,0,,,85,93
133800,note_off,,,,,360,0,3,,,,2,,,80,64
133800,note_on,,,,,0,0,3,,,,2,,,83,93
133920,note_on,,,,,480,0,4,,,,3,,,92,67
133920,note_on,,,,,0,0,3,,,,2,,,81,103
133920,note_off,,,,,120,0,3,,,,2,,,83,64
133950,note_off,,,,,30,0,4,,,,3,,,92,64
133950,note_on,,,,,0,0,4,,,,3,,,97,69
133980,note_off,,,,,30,0,4,,,,3,,,97,64
133980,note_on,,,,,0,0,4,,,,3,,,92,77
134280,note_off,,,,,360,0,3,,,,2,,,81,64
134280,note_on,,,,,0,0,3,,,,2,,,80,91
134339,note_off,,,,,839,0,1,,,,0,,,85,64
134400,note_on,,,,,61,0,1,,,,0,,,73,57
134400,note_off,,,,,120,0,3,,,,2,,,80,64
134400,note_on,,,,,0,0,3,,,,2,,,78,91
134400,note_off,,,,,420,0,4,,,,3,,,92,64
134430,note_on,,,,,0,0,1,,,,0,,,78,73
134430,note_off,,,,,30,0,1,,,,0,,,73,64
134460,note_off,,,,,30,0,1,,,,0,,,78,64
134460,note_on,,,,,0,0,1,,,,0,,,85,73
134520,note_off,,,,,60,0,1,,,,0,,,85,64
134760,note_off,,,,,360,0,3,,,,2,,,78,64
134760,note_on,,,,,0,0,3,,,,2,,,73,83
134880,note_off,,,,,120,0,3,,,,2,,,73,64
134880,note_on,,,,,480,0,4,,,,3,,,61,57
134880,note_on,,,,,0,0,3,,,,2,,,78,87
134910,note_on,,,,,0,0,4,,,,3,,,69,69
134910,note_off,,,,,30,0,4,,,,3,,,61,64
134940,note_on,,,,,0,0,4,,,,3,,,61,71
134940,note_off,,,,,30,0,4,,,,3,,,69,64
135240,note_on,,,,,0,0,3,,,,2,,,80,83
135240,note_off,,,,,360,0,3,,,,2,,,78,64
135350,note_off,,,,,410,0,4,,,,3,,,61,64
135360,note_on,,,,,840,0,1,,,,0,,,73,43
135360,note_on,,,,,0,0,3,,,,2,,,81,93
135360,note_off,,,,,120,0,3,,,,2,,,80,64
135390,note_off,,,,,30,0,1,,,,0,,,73,64
135390,note_on,,,,,0,0,1,,,,0,,,81,67
