tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
37824,note_on,,,,,68,0,1,,,,,0,,,62,121
37852,note_off,,,,,28,0,1,,,,,0,,,62,77
37852,note_off,,,,,28,0,2,,,,,1,,,38,77
38016,note_on,,,,,164,0,2,,,,,1,,,52,121
38016,note_on,,,,,0,0,2,,,,,1,,,40,121
38016,note_on,,,,,164,0,1,,,,,0,,,64,121
38076,note_off,,,,,0,0,2,,,,,1,,,40,77
38076,note_off,,,,,60,0,1,,,,,0,,,64,77
38076,note_off,,,,,60,0,2,,,,,1,,,52,77
38208,note_on,,,,,0,0,2,,,,,1,,,35,121
38208,note_on,,,,,132,0,2,,,,,1,,,47,121
38208,note_on,,,,,132,0,1,,,,,0,,,59,121
38268,note_off,,,,,60,0,1,,,,,0,,,59,77
38268,note_off,,,,,60,0,2,,,,,1,,,47,77
38268,note_off,,,,,0,0,2,,,,,1,,,35,77
38592,note_on,,,,,0,0,2,,,,,1,,,40,121
38592,note_on,,,,,324,0,1,,,,,0,,,64,121
38592,note_on,,,,,324,0,2,,,,,1,,,52,121
38652,note_off,,,,,60,0,2,,,,,1,,,52,77
38652,note_off,,,,,0,0,2,,,,,1,,,40,77
38652,note_off,,,,,60,0,1,,,,,0,,,64,77
38784,note_on,,,,,132,0,2,,,,,1,,,48,121
38784,note_on,,,,,132,0,1,,,,,0,,,60,121
38784,note_on,,,,,0,0,2,,,,,1,,,36,121
38844,note_off,,,,,0,0,2,,,,,1,,,36,77
38844,note_off,,,,,60,0,1,,,,,0,,,60,77
38844,note_off,,,,,60,0,2,,,,,1,,,48,77
39168,note_on,,,,,0,0,2,,,,,1,,,41,121
39168,note_on,,,,,324,0,1,,,,,0,,,65,121
39168,note_on,,,,,324,0,2,,,,,1,,,53,121
39228,note_off,,,,,0,0,2,,,,,1,,,41,77
39228,note_off,,,,,60,0,2,,,,,1,,,53,77
39228,note_off,,,,,60,0,1,,,,,0,,,65,77
39360,note_on,,,,,132,0,2,,,,,1,,,36,121
39360,note_on,,,,,132,0,1,,,,,0,,,60,121
39360,note_on,,,,,0,0,2,,,,,1,,,48,121
39420,note_off,,,,,0,0,2,,,,,1,,,48,77
39420,note_off,,,,,60,0,1,,,,,0,,,60,77
39420,note_off,,,,,60,0,2,,,,,1,,,36,77
39744,note_on,,,,,324,0,1,,,,,0,,,65,121
39744,note_on,,,,,324,0,2,,,,,1,,,53,121
39744,note_on,,,,,0,0,2,,,,,1,,,41,121
39804,note_off,,,,,60,0,2,,,,,1,,,53,77
39804,note_off,,,,,0,0,2,,,,,1,,,41,77
39804,note_off,,,,,60,0,1,,,,,0,,,65,77
39936,note_on,,,,,0,0,2,,,,,1,,,37,121
39936,note_on,,,,,132,0,2,,,,,1,,,49,121
39936,note_on,,,,,132,0,1,,,,,0,,,61,121
39996,note_off,,,,,0,0,2,,,,,1,,,37,77
39996,note_off,,,,,60,0,2,,,,,1,,,49,77
39996,note_off,,,,,60,0,1,,,,,0,,,61,77
40320,note_on,,,,,0,0,2,,,,,1,,,42,121
40320,note_on,,,,,324,0,1,,,,,0,,,66,121
40320,note_on,,,,,324,0,2,,,,,1,,,54,121
40380,note_off,,,,,60,0,1,,,,,0,,,66,77
40380,note_off,,,,,60,0,2,,,,,1,,,54,77
40380,note_off,,,,,0,0,2,,,,,1,,,42,77
40512,note_on,,,,,0,0,2,,,,,1,,,38,121
40512,note_on,,,,,132,0,2,,,,,1,,,50,121
40512,note_on,,,,,132,0,1,,,,,0,,,62,121
40572,note_off,,,,,0,0,2,,,,,1,,,38,77
40572,note_off,,,,,60,0,2,,,,,1,,,50,77
40572,note_off,,,,,60,0,1,,,,,0,,,62,77
40896,note_on,,,,,324,0,1,,,,,0,,,67,121
40896,note_on,,,,,324,0,2,,,,,1,,,55,121
40896,note_on,,,,,0,0,2,,,,,1,,,43,121
40956,note_off,,,,,60,0,1,,,,,0,,,67,77
40956,note_off,,,,,0,0,2,,,,,1,,,43,77
40956,note_off,,,,,60,0,2,,,,,1,,,55,77
41088,note_on,,,,,0,0,2,,,,,1,,,51,121
41088,note_on,,,,,132,0,2,,,,,1,,,39,121
41088,note_on,,,,,132,0,1,,,,,0,,,63,121
41148,note_off,,,,,0,0,2,,,,,1,,,51,77
41148,note_off,,,,,60,0,1,,,,,0,,,63,77
41148,note_off,,,,,60,0,2,,,,,1,,,39,77
41472,note_on,,,,,324,0,1,,,,,0,,,68,121
41472,note_on,,,,,324,0,2,,,,,1,,,56,121
41472,note_on,,,,,0,0,2,,,,,1,,,44,121
41532,note_off,,,,,60,0,2,,,,,1,,,56,77
41532,note_off,,,,,0,0,2,,,,,1,,,44,77
41532,note_off,,,,,60,0,1,,,,,0,,,68,77
41664,note_on,,,,,132,0,1,,,,,0,,,64,121
41664,note_on,,,,,0,0,2,,,,,1,,,52,121
41664,note_on,,,,,132,0,2,,,,,1,,,40,121
41724,note_off,,,,,0,0,2,,,,,1,,,52,77
41724,note_off,,,,,60,0,1,,,,,0,,,64,77
41724,note_off,,,,,60,0,2,,,,,1,,,40,77
41856,note_on,,,,,132,0,2,,,,,1,,,57,121
41856,note_on,,,,,0,0,2,,,,,1,,,45,121
41856,note_on,,,,,132,0,1,,,,,0,,,69,121
41916,note_off,,,,,0,0,2,,,,,1,,,45,77
41916,note_off,,,,,60,0,2,,,,,1,,,57,77
41916,note_off,,,,,60,0,1,,,,,0,,,69,77
42048,note_on,,,,,132,0,2,,,,,1,,,53,121
42048,note_on,,,,,132,0,1,,,,,0,,,65,121
42048,note_on,,,,,0,0,2,,,,,1,,,41,121
42108,note_off,,,,,60,0,2,,,,,1,,,53,77
42108,note_off,,,,,0,0,2,,,,,1,,,41,77
42108,note_off,,,,,60,0,1,,,,,0,,,65,77
42240,note_on,,,,,132,0,1,,,,,0,,,66,121
42240,note_on,,,,,0,0,2,,,,,1,,,42,121
42240,note_on,,,,,132,0,2,,,,,1,,,54,121
42300,note_off,,,,,0,0,2,,,,,1,,,42,77
42300,note_off,,,,,60,0,2,,,,,1,,,54,77
42300,note_off,,,,,60,0,1,,,,,0,,,66,77
42432,note_on,,,,,0,0,2,,,,,1,,,35,121
42432,note_on,,,,,0,0,1,,,,,0,,,59,121
42432,note_on,,,,,132,0,1,,,,,0,,,71,121
42432,note_on,,,,,132,0,2,,,,,1,,,47,121
42492,note_off,,,,,0,0,1,,,,,0,,,59,77
42492,note_off,,,,,60,0,1,,,,,0,,,71,77
42492,note_off,,,,,0,0,2,,,,,1,,,35,77
42492,note_off,,,,,60,0,2,,,,,1,,,47,77
42624,note_on,,,,,0,0,2,,,,,1,,,40,121
42624,note_on,,,,,0,0,1,,,,,0,,,64,121
42624,note_on,,,,,132,0,2,,,,,1,,,52,121
42624,note_on,,,,,132,0,1,,,,,0,,,76,121
42684,note_off,,,,,0,0,1,,,,,0,,,64,77
42684,note_off,,,,,60,0,1,,,,,0,,,76,77
42684,note_off,,,,,0,0,2,,,,,1,,,40,77
42684,note_off,,,,,60,0,2,,,,,1,,,52,77
42816,note_on,,,,,0,0,1,,,,,0,,,59,121
42816,note_on,,,,,132,0,2,,,,,1,,,47,121
42816,note_on,,,,,0,0,2,,,,,1,,,35,121
42816,note_on,,,,,132,0,1,,,,,0,,,71,121
42876,note_off,,,,,60,0,1,,,,,0,,,71,77
42876,note_off,,,,,0,0,2,,,,,1,,,35,77
42876,note_off,,,,,0,0,1,,,,,0,,,59,77
42876,note_off,,,,,60,0,2,,,,,1,,,47,77
43200,note_on,,,,,324,0,2,,,,,1,,,52,121
43200,note_on,,,,,0,0,2,,,,,1,,,40,121
43200,note_on,,,,,0,0,1,,,,,0,,,64,121
43200,note_on,,,,,324,0,1,,,,,0,,,76,121
43260,note_off,,,,,60,0,1,,,,,0,,,76,77
43260,note_off,,,,,0,0,1,,,,,0,,,64,77
43260,note_off,,,,,60,0,2,,,,,1,,,52,77
43260,note_off,,,,,0,0,2,,,,,1,,,40,77
43392,note_on,,,,,0,0,2,,,,,1,,,36,121
43392,note_on,,,,,132,0,2,,,,,1,,,48,121
43392,note_on,,,,,0,0,1,,,,,0,,,60,121
43392,note_on,,,,,132,0,1,,,,,0,,,72,121
43452,note_off,,,,,0,0,2,,,,,1,,,36,77
43452,note_off,,,,,60,0,1,,,,,0,,,72,77
43452,note_off,,,,,0,0,1,,,,,0,,,60,77
43452,note_off,,,,,60,0,2,,,,,1,,,48,77
43776,note_on,,,,,324,0,1,,,,,0,,,77,121
43776,note_on,,,,,0,0,1,,,,,0,,,65,121
43776,note_on,,,,,324,0,2,,,,,1,,,53,121
43776,note_on,,,,,0,0,2,,,,,1,,,41,121
43836,note_off,,,,,0,0,2,,,,,1,,,41,77
43836,note_off,,,,,60,0,1,,,,,0,,,77,77
43836,note_off,,,,,60,0,2,,,,,1,,,53,77
43836,note_off,,,,,0,0,1,,,,,0,,,65,77
43968,note_on,,,,,0,0,2,,,,,1,,,36,121
43968,note_on,,,,,132,0,1,,,,,0,,,72,121
43968,note_on,,,,,0,0,1,,,,,0,,,60,121
43968,note_on,,,,,132,0,2,,,,,1,,,48,121
44028,note_off,,,,,0,0,2,,,,,1,,,36,77
44028,note_off,,,,,60,0,2,,,,,1,,,48,77
44028,note_off,,,,,60,0,1,,,,,0,,,72,77
44028,note_off,,,,,0,0,1,,,,,0,,,60,77
44352,note_on,,,,,0,0,2,,,,,1,,,41,121
44352,note_on,,,,,0,0,1,,,,,0,,,65,121
44352,note_on,,,,,324,0,2,,,,,1,,,53,121
44352,note_on,,,,,324,0,1,,,,,0,,,77,121
44412,note_off,,,,,0,0,2,,,,,1,,,41,77
44412,note_off,,,,,60,0,2,,,,,1,,,53,77
44412,note_off,,,,,60,0,1,,,,,0,,,77,77
44412,note_off,,,,,0,0,1,,,,,0,,,65,77
44544,note_on,,,,,132,0,2,,,,,1,,,49,121
44544,note_on,,,,,132,0,1,,,,,0,,,73,121
44544,note_on,,,,,0,0,1,,,,,0,,,61,121
44544,note_on,,,,,0,0,2,,,,,1,,,37,121
44604,note_off,,,,,0,0,1,,,,,0,,,61,77
44604,note_off,,,,,60,0,2,,,,,1,,,49,77
44604,note_off,,,,,0,0,2,,,,,1,,,37,77
44604,note_off,,,,,60,0,1,,,,,0,,,73,77
44928,note_on,,,,,0,0,2,,,,,1,,,42,121
44928,note_on,,,,,324,0,2,,,,,1,,,54,121
44928,note_on,,,,,324,0,1,,,,,0,,,78,121
44928,note_on,,,,,0,0,1,,,,,0,,,66,121
44988,note_off,,,,,0,0,1,,,,,0,,,66,77
44988,note_off,,,,,0,0,2,,,,,1,,,42,77
44988,note_off,,,,,60,0,2,,,,,1,,,54,77
44988,note_off,,,,,60,0,1,,,,,0,,,78,77
45120,note_on,,,,,132,0,1,,,,,0,,,74,121
45120,note_on,,,,,0,0,2,,,,,1,,,38,121
45120,note_on,,,,,0,0,1,,,,,0,,,62,121
45120,note_on,,,,,132,0,2,,,,,1,,,50,121
45180,note_off,,,,,0,0,1,,,,,0,,,62,77
45180,note_off,,,,,0,0,2,,,,,1,,,38,77
45180,note_off,,,,,60,0,2,,,,,1,,,50,77
45180,note_off,,,,,60,0,1,,,,,0,,,74,77
45504,note_on,,,,,0,0,2,,,,,1,,,43,121
45504,note_on,,,,,324,0,2,,,,,1,,,55,121
45504,note_on,,,,,324,0,1,,,,,0,,,79,121
45504,note_on,,,,,0,0,1,,,,,0,,,67,121
45564,note_off,,,,,60,0,2,,,,,1,,,55,77
45564,note_off,,,,,60,0,1,,,,,0,,,79,77
45564,note_off,,,,,0,0,1,,,,,0,,,67,77
45564,note_off,,,,,0,0,2,,,,,1,,,43,77
45696,note_on,,,,,0,0,1,,,,,0,,,63,121
45696,note_on,,,,,132,0,1,,,,,0,,,75,121
45696,note_on,,,,,132,0,2,,,,,1,,,51,121
45696,note_on,,,,,0,0,2,,,,,1,,,39,121
45756,note_off,,,,,0,0,2,,,,,1,,,39,77
45756,note_off,,,,,60,0,1,,,,,0,,,75,77
45756,note_off,,,,,60,0,2,,,,,1,,,51,77
45756,note_off,,,,,0,0,1,,,,,0,,,63,77
46080,note_on,,,,,324,0,2,,,,,1,,,56,121
46080,note_on,,,,,0,0,2,,,,,1,,,44,121
46080,note_on,,,,,0,0,1,,,,,0,,,68,121
46080,note_on,,,,,324,0,1,,,,,0,,,80,121
46140,note_off,,,,,60,0,2,,,,,1,,,56,77
46140,note_off,,,,,60,0,1,,,,,0,,,80,77
46140,note_off,,,,,0,0,1,,,,,0,,,68,77
46140,note_off,,,,,0,0,2,,,,,1,,,44,77
46272,note_on,,,,,132,0,1,,,,,0,,,76,121
46272,note_on,,,,,132,0,2,,,,,1,,,52,121
46272,note_on,,,,,0,0,1,,,,,0,,,64,121
46272,note_on,,,,,0,0,2,,,,,1,,,40,121
46332,note_off,,,,,60,0,2,,,,,1,,,52,77
46332,note_off,,,,,0,0,2,,,,,1,,,40,77
46332,note_off,,,,,0,0,1,,,,,0,,,64,77
46332,note_off,,,,,60,0,1,,,,,0,,,76,77
46464,note_on,,,,,0,0,2,,,,,1,,,57,121
46464,note_on,,,,,132,0,2,,,,,1,,,45,121
46464,note_on,,,,,0,0,1,,,,,0,,,81,121
46464,note_on,,,,,132,0,1,,,,,0,,,69,121
46524,note_off,,,,,60,0,1,,,,,0,,,69,77
46524,note_off,,,,,60,0,2,,,,,1,,,45,77
46524,note_off,,,,,0,0,1,,,,,0,,,81,77
46524,note_off,,,,,0,0,2,,,,,1,,,57,77
46656,note_on,,,,,0,0,1,,,,,0,,,65,121
46656,note_on,,,,,0,0,2,,,,,1,,,41,121
46656,note_on,,,,,132,0,1,,,,,0,,,77,121
46656,note_on,,,,,132,0,2,,,,,1,,,53,121
46716,note_off,,,,,60,0,2,,,,,1,,,53,77
46716,note_off,,,,,0,0,2,,,,,1,,,41,77
46716,note_off,,,,,60,0,1,,,,,0,,,77,77
46716,note_off,,,,,0,0,1,,,,,0,,,65,77
46848,note_on,,,,,0,0,2,,,,,1,,,42,121
46848,note_on,,,,,0,0,1,,,,,0,,,66,121
46848,note_on,,,,,132,0,1,,,,,0,,,78,121
46848,note_on,,,,,132,0,2,,,,,1,,,54,121
46908,note_off,,,,,0,0,2,,,,,1,,,42,77
46908,note_off,,,,,60,0,2,,,,,1,,,54,77
46908,note_off,,,,,60,0,1,,,,,0,,,78,77
46908,note_off,,,,,0,0,1,,,,,0,,,66,77
47040,note_on,,,,,0,0,1,,,,,0,,,83,121
47040,note_on,,,,,0,0,2,,,,,1,,,47,121
47040,note_on,,,,,132,0,1,,,,,0,,,71,121
47040,note_on,,,,,132,0,2,,,,,1,,,59,121
47100,note_off,,,,,60,0,1,,,,,0,,,71,77
47100,note_off,,,,,0,0,1,,,,,0,,,83,77
47100,note_off,,,,,60,0,2,,,,,1,,,59,77
47100,note_off,,,,,0,0,2,,,,,1,,,47,77
47232,note_on,,,,,132,0,1,,,,,0,,,88,121
47232,note_on,,,,,0,0,2,,,,,1,,,52,121
47232,note_on,,,,,132,0,2,,,,,1,,,64,121
47232,note_on,,,,,0,0,1,,,,,0,,,76,121
47292,note_off,,,,,0,0,1,,,,,0,,,76,77
47292,note_off,,,,,60,0,2,,,,,1,,,64,77
47292,note_off,,,,,60,0,1,,,,,0,,,88,77
47292,note_off,,,,,0,0,2,,,,,1,,,52,77
47424,note_on,,,,,0,0,2,,,,,1,,,59,121
47424,note_on,,,,,132,0,2,,,,,1,,,47,121
47424,note_on,,,,,132,0,1,,,,,0,,,71,121
47424,note_on,,,,,0,0,1,,,,,0,,,83,121
47484,note_off,,,,,0,0,2,,,,,1,,,59,77
47484,note_off,,,,,60,0,2,,,,,1,,,47,77
47484,note_off,,,,,60,0,1,,,,,0,,,71,77
47484,note_off,,,,,0,0,1,,,,,0,,,83,77
47808,note_on,,,,,324,0,2,,,,,1,,,52,121
47808,note_on,,,,,324,0,1,,,,,0,,,76,121
47808,note_on,,,,,0,0,1,,,,,0,,,88,121
47808,note_on,,,,,0,0,2,,,,,1,,,64,121
47868,note_off,,,,,60,0,1,,,,,0,,,76,77
47868,note_off,,,,,0,0,1,,,,,0,,,88,77
47868,note_off,,,,,0,0,2,,,,,1,,,64,77
47868,note_off,,,,,60,0,2,,,,,1,,,52,77
48000,note_on,,,,,132,0,2,,,,,1,,,59,121
48000,note_on,,,,,0,0,1,,,,,0,,,71,121
48000,note_on,,,,,0,0,2,,,,,1,,,47,121
48000,note_on,,,,,132,0,1,,,,,0,,,83,121
48060,note_off,,,,,60,0,1,,,,,0,,,83,77
48060,note_off,,,,,0,0,1,,,,,0,,,71,77
48060,note_off,,,,,0,0,2,,,,,1,,,47,77
48060,note_off,,,,,60,0,2,,,,,1,,,59,77
48384,note_on,,,,,324,0,1,,,,,0,,,88,121
48384,note_on,,,,,324,0,2,,,,,1,,,64,121
48384,note_on,,,,,0,0,1,,,,,0,,,76,121
48384,note_on,,,,,0,0,2,,,,,1,,,52,121
48444,note_off,,,,,60,0,2,,,,,1,,,64,77
48444,note_off,,,,,0,0,1,,,,,0,,,76,77
48444,note_off,,,,,60,0,1,,,,,0,,,88,77
48444,note_off,,,,,0,0,2,,,,,1,,,52,77
48576,note_on,,,,,0,0,1,,,,,0,,,84,121
48576,note_on,,,,,132,0,2,,,,,1,,,48,121
48576,note_on,,,,,132,0,1,,,,,0,,,72,121
48576,note_on,,,,,0,0,2,,,,,1,,,60,121
48636,note_off,,,,,0,0,2,,,,,1,,,60,77
48636,note_off,,,,,0,0,1,,,,,0,,,84,77
48636,note_off,,,,,60,0,1,,,,,0,,,72,77
48636,note_off,,,,,60,0,2,,,,,1,,,48,77
48960,note_on,,,,,0,0,1,,,,,0,,,76,121
48960,note_on,,,,,324,0,1,,,,,0,,,88,121
48960,note_on,,,,,0,0,2,,,,,1,,,52,121
48960,note_on,,,,,324,0,2,,,,,1,,,64,121
49020,note_off,,,,,0,0,2,,,,,1,,,52,77
49020,note_off,,,,,60,0,2,,,,,1,,,64,77
49020,note_off,,,,,60,0,1,,,,,0,,,88,77
49020,note_off,,,,,0,0,1,,,,,0,,,76,77
49152,note_on,,,,,0,0,2,,,,,1,,,48,121
49152,note_on,,,,,132,0,2,,,,,1,,,60,121
49152,note_on,,,,,132,0,1,,,,,0,,,84,121
49152,note_on,,,,,0,0,1,,,,,0,,,72,121
49212,note_off,,,,,0,0,1,,,,,0,,,72,77
49212,note_off,,,,,0,0,2,,,,,1,,,48,77
49212,note_off,,,,,60,0,1,,,,,0,,,84,77
49212,note_off,,,,,60,0,2,,,,,1,,,60,77
49536,note_on,,,,,0,0,1,,,,,0,,,76,121
49536,note_on,,,,,324,0,2,,,,,1,,,64,121
49536,note_on,,,,,0,0,2,,,,,1,,,52,121
49536,note_on,,,,,324,0,1,,,,,0,,,88,121
49596,note_off,,,,,60,0,2,,,,,1,,,64,77
49596,note_off,,,,,60,0,1,,,,,0,,,88,77
49596,note_off,,,,,0,0,2,,,,,1,,,52,77
49596,note_off,,,,,0,0,1,,,,,0,,,76,77
49728,note_on,,,,,0,0,1,,,,,0,,,73,121
49728,note_on,,,,,0,0,2,,,,,1,,,49,121
49728,note_on,,,,,132,0,1,,,,,0,,,76,121
49728,note_on,,,,,0,0,2,,,,,1,,,56,121
49728,note_on,,,,,0,0,1,,,,,0,,,64,121
49728,note_on,,,,,0,0,1,,,,,0,,,68,121
49728,note_on,,,,,132,0,2,,,,,1,,,61,121
49756,note_off,,,,,0,0,1,,,,,0,,,73,77
49756,note_off,,,,,28,0,1,,,,,0,,,76,77
49756,note_off,,,,,0,0,1,,,,,0,,,64,77
49756,note_off,,,,,0,0,2,,,,,1,,,56,77
49756,note_off,,,,,0,0,2,,,,,1,,,49,77
49756,note_off,,,,,28,0,2,,,,,1,,,61,77
49756,note_off,,,,,0,0,1,,,,,0,,,68,77
49824,note_on,,,,,0,0,2,,,,,1,,,49,121
49824,note_on,,,,,0,0,2,,,,,1,,,56,121
49824,note_on,,,,,0,0,1,,,,,0,,,68,121
49824,note_on,,,,,68,0,1,,,,,0,,,76,121
49824,note_on,,,,,68,0,2,,,,,1,,,61,121
49824,note_on,,,,,0,0,1,,,,,0,,,68,121
49824,note_on,,,,,0,0,1,,,,,0,,,73,121
49884,note_off,,,,,0,0,1,,,,,0,,,73,77
49884,note_off,,,,,60,0,1,,,,,0,,,76,77
49884,note_off,,,,,0,0,2,,,,,1,,,56,77
49884,note_off,,,,,0,0,2,,,,,1,,,49,77
49884,note_off,,,,,0,0,1,,,,,0,,,68,77
49884,note_off,,,,,0,0,1,,,,,0,,,68,77
49884,note_off,,,,,60,0,2,,,,,1,,,61,77
50112,note_on,,,,,228,0,2,,,,,1,,,61,121
50112,note_on,,,,,0,0,2,,,,,1,,,49,121
50112,note_on,,,,,0,0,1,,,,,0,,,76,121
50112,note_on,,,,,0,0,1,,,,,0,,,85,121
50112,note_on,,,,,228,0,1,,,,,0,,,88,121
50112,note_on,,,,,0,0,2,,,,,1,,,56,121
50112,note_on,,,,,0,0,1,,,,,0,,,80,121
50172,note_off,,,,,0,0,2,,,,,1,,,49,77
50172,note_off,,,,,60,0,2,,,,,1,,,61,77
50172,note_off,,,,,0,0,1,,,,,0,,,85,77
50172,note_off,,,,,0,0,1,,,,,0,,,80,77
50172,note_off,,,,,0,0,1,,,,,0,,,76,77
50172,note_off,,,,,0,0,2,,,,,1,,,56,77
50172,note_off,,,,,60,0,1,,,,,0,,,88,77
50304,note_on,,,,,0,0,1,,,,,0,,,85,121
50304,note_on,,,,,132,0,2,,,,,1,,,56,121
50304,note_on,,,,,0,0,1,,,,,0,,,80,121
50304,note_on,,,,,0,0,1,,,,,0,,,76,121
50304,note_on,,,,,0,0,2,,,,,1,,,44,121
50304,note_on,,,,,132,0,1,,,,,0,,,88,121
50304,note_on,,,,,0,0,2,,,,,1,,,52,121
50332,note_off,,,,,0,0,2,,,,,1,,,44,77
50332,note_off,,,,,28,0,1,,,,,0,,,88,77
50332,note_off,,,,,0,0,1,,,,,0,,,85,77
50332,note_off,,,,,0,0,1,,,,,0,,,80,77
50332,note_off,,,,,0,0,1,,,,,0,,,76,77
50332,note_off,,,,,0,0,2,,,,,1,,,52,77
50332,note_off,,,,,28,0,2,,,,,1,,,56,77
50400,note_on,,,,,0,0,1,,,,,0,,,80,121
50400,note_on,,,,,0,0,1,,,,,0,,,76,121
50400,note_on,,,,,0,0,1,,,,,0,,,85,121
50400,note_on,,,,,68,0,2,,,,,1,,,56,121
50400,note_on,,,,,0,0,2,,,,,1,,,52,121
50400,note_on,,,,,68,0,1,,,,,0,,,88,121
50400,note_on,,,,,0,0,2,,,,,1,,,44,121
50460,note_off,,,,,60,0,2,,,,,1,,,56,77
50460,note_off,,,,,60,0,1,,,,,0,,,88,77
50460,note_off,,,,,0,0,1,,,,,0,,,85,77
50460,note_off,,,,,0,0,2,,,,,1,,,44,77
50460,note_off,,,,,0,0,1,,,,,0,,,76,77
50460,note_off,,,,,0,0,2,,,,,1,,,52,77
50460,note_off,,,,,0,0,1,,,,,0,,,80,77
50688,note_on,,,,,228,0,2,,,,,1,,,56,121
50688,note_on,,,,,0,0,2,,,,,1,,,52,121
50688,note_on,,,,,0,0,1,,,,,0,,,76,121
50688,note_on,,,,,0,0,2,,,,,1,,,44,121
50688,note_on,,,,,0,0,1,,,,,0,,,85,121
50688,note_on,,,,,0,0,1,,,,,0,,,80,121
50688,note_on,,,,,228,0,1,,,,,0,,,88,121
50748,note_off,,,,,0,0,2,,,,,1,,,44,77
50748,note_off,,,,,60,0,1,,,,,0,,,88,77
50748,note_off,,,,,0,0,1,,,,,0,,,85,77
50748,note_off,,,,,0,0,1,,,,,0,,,80,77
50748,note_off,,,,,0,0,1,,,,,0,,,76,77
50748,note_off,,,,,0,0,2,,,,,1,,,52,77
50748,note_off,,,,,60,0,2,,,,,1,,,56,77
50880,note_on,,,,,132,0,1,,,,,0,,,88,121
50880,note_on,,,,,0,0,2,,,,,1,,,49,121
50880,note_on,,,,,0,0,1,,,,,0,,,80,121
50880,note_on,,,,,0,0,2,,,,,1,,,40,121
50880,note_on,,,,,0,0,1,,,,,0,,,76,121
50880,note_on,,,,,132,0,2,,,,,1,,,52,121
50880,note_on,,,,,0,0,1,,,,,0,,,85,121
50908,note_off,,,,,28,0,1,,,,,0,,,88,77
50908,note_off,,,,,0,0,2,,,,,1,,,40,77
50908,note_off,,,,,0,0,1,,,,,0,,,80,77
50908,note_off,,,,,0,0,2,,,,,1,,,49,77
50908,note_off,,,,,0,0,1,,,,,0,,,76,77
50908,note_off,,,,,0,0,1,,,,,0,,,85,77
50908,note_off,,,,,28,0,2,,,,,1,,,52,77
50976,note_on,,,,,0,0,2,,,,,1,,,49,121
50976,note_on,,,,,0,0,2,,,,,1,,,40,121
50976,note_on,,,,,0,0,1,,,,,0,,,85,121
50976,note_on,,,,,68,0,1,,,,,0,,,88,121
50976,note_on,,,,,68,0,2,,,,,1,,,52,121
50976,note_on,,,,,0,0,1,,,,,0,,,80,121
50976,note_on,,,,,0,0,1,,,,,0,,,76,121
51036,note_off,,,,,0,0,2,,,,,1,,,40,77
51036,note_off,,,,,0,0,2,,,,,1,,,49,77
51036,note_off,,,,,0,0,1,,,,,0,,,85,77
51036,note_off,,,,,0,0,1,,,,,0,,,76,77
51036,note_off,,,,,60,0,1,,,,,0,,,88,77
51036,note_off,,,,,0,0,1,,,,,0,,,80,77
51036,note_off,,,,,60,0,2,,,,,1,,,52,77
51264,note_on,,,,,228,0,2,,,,,1,,,52,121
51264,note_on,,,,,0,0,1,,,,,0,,,85,121
51264,note_on,,,,,0,0,2,,,,,1,,,49,121
51264,note_on,,,,,228,0,1,,,,,0,,,88,121
51264,note_on,,,,,0,0,2,,,,,1,,,40,121
51264,note_on,,,,,0,0,1,,,,,0,,,88,121
51264,note_on,,,,,0,0,1,,,,,0,,,76,121
51264,note_on,,,,,0,0,1,,,,,0,,,80,121
51324,note_off,,,,,0,0,1,,,,,0,,,88,77
51324,note_off,,,,,0,0,1,,,,,0,,,85,77
51324,note_off,,,,,0,0,1,,,,,0,,,80,77
51324,note_off,,,,,0,0,1,,,,,0,,,76,77
51324,note_off,,,,,0,0,2,,,,,1,,,40,77
51324,note_off,,,,,0,0,2,,,,,1,,,49,77
51324,note_off,,,,,60,0,1,,,,,0,,,88,77
51324,note_off,,,,,60,0,2,,,,,1,,,52,77
51456,note_on,,,,,132,0,1,,,,,0,,,88,121
51456,note_on,,,,,0,0,1,,,,,0,,,76,121
51456,note_on,,,,,0,0,2,,,,,1,,,37,121
51456,note_on,,,,,0,0,1,,,,,0,,,85,121
51456,note_on,,,,,0,0,2,,,,,1,,,44,121
51456,note_on,,,,,132,0,2,,,,,1,,,49,121
51456,note_on,,,,,0,0,1,,,,,0,,,80,121
51484,note_off,,,,,0,0,1,,,,,0,,,85,77
51484,note_off,,,,,0,0,1,,,,,0,,,80,77
51484,note_off,,,,,0,0,1,,,,,0,,,76,77
51484,note_off,,,,,28,0,1,,,,,0,,,88,77
51484,note_off,,,,,0,0,2,,,,,1,,,37,77
51484,note_off,,,,,0,0,2,,,,,1,,,44,77
51484,note_off,,,,,28,0,2,,,,,1,,,49,77
51552,note_on,,,,,0,0,1,,,,,0,,,88,121
51552,note_on,,,,,68,0,2,,,,,1,,,49,121
51552,note_on,,,,,68,0,1,,,,,0,,,88,121
51552,note_on,,,,,0,0,2,,,,,1,,,44,121
51552,note_on,,,,,0,0,1,,,,,0,,,80,121
51552,note_on,,,,,0,0,1,,,,,0,,,85,121
51552,note_on,,,,,0,0,2,,,,,1,,,37,121
51552,note_on,,,,,0,0,1,,,,,0,,,76,121
51612,note_off,,,,,0,0,1,,,,,0,,,76,77
