tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity,control,value
30336,note_on,576,0,4,,,,,,,,0,37,0,,
30336,note_on,576,0,1,,,,,,,,0,88,0,,
30352,note_on,32,0,3,,,,,,,,0,56,0,,
30352,note_on,32,0,2,,,,,,,,0,68,0,,
30352,note_on,0,0,3,,,,,,,,0,52,0,,
30360,note_on,8,0,3,,,,,,,,0,60,74,,
30360,note_on,8,0,2,,,,,,,,0,64,74,,
30392,note_on,32,0,2,,,,,,,,0,64,0,,
30392,note_on,32,0,3,,,,,,,,0,60,0,,
30400,note_on,8,0,3,,,,,,,,0,56,74,,
30400,note_on,8,0,2,,,,,,,,0,68,74,,
30400,note_on,0,0,3,,,,,,,,0,52,74,,
30432,note_on,32,0,3,,,,,,,,0,52,0,,
30432,note_on,32,0,2,,,,,,,,0,68,0,,
30432,note_on,0,0,3,,,,,,,,0,56,0,,
30440,note_on,8,0,2,,,,,,,,0,64,74,,
30440,note_on,8,0,3,,,,,,,,0,60,74,,
30472,note_on,32,0,3,,,,,,,,0,60,0,,
30472,note_on,32,0,2,,,,,,,,0,64,0,,
30480,note_on,144,0,1,,,,,,,,0,89,84,,
30480,note_on,144,0,4,,,,,,,,0,37,84,,
30484,control_change,4,0,4,,,,,,,,0,,,64,0
30512,control_change,28,0,4,,,,,,,,0,,,64,127
30520,note_on,48,0,3,,,,,,,,0,61,73,,
30520,note_on,48,0,2,,,,,,,,0,65,73,,
30552,note_on,32,0,3,,,,,,,,0,61,0,,
30552,note_on,32,0,2,,,,,,,,0,65,0,,
30560,note_on,8,0,2,,,,,,,,0,68,73,,
30560,note_on,8,0,3,,,,,,,,0,53,73,,
30560,note_on,0,0,3,,,,,,,,0,56,73,,
30592,note_on,32,0,3,,,,,,,,0,56,0,,
30592,note_on,32,0,2,,,,,,,,0,68,0,,
30592,note_on,0,0,3,,,,,,,,0,53,0,,
30600,note_on,8,0,2,,,,,,,,0,65,72,,
30600,note_on,8,0,3,,,,,,,,0,61,72,,
30632,note_on,32,0,3,,,,,,,,0,61,0,,
30632,note_on,32,0,2,,,,,,,,0,65,0,,
30640,note_on,8,0,2,,,,,,,,0,68,72,,
30640,note_on,8,0,3,,,,,,,,0,56,72,,
30640,note_on,0,0,3,,,,,,,,0,53,72,,
30672,note_on,0,0,3,,,,,,,,0,56,0,,
30672,note_on,32,0,2,,,,,,,,0,68,0,,
30672,note_on,32,0,3,,,,,,,,0,53,0,,
30680,note_on,8,0,2,,,,,,,,0,65,72,,
30680,note_on,8,0,3,,,,,,,,0,61,72,,
30712,note_on,32,0,2,,,,,,,,0,65,0,,
30712,note_on,32,0,3,,,,,,,,0,61,0,,
30720,note_on,0,0,3,,,,,,,,0,53,72,,
30720,note_on,8,0,2,,,,,,,,0,68,72,,
30720,note_on,8,0,3,,,,,,,,0,56,72,,
30752,note_on,0,0,3,,,,,,,,0,56,0,,
30752,note_on,32,0,3,,,,,,,,0,53,0,,
30752,note_on,32,0,2,,,,,,,,0,68,0,,
30760,note_on,8,0,3,,,,,,,,0,61,72,,
30760,note_on,8,0,2,,,,,,,,0,65,72,,
30792,note_on,32,0,3,,,,,,,,0,61,0,,
30792,note_on,32,0,2,,,,,,,,0,65,0,,
30800,note_on,8,0,2,,,,,,,,0,68,72,,
30800,note_on,0,0,3,,,,,,,,0,56,72,,
30800,note_on,8,0,3,,,,,,,,0,53,72,,
30832,note_on,32,0,2,,,,,,,,0,68,0,,
30832,note_on,32,0,3,,,,,,,,0,56,0,,
30832,note_on,0,0,3,,,,,,,,0,53,0,,
30840,note_on,8,0,2,,,,,,,,0,65,72,,
30840,note_on,8,0,3,,,,,,,,0,61,72,,
30864,note_on,384,0,1,,,,,,,,0,89,0,,
30864,note_on,352,0,4,,,,,,,,0,37,0,,
30872,note_on,32,0,2,,,,,,,,0,65,0,,
30872,note_on,32,0,3,,,,,,,,0,61,0,,
30880,note_on,8,0,2,,,,,,,,0,68,71,,
30880,note_on,8,0,3,,,,,,,,0,56,71,,
30880,note_on,0,0,3,,,,,,,,0,53,71,,
30912,note_on,32,0,2,,,,,,,,0,68,0,,
30912,note_on,0,0,3,,,,,,,,0,56,0,,
30912,note_on,32,0,3,,,,,,,,0,53,0,,
30920,note_on,8,0,3,,,,,,,,0,61,71,,
30920,note_on,8,0,2,,,,,,,,0,65,71,,
30952,note_on,32,0,3,,,,,,,,0,61,0,,
30952,note_on,32,0,2,,,,,,,,0,65,0,,
30960,note_on,96,0,1,,,,,,,,0,85,81,,
30960,note_on,96,0,4,,,,,,,,0,41,81,,
30967,control_change,7,0,4,,,,,,,,0,,,64,0
30988,control_change,21,0,4,,,,,,,,0,,,64,127
31000,note_on,48,0,3,,,,,,,,0,61,71,,
31000,note_on,48,0,2,,,,,,,,0,65,71,,
31032,note_on,32,0,3,,,,,,,,0,61,0,,
31032,note_on,32,0,2,,,,,,,,0,65,0,,
31040,note_on,8,0,2,,,,,,,,0,68,70,,
31040,note_on,8,0,3,,,,,,,,0,53,70,,
31040,note_on,0,0,3,,,,,,,,0,56,70,,
31072,note_on,32,0,3,,,,,,,,0,56,0,,
31072,note_on,32,0,2,,,,,,,,0,68,0,,
31072,note_on,0,0,3,,,,,,,,0,53,0,,
31080,note_on,8,0,3,,,,,,,,0,61,70,,
31080,note_on,8,0,2,,,,,,,,0,65,70,,
31112,note_on,32,0,3,,,,,,,,0,61,0,,
31112,note_on,32,0,2,,,,,,,,0,65,0,,
31120,note_on,8,0,3,,,,,,,,0,56,70,,
31120,note_on,8,0,2,,,,,,,,0,68,70,,
31120,note_on,0,0,3,,,,,,,,0,53,70,,
31152,note_on,32,0,2,,,,,,,,0,68,0,,
31152,note_on,164,0,4,,,,,,,,0,41,0,,
31152,note_on,192,0,1,,,,,,,,0,85,0,,
31152,note_on,0,0,3,,,,,,,,0,56,0,,
31152,note_on,32,0,3,,,,,,,,0,53,0,,
31160,note_on,8,0,3,,,,,,,,0,61,70,,
31160,note_on,8,0,2,,,,,,,,0,65,70,,
31192,note_on,32,0,2,,,,,,,,0,65,0,,
31192,note_on,32,0,3,,,,,,,,0,61,0,,
31200,note_on,48,0,1,,,,,,,,0,82,80,,
31200,note_on,0,0,4,,,,,,,,0,36,80,,
31200,control_change,48,0,4,,,,,,,,0,,,64,0
31220,control_change,20,0,1,,,,,,,,0,,,64,127
31240,note_on,48,0,3,,,,,,,,0,58,66,,
31240,note_on,48,0,2,,,,,,,,0,63,66,,
31272,note_on,32,0,3,,,,,,,,0,58,0,,
31272,note_on,32,0,2,,,,,,,,0,63,0,,
31280,note_on,0,0,3,,,,,,,,0,54,66,,
31280,note_on,8,0,2,,,,,,,,0,66,66,,
31280,note_on,0,0,2,,,,,,,,0,70,66,,
31280,note_on,8,0,3,,,,,,,,0,51,66,,
31312,note_on,0,0,3,,,,,,,,0,51,0,,
31312,note_on,0,0,2,,,,,,,,0,66,0,,
31312,note_on,32,0,3,,,,,,,,0,54,0,,
31312,note_on,32,0,2,,,,,,,,0,70,0,,
31320,note_on,8,0,3,,,,,,,,0,58,66,,
31320,note_on,8,0,2,,,,,,,,0,63,66,,
31352,note_on,32,0,2,,,,,,,,0,63,0,,
31352,note_on,32,0,3,,,,,,,,0,58,0,,
31360,note_on,8,0,2,,,,,,,,0,66,66,,
31360,note_on,0,0,2,,,,,,,,0,70,66,,
31360,note_on,0,0,3,,,,,,,,0,54,66,,
31360,note_on,8,0,3,,,,,,,,0,51,66,,
31392,note_on,192,0,4,,,,,,,,0,36,0,,
31392,note_on,0,0,3,,,,,,,,0,51,0,,
31392,note_on,0,0,2,,,,,,,,0,66,0,,
31392,note_on,32,0,3,,,,,,,,0,54,0,,
31392,note_on,172,0,1,,,,,,,,0,82,0,,
31392,note_on,32,0,2,,,,,,,,0,70,0,,
31400,note_on,8,0,3,,,,,,,,0,58,66,,
31400,note_on,8,0,2,,,,,,,,0,63,66,,
31432,note_on,32,0,3,,,,,,,,0,58,0,,
31432,note_on,32,0,2,,,,,,,,0,63,0,,
31439,control_change,47,0,1,,,,,,,,0,,,64,0
31440,note_on,1,0,1,,,,,,,,0,79,80,,
31440,note_on,48,0,4,,,,,,,,0,39,80,,
31460,control_change,20,0,1,,,,,,,,0,,,64,127
31480,note_on,48,0,2,,,,,,,,0,63,67,,
31480,note_on,48,0,3,,,,,,,,0,55,67,,
31512,note_on,32,0,2,,,,,,,,0,63,0,,
31512,note_on,32,0,3,,,,,,,,0,55,0,,
31520,note_on,8,0,2,,,,,,,,0,66,67,,
31520,note_on,8,0,3,,,,,,,,0,51,67,,
31520,note_on,0,0,2,,,,,,,,0,67,67,,
31520,note_on,0,0,3,,,,,,,,0,54,67,,
31552,note_on,0,0,2,,,,,,,,0,66,0,,
31552,note_on,32,0,2,,,,,,,,0,67,0,,
31552,note_on,0,0,3,,,,,,,,0,51,0,,
31552,note_on,32,0,3,,,,,,,,0,54,0,,
31560,note_on,8,0,3,,,,,,,,0,55,67,,
31560,note_on,8,0,2,,,,,,,,0,63,67,,
31592,note_on,32,0,3,,,,,,,,0,55,0,,
31592,note_on,32,0,2,,,,,,,,0,63,0,,
31600,note_on,8,0,2,,,,,,,,0,67,67,,
31600,note_on,0,0,2,,,,,,,,0,66,67,,
31600,note_on,8,0,3,,,,,,,,0,51,67,,
31600,note_on,0,0,3,,,,,,,,0,54,67,,
31632,note_on,0,0,3,,,,,,,,0,51,0,,
31632,note_on,192,0,4,,,,,,,,0,39,0,,
31632,note_on,32,0,3,,,,,,,,0,54,0,,
31632,note_on,32,0,2,,,,,,,,0,66,0,,
31632,note_on,172,0,1,,,,,,,,0,79,0,,
31632,note_on,0,0,2,,,,,,,,0,67,0,,
31640,note_on,8,0,3,,,,,,,,0,55,67,,
31640,note_on,8,0,2,,,,,,,,0,63,67,,
31672,note_on,32,0,3,,,,,,,,0,55,0,,
31672,note_on,32,0,2,,,,,,,,0,63,0,,
31678,control_change,46,0,1,,,,,,,,0,,,64,0
31680,note_on,2,0,1,,,,,,,,0,80,82,,
31680,note_on,48,0,4,,,,,,,,0,44,82,,
31691,control_change,11,0,1,,,,,,,,0,,,64,127
31720,note_on,48,0,3,,,,,,,,0,56,67,,
31720,note_on,48,0,2,,,,,,,,0,63,67,,
31752,note_on,32,0,2,,,,,,,,0,63,0,,
31752,note_on,32,0,3,,,,,,,,0,56,0,,
31760,note_on,0,0,2,,,,,,,,0,68,68,,
31760,note_on,8,0,2,,,,,,,,0,66,68,,
31760,note_on,8,0,3,,,,,,,,0,51,68,,
31760,note_on,0,0,3,,,,,,,,0,54,68,,
31792,note_on,32,0,3,,,,,,,,0,54,0,,
31792,note_on,0,0,2,,,,,,,,0,66,0,,
31792,note_on,0,0,3,,,,,,,,0,51,0,,
31792,note_on,32,0,2,,,,,,,,0,68,0,,
31800,note_on,8,0,2,,,,,,,,0,63,68,,
31800,note_on,8,0,3,,,,,,,,0,56,68,,
31832,note_on,32,0,3,,,,,,,,0,56,0,,
31832,note_on,32,0,2,,,,,,,,0,63,0,,
31840,note_on,0,0,2,,,,,,,,0,68,68,,
31840,note_on,8,0,2,,,,,,,,0,66,68,,
31840,note_on,8,0,3,,,,,,,,0,51,68,,
31840,note_on,0,0,3,,,,,,,,0,54,68,,
31872,note_on,192,0,4,,,,,,,,0,44,0,,
31872,note_on,0,0,2,,,,,,,,0,66,0,,
31872,note_on,181,0,1,,,,,,,,0,80,0,,
31872,note_on,32,0,2,,,,,,,,0,68,0,,
31872,note_on,0,0,3,,,,,,,,0,51,0,,
31872,note_on,32,0,3,,,,,,,,0,54,0,,
31880,note_on,8,0,2,,,,,,,,0,63,68,,
31880,note_on,8,0,3,,,,,,,,0,56,68,,
31912,note_on,32,0,3,,,,,,,,0,56,0,,
31912,note_on,32,0,2,,,,,,,,0,63,0,,
31919,control_change,47,0,1,,,,,,,,0,,,64,0
31920,note_on,1,0,1,,,,,,,,0,81,84,,
31920,note_on,48,0,4,,,,,,,,0,36,84,,
31931,control_change,11,0,1,,,,,,,,0,,,64,127
31960,note_on,48,0,3,,,,,,,,0,57,69,,
31960,note_on,48,0,2,,,,,,,,0,63,69,,
31992,note_on,32,0,2,,,,,,,,0,63,0,,
31992,note_on,32,0,3,,,,,,,,0,57,0,,
32000,note_on,0,0,2,,,,,,,,0,69,69,,
32000,note_on,0,0,3,,,,,,,,0,54,69,,
32000,note_on,8,0,3,,,,,,,,0,51,69,,
32000,note_on,8,0,2,,,,,,,,0,66,69,,
32032,note_on,0,0,2,,,,,,,,0,66,0,,
32032,note_on,0,0,3,,,,,,,,0,51,0,,
32032,note_on,32,0,2,,,,,,,,0,69,0,,
32032,note_on,32,0,3,,,,,,,,0,54,0,,
32040,note_on,8,0,3,,,,,,,,0,57,69,,
32040,note_on,8,0,2,,,,,,,,0,63,69,,
32072,note_on,32,0,3,,,,,,,,0,57,0,,
32072,note_on,32,0,2,,,,,,,,0,63,0,,
32080,note_on,8,0,2,,,,,,,,0,69,69,,
32080,note_on,0,0,2,,,,,,,,0,66,69,,
32080,note_on,8,0,3,,,,,,,,0,54,69,,
32080,note_on,0,0,3,,,,,,,,0,51,69,,
32112,note_on,32,0,2,,,,,,,,0,66,0,,
32112,note_on,181,0,1,,,,,,,,0,81,0,,
32112,note_on,32,0,3,,,,,,,,0,51,0,,
32112,note_on,192,0,4,,,,,,,,0,36,0,,
32112,note_on,0,0,2,,,,,,,,0,69,0,,
32112,note_on,0,0,3,,,,,,,,0,54,0,,
32120,note_on,8,0,3,,,,,,,,0,57,69,,
32120,note_on,8,0,2,,,,,,,,0,63,69,,
32152,note_on,32,0,2,,,,,,,,0,63,0,,
32152,note_on,32,0,3,,,,,,,,0,57,0,,
32158,control_change,46,0,1,,,,,,,,0,,,64,0
32160,note_on,48,0,4,,,,,,,,0,39,84,,
32160,note_on,2,0,1,,,,,,,,0,79,84,,
32172,control_change,12,0,1,,,,,,,,0,,,64,127
32200,note_on,48,0,2,,,,,,,,0,63,70,,
32200,note_on,48,0,3,,,,,,,,0,55,70,,
32232,note_on,32,0,3,,,,,,,,0,55,0,,
32232,note_on,32,0,2,,,,,,,,0,63,0,,
32240,note_on,8,0,2,,,,,,,,0,67,70,,
32240,note_on,8,0,3,,,,,,,,0,51,70,,
32240,note_on,0,0,3,,,,,,,,0,54,70,,
32240,note_on,0,0,2,,,,,,,,0,66,70,,
32272,note_on,0,0,2,,,,,,,,0,67,0,,
32272,note_on,32,0,2,,,,,,,,0,66,0,,
32272,note_on,0,0,3,,,,,,,,0,51,0,,
32272,note_on,32,0,3,,,,,,,,0,54,0,,
32280,note_on,8,0,3,,,,,,,,0,54,70,,
32280,note_on,8,0,2,,,,,,,,0,63,70,,
32312,note_on,32,0,2,,,,,,,,0,63,0,,
32312,note_on,32,0,3,,,,,,,,0,54,0,,
32320,note_on,8,0,2,,,,,,,,0,66,71,,
32320,note_on,0,0,2,,,,,,,,0,67,71,,
32320,note_on,8,0,3,,,,,,,,0,55,71,,
32320,note_on,0,0,3,,,,,,,,0,51,71,,
32352,note_on,0,0,2,,,,,,,,0,66,0,,
32352,note_on,32,0,2,,,,,,,,0,67,0,,
32352,note_on,180,0,1,,,,,,,,0,79,0,,
32352,note_on,192,0,4,,,,,,,,0,39,0,,
32352,note_on,0,0,3,,,,,,,,0,55,0,,
32352,note_on,32,0,3,,,,,,,,0,51,0,,
32360,note_on,8,0,2,,,,,,,,0,63,71,,
32360,note_on,8,0,3,,,,,,,,0,54,71,,
32392,note_on,32,0,2,,,,,,,,0,63,0,,
32392,note_on,32,0,3,,,,,,,,0,54,0,,
32399,control_change,47,0,1,,,,,,,,0,,,64,0
32400,note_on,1,0,1,,,,,,,,0,80,86,,
32400,note_on,48,0,4,,,,,,,,0,44,86,,
32407,control_change,7,0,1,,,,,,,,0,,,64,127
32440,note_on,48,0,2,,,,,,,,0,63,71,,
32440,note_on,48,0,3,,,,,,,,0,56,71,,
32472,note_on,32,0,3,,,,,,,,0,56,0,,
32472,note_on,32,0,2,,,,,,,,0,63,0,,
32480,note_on,0,0,2,,,,,,,,0,68,71,,
32480,note_on,8,0,2,,,,,,,,0,66,71,,
32480,note_on,0,0,3,,,,,,,,0,48,71,,
32480,note_on,8,0,3,,,,,,,,0,54,71,,
32512,note_on,32,0,2,,,,,,,,0,68,0,,
32512,note_on,0,0,2,,,,,,,,0,66,0,,
32512,note_on,0,0,3,,,,,,,,0,54,0,,
32512,note_on,32,0,3,,,,,,,,0,48,0,,
32520,note_on,8,0,3,,,,,,,,0,56,71,,
32520,note_on,8,0,2,,,,,,,,0,63,71,,
32552,note_on,32,0,3,,,,,,,,0,56,0,,
32552,note_on,32,0,2,,,,,,,,0,63,0,,
32560,note_on,8,0,3,,,,,,,,0,54,71,,
32560,note_on,8,0,2,,,,,,,,0,66,71,,
32560,note_on,0,0,3,,,,,,,,0,48,71,,
32560,note_on,0,0,2,,,,,,,,0,68,71,,
32592,note_on,0,0,2,,,,,,,,0,66,0,,
32592,note_on,32,0,3,,,,,,,,0,48,0,,
32592,note_on,32,0,2,,,,,,,,0,68,0,,
32592,note_on,192,0,4,,,,,,,,0,44,0,,
32592,note_on,0,0,3,,,,,,,,0,54,0,,
32592,note_on,185,0,1,,,,,,,,0,80,0,,
32600,note_on,8,0,2,,,,,,,,0,63,72,,
32600,note_on,8,0,3,,,,,,,,0,56,72,,
32632,note_on,32,0,2,,,,,,,,0,63,0,,
32632,note_on,32,0,3,,,,,,,,0,56,0,,
32640,control_change,48,0,1,,,,,,,,0,,,64,0
32640,note_on,0,0,1,,,,,,,,0,88,88,,
32640,note_on,48,0,4,,,,,,,,0,37,88,,
32652,control_change,12,0,1,,,,,,,,0,,,64,127
32680,note_on,48,0,2,,,,,,,,0,64,72,,
32680,note_on,48,0,3,,,,,,,,0,60,72,,
32712,note_on,32,0,3,,,,,,,,0,60,0,,
32712,note_on,32,0,2,,,,,,,,0,64,0,,
32720,note_on,8,0,3,,,,,,,,0,56,72,,
32720,note_on,0,0,3,,,,,,,,0,52,72,,
32720,note_on,8,0,2,,,,,,,,0,68,72,,
32752,note_on,32,0,2,,,,,,,,0,68,0,,
32752,note_on,0,0,3,,,,,,,,0,56,0,,
32752,note_on,32,0,3,,,,,,,,0,52,0,,
32760,note_on,8,0,3,,,,,,,,0,60,72,,
32760,note_on,8,0,2,,,,,,,,0,64,72,,
32792,note_on,32,0,3,,,,,,,,0,60,0,,
32792,note_on,32,0,2,,,,,,,,0,64,0,,
32800,note_on,8,0,3,,,,,,,,0,52,71,,
32800,note_on,8,0,2,,,,,,,,0,68,71,,
32800,note_on,0,0,3,,,,,,,,0,56,71,,
32832,note_on,32,0,3,,,,,,,,0,56,0,,
32832,note_on,32,0,2,,,,,,,,0,68,0,,
32832,note_on,0,0,3,,,,,,,,0,52,0,,
32840,note_on,8,0,2,,,,,,,,0,64,71,,
32840,note_on,8,0,3,,,,,,,,0,60,71,,
32872,note_on,32,0,2,,,,,,,,0,64,0,,
32872,note_on,32,0,3,,,,,,,,0,60,0,,
32880,note_on,8,0,2,,,,,,,,0,68,71,,
32880,note_on,0,0,3,,,,,,,,0,52,71,,
32880,note_on,8,0,3,,,,,,,,0,56,71,,
32912,note_on,32,0,3,,,,,,,,0,52,0,,
32912,note_on,0,0,3,,,,,,,,0,56,0,,
32912,note_on,32,0,2,,,,,,,,0,68,0,,
32920,note_on,8,0,3,,,,,,,,0,60,71,,
32920,note_on,8,0,2,,,,,,,,0,64,71,,
32952,note_on,32,0,3,,,,,,,,0,60,0,,
32952,note_on,32,0,2,,,,,,,,0,64,0,,
32960,note_on,8,0,2,,,,,,,,0,68,71,,
32960,note_on,8,0,3,,,,,,,,0,52,71,,
32960,note_on,0,0,3,,,,,,,,0,56,71,,
32992,note_on,0,0,3,,,,,,,,0,52,0,,
32992,note_on,32,0,2,,,,,,,,0,68,0,,
32992,note_on,32,0,3,,,,,,,,0,56,0,,
33000,note_on,8,0,2,,,,,,,,0,64,71,,
33000,note_on,8,0,3,,,,,,,,0,60,71,,
33024,note_on,372,0,1,,,,,,,,0,88,0,,
33024,note_on,384,0,4,,,,,,,,0,37,0,,
33032,note_on,32,0,3,,,,,,,,0,60,0,,
33032,note_on,32,0,2,,,,,,,,0,64,0,,
33040,note_on,8,0,2,,,,,,,,0,68,71,,
33040,note_on,0,0,3,,,,,,,,0,56,71,,
33040,note_on,8,0,3,,,,,,,,0,52,71,,
33072,note_on,32,0,2,,,,,,,,0,68,0,,
33072,note_on,0,0,3,,,,,,,,0,52,0,,
33072,note_on,32,0,3,,,,,,,,0,56,0,,
33080,note_on,8,0,3,,,,,,,,0,60,70,,
33080,note_on,8,0,2,,,,,,,,0,64,70,,
33112,note_on,32,0,3,,,,,,,,0,60,0,,
33112,note_on,32,0,2,,,,,,,,0,64,0,,
33120,note_on,96,0,1,,,,,,,,0,89,85,,
33120,note_on,96,0,4,,,,,,,,0,37,85,,
33124,control_change,4,0,1,,,,,,,,0,,,64,0
33134,control_change,10,0,1,,,,,,,,0,,,64,127
33160,note_on,48,0,3,,,,,,,,0,61,70,,
33160,note_on,48,0,2,,,,,,,,0,65,70,,
33192,note_on,32,0,2,,,,,,,,0,65,0,,
33192,note_on,32,0,3,,,,,,,,0,61,0,,
33200,note_on,0,0,3,,,,,,,,0,53,69,,
33200,note_on,8,0,2,,,,,,,,0,68,69,,
33200,note_on,8,0,3,,,,,,,,0,56,69,,
33232,note_on,32,0,3,,,,,,,,0,53,0,,
33232,note_on,0,0,3,,,,,,,,0,56,0,,
33232,note_on,32,0,2,,,,,,,,0,68,0,,
33240,note_on,8,0,2,,,,,,,,0,65,69,,
33240,note_on,8,0,3,,,,,,,,0,61,69,,
33272,note_on,32,0,3,,,,,,,,0,61,0,,
33272,note_on,32,0,2,,,,,,,,0,65,0,,
33280,note_on,8,0,3,,,,,,,,0,53,69,,
33280,note_on,0,0,3,,,,,,,,0,56,69,,
33280,note_on,8,0,2,,,,,,,,0,68,69,,
33312,note_on,32,0,2,,,,,,,,0,68,0,,
33312,note_on,32,0,3,,,,,,,,0,56,0,,
33312,note_on,0,0,3,,,,,,,,0,53,0,,
33312,note_on,192,0,4,,,,,,,,0,37,0,,
33312,note_on,178,0,1,,,,,,,,0,89,0,,
33320,note_on,8,0,3,,,,,,,,0,61,69,,
33320,note_on,8,0,2,,,,,,,,0,65,69,,
33352,note_on,32,0,2,,,,,,,,0,65,0,,
33352,note_on,32,0,3,,,,,,,,0,61,0,,
33360,note_on,0,0,1,,,,,,,,0,89,84,,
33360,note_on,48,0,4,,,,,,,,0,37,84,,
33360,control_change,48,0,1,,,,,,,,0,,,64,0
33370,control_change,10,0,1,,,,,,,,0,,,64,127
33400,note_on,48,0,2,,,,,,,,0,65,69,,
33400,note_on,48,0,3,,,,,,,,0,61,69,,
33432,note_on,32,0,3,,,,,,,,0,61,0,,
33432,note_on,32,0,2,,,,,,,,0,65,0,,
33440,note_on,0,0,3,,,,,,,,0,53,69,,
33440,note_on,8,0,3,,,,,,,,0,56,69,,
33440,note_on,8,0,2,,,,,,,,0,68,69,,
33472,note_on,0,0,3,,,,,,,,0,56,0,,
33472,note_on,32,0,3,,,,,,,,0,53,0,,
33472,note_on,32,0,2,,,,,,,,0,68,0,,
33480,note_on,8,0,3,,,,,,,,0,61,68,,
33480,note_on,8,0,2,,,,,,,,0,65,68,,
33512,note_on,32,0,3,,,,,,,,0,61,0,,
33512,note_on,32,0,2,,,,,,,,0,65,0,,
33520,note_on,0,0,3,,,,,,,,0,53,68,,
33520,note_on,8,0,3,,,,,,,,0,56,68,,
33520,note_on,8,0,2,,,,,,,,0,68,68,,
33552,note_on,0,0,3,,,,,,,,0,56,0,,
33552,note_on,182,0,1,,,,,,,,0,89,0,,
33552,note_on,192,0,4,,,,,,,,0,37,0,,
33552,note_on,32,0,2,,,,,,,,0,68,0,,
33552,note_on,32,0,3,,,,,,,,0,53,0,,
33560,note_on,8,0,3,,,,,,,,0,61,68,,
33560,note_on,8,0,2,,,,,,,,0,65,68,,
33592,note_on,32,0,3,,,,,,,,0,61,0,,
33592,note_on,32,0,2,,,,,,,,0,65,0,,
33600,note_on,48,0,4,,,,,,,,0,39,83,,
33600,note_on,48,0,1,,,,,,,,0,87,83,,
33603,control_change,3,0,1,,,,,,,,0,,,64,0
33611,control_change,8,0,1,,,,,,,,0,,,64,127
33640,note_on,48,0,3,,,,,,,,0,60,67,,
33640,note_on,48,0,2,,,,,,,,0,66,67,,
33672,note_on,32,0,2,,,,,,,,0,66,0,,
33672,note_on,32,0,3,,,,,,,,0,60,0,,
33680,note_on,0,0,3,,,,,,,,0,56,67,,
33680,note_on,8,0,2,,,,,,,,0,68,67,,
33680,note_on,8,0,3,,,,,,,,0,54,67,,
33712,note_on,32,0,2,,,,,,,,0,68,0,,
33712,note_on,32,0,3,,,,,,,,0,56,0,,
33712,note_on,0,0,3,,,,,,,,0,54,0,,
33720,note_on,8,0,2,,,,,,,,0,66,67,,
33720,note_on,8,0,3,,,,,,,,0,60,67,,
33752,note_on,32,0,3,,,,,,,,0,60,0,,
33752,note_on,32,0,2,,,,,,,,0,66,0,,
33760,note_on,0,0,3,,,,,,,,0,56,67,,
33760,note_on,8,0,2,,,,,,,,0,68,67,,
33760,note_on,8,0,3,,,,,,,,0,54,67,,
33792,note_on,32,0,2,,,,,,,,0,68,0,,
33792,note_on,32,0,3,,,,,,,,0,56,0,,
33792,note_on,0,0,3,,,,,,,,0,54,0,,
33800,note_on,8,0,2,,,,,,,,0,66,67,,
33800,note_on,8,0,3,,,,,,,,0,60,67,,
33832,note_on,32,0,2,,,,,,,,0,66,0,,
33832,note_on,32,0,3,,,,,,,,0,60,0,,
33840,note_on,8,0,3,,,,,,,,0,57,67,,
33840,note_on,0,0,3,,,,,,,,0,54,67,,
33840,note_on,8,0,2,,,,,,,,0,69,67,,
33872,note_on,32,0,3,,,,,,,,0,54,0,,
33872,note_on,32,0,2,,,,,,,,0,69,0,,
33872,note_on,0,0,3,,,,,,,,0,57,0,,
33880,note_on,8,0,3,,,,,,,,0,60,67,,
33880,note_on,8,0,2,,,,,,,,0,66,67,,
33912,note_on,32,0,3,,,,,,,,0,60,0,,
33912,note_on,32,0,2,,,,,,,,0,66,0,,
33920,note_on,0,0,3,,,,,,,,0,57,66,,
33920,note_on,8,0,2,,,,,,,,0,69,66,,
33920,note_on,8,0,3,,,,,,,,0,54,66,,
33952,note_on,0,0,3,,,,,,,,0,54,0,,
33952,note_on,32,0,2,,,,,,,,0,69,0,,
33952,note_on,32,0,3,,,,,,,,0,57,0,,
33960,note_on,8,0,3,,,,,,,,0,60,66,,
33960,note_on,8,0,2,,,,,,,,0,66,66,,
33984,note_on,373,0,1,,,,,,,,0,87,0,,
33984,note_on,384,0,4,,,,,,,,0,39,0,,
33992,note_on,32,0,3,,,,,,,,0,60,0,,
33992,note_on,32,0,2,,,,,,,,0,66,0,,
34000,note_on,0,0,3,,,,,,,,0,57,66,,
34000,note_on,8,0,2,,,,,,,,0,69,66,,
34000,note_on,8,0,3,,,,,,,,0,54,66,,
34032,note_on,0,0,3,,,,,,,,0,54,0,,
34032,note_on,32,0,3,,,,,,,,0,57,0,,
34032,note_on,32,0,2,,,,,,,,0,69,0,,
34040,note_on,8,0,2,,,,,,,,0,66,66,,
34040,note_on,8,0,3,,,,,,,,0,60,66,,
34072,note_on,32,0,3,,,,,,,,0,60,0,,
34072,note_on,32,0,2,,,,,,,,0,66,0,,
34080,note_on,96,0,4,,,,,,,,0,39,80,,
34080,note_on,96,0,1,,,,,,,,0,87,80,,
34091,control_change,11,0,1,,,,,,,,0,,,64,0
34101,control_change,21,0,4,,,,,,,,0,,,64,127
